항목,내용
한글명,KODEX 아시아달러채권ESG플러스액티브
영문명,KODEX Asia USD Bond ESG Plus Active
표준코드,KR7437070006
종목코드,437070
상장일,2022-08-09
펀드형태,수익증권형
기초지수명,Bloomberg MSCI EM Asia Investment Grade Credit SRI Index(Total Return)
추적배수,일반 (1)
자산운용사,삼성자산운용(주)
지정참가회사(AP),"SK증권, 메리츠증권, 삼성증권, 신한금융투자, 한국투자증권"
총보수(%),0.18
회계기간,"매년 1월 1일부터 12월 31일까지. 단, 최초 회계기간은 최초설정일로부터 당해연도 12월 31일까지."
과세유형,배당소득세(보유기간과세)
분배금 지급일,"회계기간 종료일(다만, 회계기간 종료일이 영업일이 아닌 경우 그 직전 영업일)"
홈페이지,www.kodex.com
www.kodex.com,www.kodex.com
기초 시장,(해외) (아시아) (-)
기초 자산,(채권) (혼합) / (-) (중기) / (-)
기본 정보,"이 투자신탁은 Bloomberg가 산출·발표하는 Bloomberg MSCI EM Asia Investment Grade Credit SRI Index (Total Return)를 비교지수로 하여 비교지수 대비 초과성과를 목표로 투자신탁재산을 운용하는 것을 목표로 하는 액티브상장지수펀드입니다. ※ 그러나 상기의 투자목적이 반드시 달성된다는 보장은 없으며, 집합투자업자, 신탁업자, 판매회사 등 이 투자신탁과 관련된 어떠한 당사자도 투자원금의 보장 또는 투자목적의 달성을 보장하지 아니합니다."
투자유의사항,"시장위험 및 개별위험 신탁재산의 대부분을 미국 채권 시장 전체에 투자하므로 금융상품의 가격 변동, 이자율 등 기타 거시경제지표의 변화 등에 따른 위험에 노출됩니다. 또한, 신탁재산의 가치는 투자대상종목 발행회사의 영업환경, 재무상황 및 신용상태의 악화에 따라 급격히 변동될 수 있습니다. 상장폐지위험 유가증권시장 상장규정 제116조의 상장폐지기준에 해당되거나 공익과 투자자보호를 위하여 증권시장이 이 투자신탁의 상장폐지가 필요하다고 인정하는 경우 이 ETF는 상장폐지될 수 있습니다. 투자자는 상장폐지 전에 매도 청산하거나, 상장폐지 시점의 NAV로 분배받습니다. 시장거래에 따른 순자산가치와의 괴리 위험 이 ETF는 한국거래소에 상장되어 거래되며 시장가격으로 유통시장을 통해 매매됩니다. 이 ETF의 시장 가격은 순자산가치(NAV) 및 유통시장의 수요와 공급에 따라 변동됩니다. 따라서, 이 ETF의 시장 가격은 이 투자신탁에 수요와 공급으로 인해 NAV보다 높게 또는 낮게 형성될 수 있습니다. 환율변동위험 이 ETF는 해외투자로 인한 환율변동 위험 제거를 위한 환헷지 전략은 기본적으로 실시하지 않을 계획이며, 환헷지 전략을 실시하는 경우에도 운용인력의 전략적인 판단에 의해서 일부 환헷지 전략을 수행할 예정이므로 이후 환율변동으로 인한 급격한 신탁재산 가치변동을 초래할 수 있습니다. 이자율 변동에 따른 위험 채권의 가격은 이자율에 의해 결정됩니다. 통상 이자율이 하락하면 채권가격의 상승에 의한 자본이득이 발생하고 이자율이 상승하면 자본 손실이 발생합니다. 따라서 채권을 만기까지 보유하지 않고 중도에 매도하는 경우에는 시장상황에 따라 손실 또는 이득이 발생할 수 있습니다. 액티브 ETF 투자위험 이 집합투자기구는 액티브ETF로 ETF의 순자산가치의 변화를 가격 및 지수의 변화를 초과하도록 운용하는 것을 목표로 합니다. 따라서 이 ETF는 투자신탁을 운용하는 담당 매니저의 재량으로 운용되는 투자신탁이며 기초지수의 성과와 다른 성과가 실현될 수 있습니다. 국가 위험 이 ETF는 해외채권 및 집합투자증권 등에 투자하기 때문에 투자대상국가의 시장, 정치 및 경제상황 등에 따른 위험에 더 많이 노출이 되어 있고, 일부 투자국가 증권의 경우 외국인의 투자 한도, 넓은 매매호가 차이, 증권시장의 제한된 개장시간과 거래량 부족 등의 원인으로 인하여 유동성에 제약이 발생할 수도 있습니다. 또한 정부정책 및 제도의 변화로 인해 자산가치의 손실이 발생할 수 있으며, 외국인에 대한 투자제한, 조세제도 변화 등의 정책적 변화 및 사회 전반적인 투명성 부족으로 인한 공시자료의 신뢰성 등의 위험도 있습니다. 개인수익자의 투자자금 회수 곤란 위험 개인수익자는 보유 수익증권을 증권시장에서 매도하는 방법으로만 현금화가 가능합니다. 따라서, 증권시장에서 이 투자신탁 수익증권의 거래가 부족하여 개인 수익자가 원하는 가격에 원하는 수량을 매도하지 못할 경우에는 수익증권의 현금화가 어려워질 수도 있으며, 이로 인하여 기대하지 아니한 손실이 발생할 수도 있습니다. ※ 법인수익자의 경우 보유 수익증권을 증권시장에서 매도하거나 이 투자신탁 수익증권을 설정단위 또는 그 정배수로 판매회사 또는 지정참가회사에 환매 신청할 경우에는 판매회사 또는 지정참가회사에서 환매가 가능합니다. 유동성 위험 이 ETF는 주로 우수한 유동성을 보유하고 있는 우량 등급의 달러 표시 채권 및 채권 관련 해외 상장 집합투자증권에 투자합니다. 편입하는 채권 관련 해외 상장 집합투자증권의 경우, 채권에 비해 유동성이 매우 풍부하여 채권 거래 제약 환경에도 원활한 거래가 가능할 것으로 예상됩니다. 다만, 일부 비우량 등급 채권에 투자할 수 있으며, 비우량 등급 채권은 우량 등급 채권에 비해 상대적으로 유동성이 풍부하지 않을 수 있습니다. 또한, 시장 상황 등에 따라 거래량의 급격한 감소 시에는 일시적으로 채권 거래에 제약이 발생하거나 원하는 가격에 거래가 이뤄지지 않을 가능성이 있습니다. 이자율 변동에 따른 위험 채권의 가격은 이자율에 의해 결정됩니다. 통상 이자율이 하락하면 채권가격의 상승에 의한 자본이득이 발생하고 이자율이 상승하면 자본손실이 발생합니다. 따라서 채권을 만기까지 보유하지 않고 중도에 매도하는 경우에는 시장상황에 따라 손실 또는 이득이 발생할 수 있습니다. 신용등급 하락에 따른 위험 투자신탁재산으로 보유하고 있는 채권 및 어음등의 신용평가등급이 하락한 경우, 신탁 계약 및 신고서에서 정한 신용평가등급에 미달하는 경우 또는 신용사건이 발생한 경우에는 당해 채권 및 어음등을 지체 없이 처분하는 등 이에 따라 신탁재산의 가치가 급격하게 변동될 수 있습니다."
