항목,내용
한글명,HANARO 전력설비투자
영문명,HANARO Electric Power Capex
표준코드,KR7491820007
종목코드,491820
상장일,2024-09-24
펀드형태,수익증권형
기초지수명,iSelect 전력설비투자 지수
추적배수,일반 (1)
자산운용사,엔에이치아문디자산운용(주)
지정참가회사(AP),"NH투자증권, 메리츠증권, 키움증권, 한국투자증권, BNK증권"
총보수(%),0.35
회계기간,"매년 1월 1일부터 12월 31일까지. 단, 최초 회계기간은 최초설정일로부터 당해연도 12월 31일까지"
과세유형,비과세
분배금 지급일,"1, 4, 7, 10월 마지막 영업일 및 회계기간 종료일(다만, 회계기간 종료일이 영업일이 아닌 경우 그 직전 영업일)"
홈페이지,https://www.nh-amundi.com/hanaroetf/
https://www.nh-amundi.com/hanaroetf/,https://www.nh-amundi.com/hanaroetf/
기초 시장,(국내) (코스피+코스닥) (-)
기초 자산,(주식) (업종섹터) / (-) (업종테마) / (-)
기본 정보,"국내 전력산업의 밸류체인에 포함되는 전력설비투자 관련 종목을 유니버스 내 관련 키워드 스코어 상위종목으로 선별해 투자하는 국내 주식형 ETF 상품입니다. 이 ETF는 코스피, 코스닥시장에 상장된 국내 주식을 주된 투자대상자산으로 하며, iSelect 전력설비투자 지수를 기초지수로 하여 1좌당 순자산가치 변동률을 기초지수와 유사하게 투자신탁재산을 운용함을 목적으로 합니다. iSelect에서 산출, 발표하는 기초지수 iSelect 전력설비투자 지수는 국내 코스피 및 코스닥 상장 종목 중 시가총액, 거래대금, 유동주식비율 등을 기준으로 한 필터요건을 거친 종목들 중 전력설비투자 관련 키워드 검색을 통하여 유니버스를 선정하고, 키워드 유사도 상위 종목 종목을 선정. 편입비중 내에서 시가총액 가중방식으로 비중 구성합니다."
투자유의사항,"이 ETF는 운용실적에 따라 손익이 결정되는 실적배당상품으로 예금자보호법에 따라 보호되지 아니하며, 원본이 보장되지 않습니다. 따라서, 투자원본의 전부 또는 일부 손실 위험이 존재하며 투자금액의 손실내지 감소의 위험은 전적으로 투자자가 부담합니다. 집합투자업자, 판매회사 등 어떠한 당사자도 투자손실에 대하여 책임을 지지 아니합니다. 이 ETF의 수익률은 보수 또는 비용 등 이 ETF의 순자산가치에 부의 영향을 미치는 다양한 이유로 인하여 기초지수 수익률과 괴리(추적오차)가 발생할 수 있습니다. 개인투자자는 보유 ETF를 거래소에서 매도하는 방법으로만 현금화가 가능하므로 보유수익증권을 판매회사 또는 지정참가회사에 환매 신청할 수 없으며, 거래소의 거래 상황에 따라 동 ETF의 순자산가치와 거래가격이 다르게 형성될 수 있습니다. 상품에 대한 자세한 내용은 집합투자업자 인터넷 홈페이지(http://www.hanaroetf.com) 또는 금융감독원 전자공시시스템의 투자설명서를 통해 확인하시기 바랍니다."
