항목,내용
한글명,TIGER 미국MSCI리츠(합성 H)
영문명,TIGER SYNTH-MSCI US REIT(H)
표준코드,KR7182480004
종목코드,182480
상장일,2013-10-10
펀드형태,수익증권형
기초지수명,MSCI US REIT INDEX
추적배수,일반 (1)
자산운용사,미래에셋자산운용(주)
지정참가회사(AP),"대신증권(주), 미래에셋증권(주), 우리투자증권(주)"
총보수(%),0.24
회계기간,"매년 1월 1일부터 12월 31일까지. 단, 최초 회계기간은 최초 설정일로부터 2013년 12월 31일까지"
과세유형,배당소득세(보유기간과세)
분배금 지급일,"매월 마지막 영업일(다만, 회계기간 종료일이 영업일이 아닌 경우 그 직전 영업일)"
홈페이지,http://www.tigeretf.com
http://www.tigeretf.com,http://www.tigeretf.com
기초 시장,(해외) (북미) (미국)
기초 자산,(부동산) (리츠) / (-) (-) / (-)
기본 정보,"이 ETF는 미국 리츠를 기초자산으로 하여 파생상품시장에서 거래되는 장외파생상품을 주된 투자대상자산으로 하며, MSCI US REIT 지수의 수익률 추종을 목적으로 합니다. MSCI Inc에서 발표하는 MSCI US REIT 지수는 미국 주식시장에 상장된 리츠 종목들을 유동시가총액 가중방식으로 산출한 지수이며 연 4회(매 2월, 5월, 8월, 11월 말일 기준) 정기변경 됩니다.  이 ETF는 환헤지를 실행할 계획이지만 보유 자산의 가치 변동 등으로 인해 환율변동 위험에 노출될 수 있습니다."
투자유의사항,"이 ETF의 수익률은 보수 또는 비용 등 이 ETF의 순자산가치에 부의 영향을 미치는 다양한 이유로 인하여 기초지수 수익률과 괴리(추적오차)가 발생할 수 있습니다.  개인투자자는 보유 ETF를 거래소에서 매도하는 방법으로만 현금화가 가능하므로 보유수익증권을 판매회사 또는 지정참가회사에 환매 신청할 수 없으며, 거래소의 거래 상황에 따라 동 ETF의 순자산가치와 거래가격이 다르게 형성될 수 있습니다.  상품에 대한 자세한 내용은 집합투자업자 인터넷홈페이지(http://www.tigeretf.com) 또는 금융감독원 전자공시시스템의 투자설명서를 통해 확인하시기 바랍니다."
