항목,내용
한글명,TIGER TSMC파운드리밸류체인
영문명,TIGER TSMC Foundry Value Chain
표준코드,KR7453950008
종목코드,453950
상장일,2023-04-04
펀드형태,수익증권형
기초지수명,FactSet TSMC 파운드리 밸류체인 지수(시장가격지수)
추적배수,일반 (1)
자산운용사,미래에셋자산운용(주)
지정참가회사(AP),"삼성증권, 메리츠증권, 키움증권, 미래에셋증권, NH투자증권, 한국투자증권, 이베스트증권, 유안타증권, DB금융투자"
총보수(%),0.49
회계기간,"매년 1월 1일부터 12월 31일까지. 단, 최초 회계기간은 최초설정일로부터 당해연도 12월 31일까지"
과세유형,배당소득세(보유기간과세)
분배금 지급일,"월, 4월, 7월, 10월 마지막 영업일 및 회계기간 종료일(다만, 회계기간 종료일이 영업일이 아닌 경우 그 직전 영업일)"
홈페이지,http://www.tigeretf.com
http://www.tigeretf.com,http://www.tigeretf.com
기초 시장,(해외) (글로벌) (-)
기초 자산,(주식) (전략) / (-) (전략테마) / (-)
기본 정보,"- 이 ETF는 주로 글로벌 주식을 주된 투자대상자산으로 하며, ‘FactSet TSMC Value Chain 지수(Price Return)(원화환산)’ 수익률 추종을 목적으로 하는 ETF입니다. 이 ETF는 해외 주식에 투자하면서도 환헤지를 하지 않으므로 기초지수의 원화환산 수익률에 연동하게 됩니다. - FactSet에서 발표하는 “FactSet TSMC Value Chain 지수”는 TSMC를 목표기업으로 하여 TSMC 1차 공급업체 중 목표기업과의 매출액, 국가, 섹터, 가격 상관성 등을 종합적으로 고려하여 산출된 FactSet Relevance Score를 사용하여 연관성 높은 20개 종목으로 구성하는 지수입니다."
투자유의사항,"- 이 ETF의 수익률은 보수 또는 비용 등 이 ETF의 순자산가치에 부의 영향을 미치는 다양한 이유로 인하여 기초지수 수익률과 괴리(추적오차)가 발생할 수 있습니다 - 개인투자자는 보유 ETF를 거래소에서 매도하는 방법으로만 현금화가 가능하므로 보유수익증권을 판매회사 또는 지정참가회사에 환매 신청할 수 없으며, 거래소의 거래 상황에 따라 동 ETF의 순자산가치와 거래가격이 다르게 형성될 수 있습니다. - 상품에 대한 자세한 내용은 집합투자업자 인터넷 홈페이지(http://www.tigeretf.com) 또는 금융감독원 전자공시시스템의 투자설명서를 통해 확인하시기 바랍니다."
