항목,내용
한글명,ACE 포스코그룹포커스
영문명,ACE POSCO Group Focus
표준코드,KR7469170005
종목코드,469170
상장일,2023-10-17
펀드형태,수익증권형
기초지수명,FnGuide 포스코그룹포커스 지수(시장가격)
추적배수,일반 (1)
자산운용사,한국투자신탁운용
지정참가회사(AP),"한국투자증권, 한화투자증권, 키움증권, KB증권, 이베스트투자증권, 대신증권, 현대차증권, 메리츠증권"
총보수(%),0.3
회계기간,"매년 1월 1일부터 12월 31일까지. 단, 최초 회계기간은 최초설정일로부터 당해연도 12월 31일까지"
과세유형,비과세
분배금 지급일,"1월, 4월, 7월, 10월 마지막 영업일 및 회계기간 종료일(다만, 회계기간 종료일이 영업일이 아닌 경우 그 직전 영업일)"
홈페이지,http://www.aceetf.co.kr/
http://www.aceetf.co.kr/,http://www.aceetf.co.kr/
기초 시장,(국내) (코스피+코스닥) (-)
기초 자산,(주식) (전략) / (-) (기업그룹) / (-)
기본 정보,"· 이 투자신탁은 FnGuide가 발표하는 “FnGuide 포스코그룹 포커스 지수”를 기초지수로하여 1좌당 순자산가치의 변동률을 기초지수와 유사하도록 투자신탁 재산을 운용함을 목적으로 합니다. · FnGuide가 발표하는 “FnGuide 포스코그룹 포커스 지수”는 포스코 그룹 및 포스코 그룹이 영위하는 사업의 특징을 추종할 수 있도록 포스코 유니버스(포스코그룹 계열회사)와 포스코 산업 유니버스(기타회사) 10개 기업으로 구성된 지수입니다. 2018년 6월 18일 1,000pt를 기준으로 2023년 8월 11일 발표되었습니다."
투자유의사항,· 이 투자신탁은 FnGuide POSCO Group Focus Index와 관련된 주식이라는 한정된 투자대상에 집중하여 투자함으로써 좀 더 분산 투자된 다른 투자신탁에 비해 더 큰 투자원금액 손실이 발생할 수 있습니다. · 상품에 대한 자세한 내용은 운용사 홈페이지 (http://www.aceetf.co.kr) 또는 금융감독원 전자공시시스템의 투자설명서를 통해 확인하시기 바랍니다.
