항목,내용
한글명,TIGER 금은선물(H)
영문명,TIGER GOLD&SILVER
표준코드,KR7139320006
종목코드,139320
상장일,2011-04-08
펀드형태,수익증권형
기초지수명,S&P GSCI Precious Metals Index(TR)
추적배수,일반 (1)
자산운용사,미래에셋자산운용(주)
지정참가회사(AP),"미래에셋증권, 한국투자증권"
총보수(%),0.69
회계기간,매년 1월 1일부터 12월 31일까지
과세유형,배당소득세(보유기간과세)
분배금 지급일,회계기간 종료일(종료일이 영업일이 아닌 경우 그 직전 영업일)
홈페이지,http://www.tigeretf.com
http://www.tigeretf.com,http://www.tigeretf.com
기초 시장,(해외) (-) (-)
기초 자산,(원자재) (금속) / (-) (혼합) / (-)
기본 정보,"1좌당 순자산가치의 변동률을 기초지수인 S&P GSCI Precious Metals Index Total Return 지수의 변동률과 유사하도록 투자신탁재산을 운용하는 것을 목표로 합니다. 스탠다드앤푸어스(Standard & Poor's)가 산출하는 S&P GSCI Precious Metals Index Total Return 지수는 미국상품거래소(COMEX, Commodity Exchange)에 상장되어 거래되는 금과 은선물가격의 움직임을 나타내는 지수입니다. 선물투자시 발생하는 롤오버비용(Roll over Cost)과 증거금을 제외한 유동성 부분을 미국채 등에 투자하는 것을 가정한 이익을 반영하여 지수를 산출합니다. 종목당 비중은 세계 경제에서의 상대적 중요성을 감안하여 세계 생산량 기준으로 결정합니다. 이 ETF는 환헤지 전략을 수행하고 있습니다. 그러나 환헤지 전략의 수행에도 불구하고, 급격한 환율변동에 따라 외환 손실이 발생할 수 있습니다. 기초지수 추종을 위하여 지수를 구성하는 종목 전체를 편입하는 완전복제전략을 원칙으로 하되, 필요시 최적화 기법을 적용하여 일부종목만 편입하는 부분복제전략을 사용합니다."
투자유의사항,"선물가격에는 이자비용, 보관비용 또는 금은의 현재 수급상황 및 미래 수급상황에 대한 전망 등에 의한 영향으로 현물가격과 선물가격 사이에는 차이가 존재합니다. 이 투자신탁은 투자대상이 “귀금속(금과 은) 현물”이 아니라 귀금속을 기초자산으로 하는 “파생상품(선물)” 이기 때문에 귀금속의 “현물가격”과 정확하게 연동하지 않습니다. 따라서 이 상품에 투자하는 투자자는 실제 귀금속현물가격이 아닌 귀금속 “선물가격”에 연동하는 것을 목적으로 하는 상품에 투자하고 있다는 사실을 유념하셔야 합니다. 만기가 있는 선물(Futures)에 투자함에 따라 차월물로 재투자하는 Roll over가 실시되며 Roll over시 보유월물과 편입대상원물간 가격 차이에 따라 Roll over 이익 또는 손해가 발생하여 현물가격의 흐름과 차이가 나타날 수 있습니다. 특히 원월물의 가격이 비싼 콘탱고 상태에서는 가격이 낮은 보유월물을 매도하고 가격이 높은 원월물을 편입하기 때문에 현물상품 대비 선물상품의 수익률이 악화될 수 있습니다. 자세한 Roll over 방식은 ETF 운용사 또는 지수산출기관 홈페이지를 통해 확인하시기 바랍니다. 이 투자신탁의 기초지수는 Total Return Index로서, 이는 증거금을 제외한 유동성 부분을 미국채 등에 투자하는 것을 가정하여 미국국채투자와 관련된 이익도 반영되어 있기 때문에 금은선물가격 자체와 롤오버 효과 및 미국국채 투자관련 이익을 반영한 지수사이에는 괴리가 발생합니다. 포트폴리오 구성방안에서도 알 수 있듯이 이 투자신탁은 외화자산(증거금, 선물자산, 손익 등) 부분에 대해 환헤지를 실행합니다. 그러나 환헤지 전략의 수행에도 불구하고, 급격한 환율변동에 따라 외환 손실이 발생할 수 있습니다. 금은선물가격은 국제시장의 수급상황, 금리변동, 인플레이션율, 각 정부기관의 정책, 국제시장의 수급상황, 각 나라의 정책 등 다양한 요인에 영향을 받으므로 다른 일반적인 증권투자신탁에 비해 더 높은 수준의 위험을 부담할 수 있습니다. 상품에 대한 자세한 내용은 자산운용사 홈페이지(http://www.tigeretf.com) 또는 금융감독원 전자공시시스템의 투자설명서를 통해 확인하시기 바랍니다."
