항목,내용
한글명,PLUS TDF2050액티브
영문명,PLUS TDF2050 Active
표준코드,KR7433870003
종목코드,433870
상장일,2022-06-30
펀드형태,수익증권형
기초지수명,Morningstar Korea Lifetime Allocation Moderate 2050 Index (Gross Return)
추적배수,일반 (1)
자산운용사,한화자산운용
지정참가회사(AP),"DB금융투자, 메리츠증권, 신한금융투자, 한국투자증권, 한화투자증권"
총보수(%),0.18
회계기간,"매년 1월 1일부터 12월 31일까지. 단, 최초 회계기간은 최초설정일로부터 당해연도 12월 31일까지"
과세유형,배당소득세(보유기간과세)
분배금 지급일,"1, 4, 7, 10월의 마지막 영업일 및 회계기간 종료일(다만, 회계기간 종료일이 영업일이 아닌 경우 그 직전 영업일)"
홈페이지,http://www.arirangetf.com/
http://www.arirangetf.com/,http://www.arirangetf.com/
기초 시장,(국내&해외) (-) (-)
기초 자산,(혼합자산) (주식+채권) / (-) (-) / (-)
기본 정보,"이 투자신탁은 다양한 자산(국내외 주식, 채권 등) 관련 집합투자증권에 분산 투자하되, 국내외 주식 및 채권 관련 집합투자증권을 법 시행령 제94조제2항제4호에서 규정하는 주된 투자대상자산으로 하며, Morningstar에서 산출·발표하는 “Morningstar Korea Lifetime Allocation Moderate 2050 Index (원화환산)”을 비교지수로 하여 비교지수대비 초과성과를 목표로 투자신탁재산을 운용함을 목적으로 합니다. 2050년을 투자자의 투자목적 달성을 위한 목표시점(Target Date)으로 설정하고, 해당 투자 목표시점을 고려한 투자를 수행합니다. 초기 시점에는 국내외 주식 관련 자산의 비중을 높게 유지하고, 목표시점에 가까이 갈수록 국내외 주식 관련 자산의 비중을 축소하고 국내외 채권 관련 자산의 비중을 점진적으로 확대하여 투자합니다. Morningstar의 글라이드패스(Glidepath)를 기반으로 한 Morningstar Korea Lifetime Allocation Moderate 2050 Index는 자산을 선진국 주식, 신흥국 주식, 선진국 국채, 신흥국 국채, 한국 국채 총 5개로 구분하여, 각 자산별 구성지수로 이루어져 있습니다. 이 투자신탁은 기본적으로 각 구성지수에 적합한 대표 상장지수집합투자증권을 자산 비중에 맞게 투자하는 것을 기본 전략으로 합니다. 선진국 주식 자산 비중 안에서는 미국 주식시장 대표 상장지수집합투자증권을, 신흥국 주식 자산 비중 안에서는 한국 주식시장 대표 상장지수집합투자증권에 투자하는 알파전략으로 초과성과를 추구하며, 분기 단위로 3개 이상의 증권사 리서치 자료를 바탕으로 미국 주식시장, 한국 주식시장에 대한 투자 의견을 정리하여 투자를 결정합니다. 집합투자증권을 투자신탁 자산총액의 60% 이상 투자하며, 이 중 주식 및 채권관련 집합투자증권에 60% 이상 투자합니다. 다만, 주식관련 집합투자증권에의 투자는 투자신탁 자산총액의 80% 이하로 하되, 2050년 1월 1일 이후에는 투자신탁 자산총액의 40% 이하로 합니다."
투자유의사항,"이 투자신탁은 집합투자기구의 운용실적에 따라 손익이 결정되는 실적배당상품으로 예금자보호법에 따라 예금보험공사가 보호하지 아니하며 원본을 보장하지 않습니다. 따라서 투자원본의 전부 또는 일부에 대한 손실의 위험이 존재하며 투자금액의 손실 내지 감소의 위험은 전적으로 투자자가 부담하며, 집합투자업자나 판매회사 등 어떤 당사자도 투자손실에 대한 책임을 지지 않습니다. 이 투자신탁은 유가증권시장 상장규정 제113조에 따른 액티브상장지수펀드로 상장지수펀드의 순자산가치의 변화를 가격 및 지수의 변화를 초과하도록 운용하는 것을 목표로 합니다. 즉, 기초지수 수익률 추종을 목표로 하여 운용되는 ETF가 아니라 비교지수 대비 초과성과를 목표로 하여 운용되는 액티브 ETF임에 유의하시기 바랍니다. 이 투자신탁의 비교지수를 구성하는 종목 중 이 투자신탁이 투자하지 않는 종목이 있을 수 있으며 비교지수 구성종목 이외의 자산에 투자할 수도 있습니다. 따라서 이 투자신탁에 편입된 종목이 비교지수에 편입된 종목과 차이가 있음에 유의하시기 바랍니다. 이 투자신탁은 주로 국내외 주식 및 채권관련 증권관련 집합투자기구의 집합투자증권 등에 분산투자하며, 특정 목표시점(Target Date)을 설정하여 시장 상황에 따라 각 자산에 대한 투자 비중을 탄력적으로 조절하는 자산배분전략을 수행합니다. 그러나 이러한 자산배분전략이 시장의 움직임과 괴리가 생기거나 투자한 특정 자산의 손실이 커지는 경우 등 여러 요인들로 인해 투자신탁의 수익이 기대에 미치지 못하거나 손실이 예측한 규모 이상으로 커질 수 있습니다. 투자 의사를 결정하기 전에 반드시 자산운용사 홈페이지 (http://www.arirangetf.com/) 또는 금융감독원 전자공시시스템의 투자설명서를 읽어보시기 바랍니다."
