항목,내용
한글명,RISE KP달러채권액티브
영문명,RISE USD Korean Paper Active
표준코드,KR7469580005
종목코드,469580
상장일,2023-11-09
펀드형태,수익증권형
기초지수명,KIS KP 달러채권 지수(총수익 지수)
추적배수,일반 (1)
자산운용사,케이비자산운용(주)
지정참가회사(AP),"신한투자증권, KB증권, 메리츠증권"
총보수(%),0.09
회계기간,"매년 1월 1일부터 12월 31일까지. 단, 최초 회계기간은 최초설정일로부터 당해연도 12월 31일까지"
과세유형,배당소득세(보유기간과세)
분배금 지급일,"3월, 6월, 9월, 12월 10일의 전 영업일"
홈페이지,http://www.kbstaretf.com
http://www.kbstaretf.com,http://www.kbstaretf.com
기초 시장,(해외) (글로벌) (-)
기초 자산,(채권) (혼합) / (-) (단기) / (-)
기본 정보,"이 투자신탁은 KIS자산평가(주)가 산출 및 발표하는 “KIS KP 달러채권 지수”를 비교지수로 하여 투자신탁의 순자산가치의 변화를 비교지수 대비 초과하도록 신탁재산을 운용하는 것을 목적으로 하는 액티브채권 상장지수집합투자기구입니다.  KIS KP 달러채권 지수는 국내 신용등급 AA-이상인 국내 발행기관의 미화 발행금액 3억불 이상 및 잔존만기 10년 이내의 KP물에 대하여 특수은행채 및 외평채 / 공사채 및 AAA등급 회사채 / AA등급 회사채 세 그룹 각각의 비중을 4:3:3으로 구성한 지수입니다.  ETF의 설정단위는 2,000좌이며, 현물/현금설정 혼합방식으로 이루어집니다. 한국거래소를 통하여 매매하는 경우에는 1주 단위로 거래할 수 있습니다."
투자유의사항,"이 투자신탁은 해외채권을 주된 투자대상으로 비교지수 대비 초과성과를 추구합니다. 따라서 비교지수와 동일한 수익률을 실현함을 목적으로 하는 기존의 ETF와 달리 비교지수대비 높은 추적오차가 발생할 수 있습니다. 이러한 추적오차는 시장의 변동에 적극적으로 대응하여 비교지수대비 높은 성과를 추구하는 이 집합투자기구의 투자목적에 따른 운용상의 결과이며, 지수와의 괴리율은 매일 공 고되는 추적오차율 공고를 통해 확인하실 수 있습니다. 다만, 이 집합투자기구는 비교지수와의 상관계수를 0.7 이상으로 관리하여 비교지수와의 성과괴리를 일정수준 이내로 관리할 예정입니다.  상품에 대한 자세한 내용은 자산운용사 홈페이지 (http://www.kbstaretf.com) 또는 금융감독원 전자공시시스템 의 투자설명서를 통해 확인하시기 바랍니다."
