항목,내용
한글명,PLUS 미국단기회사채(AAA~A)
영문명,PLUS US Short-term Credit(AAA~A)
표준코드,KR7332610005
종목코드,332610
상장일,2019-08-20
펀드형태,수익증권형
기초지수명,ICE BofaAML 1-3 Year AAA-A US Corporate Index(총수익지수)
추적배수,일반 (1)
자산운용사,한화자산운용
지정참가회사(AP),"신한금융투자,한화투자증권"
총보수(%),0.315
회계기간,1) 최초설정일로부터 해당년도 12월 31일 2)이후 매년 1월 1일 부터 12월 31일까지. 다만 신탁계약 해지시에는 투자신탁 회계기간 초일부터 신탁계약의 해지일까지
과세유형,배당소득세(보유기간과세)
분배금 지급일,회계기간 종료일
홈페이지,http://www.arirangetf.com/
http://www.arirangetf.com/,http://www.arirangetf.com/
기초 시장,(해외) (북미) (미국)
기초 자산,(채권) (회사채) / (-) (단기) / (-)
기본 정보,"- 이 투자신탁은 미국 달러 표시 채권을 주된 투자대상자산으로 하며, “ICE BofAML 1-3 Year AAA-A US Corporate Index""를 추적대상지수로 하여 1좌당 순자산가치의 변동률을 추적대상지수의 변동률과 유사하도록 투자신탁재산을 운용하는 것을 목적으로 합니다. - 이 투자시탁은 추적대상지수의 성과를 효율적으로 추종할 수 있도록 추적대상지수를 구성하고 있는 종목을 편입하지만, 종목의 일부만을 부분복제의 방법을 사용합니다. 또한, 추적대상지수의 구성 종목에 변경이 있을 경우에는 추적대상지수에 포함되지 않은 종목에 투자될 수도 있습니다."
투자유의사항,"- 이 투자신탁은 집합투자기구의 운용실적에 따라 손익이 결정되는 실적배당상품으로 예금자보호법에 따라 예금보험공사가 보호하지 아니하며 원본을 보장하지 않습니다. 따라서 투자원본의 전부 또는 일부에 대한 손실의 위험이 존재하며 투자금액의 손실 내지 감소의 위험은 전적으로 투자자가 부담하며, 집합투자업자나 판매회사 등 어떤 당사자도 투자손실에 대하여 책임을 지지 아니합니다. - 이 투자신탁은 추적대상 지수와 동일한 수익률을 실현함을 그 투자목적으로 하고 있으나, 일시적인 가격 변동, 투자신탁보수, 위탁매매수수료, 지수 사용료, 상장수수료 등 관련 비용의 지출 등 현실적 제한으로 인하여 추적대상 지수와 동일한 수익률이 실현되지 아니할 가능성이 있습니다. - 개인투자자는 보유 ETF를 거래소에서 매도하는 방법으로만 현금화가 가능하므로 보유수익증권을 판매회사 또는 지정참가회사에 환매 신청할 수 없으며, 거래소의 거래 상황에 따라 동 ETF의 순자산가치와 거래가격이 다르게 형성될 수 있습니다. - 법인은 지정참가회사에 설정단위(CU: Creation Unit)인 1,000좌 또는 그 정배수로만 설정 또는 환매 청구가 가능하며, 집합투자업자의 승인에 의하여 효력이 발생합니다. 그러나 개인은 한국거래소 유가증권시장에서 장중 매매를 통하지 않고서는 수익증권의 매수 또는 환매가 불가능합니다. 따라서, 개인투자자는 원하는 가격에 원하는 수량을 매도하여 현금화하는데 어려울 수가 있습니다. - 관련 규정에서 정하는 한도를 초과하여 추적오차가 발생하고 이것이 일정기간 이상 지속되는 경우, 기초지수를 산정할 수 없거나 이용할 수 없게 되는 경우, 기타 유가증권시장 상장규정에 따라 상장폐지가 필요하다고 인정되는 경우 상장이 폐지될 수 있습니다. - 이 투자신탁은 추종하는 추적대상지수의 구성 종목수보다 적은 수의 종목으로 투자신탁을 운용하는 부분복제로 인해 추적대상지수의 일간변동률과 동일한 수익률이 실현되지 않을 가능성이 있습니다. - 투자 의사를 결정하기 전에 반드시 자산운용사 홈페이지 (http://www.arirangetf.com/) 또는 금융감독원 전자공시시스템의 투자설명서를 읽어 보시기 바랍니다."
