항목,내용
한글명,KODEX 미국빅테크10(H)
영문명,KODEX U.S. Big Tech 10(H)
표준코드,KR7314250002
종목코드,314250
상장일,2019-01-10
펀드형태,수익증권형
기초지수명,NYSE U.S. Big TECH 10 INDEX
추적배수,일반 (1)
자산운용사,삼성자산운용(주)
지정참가회사(AP),"미래에셋대우, 하이투자증권, 한국투자증권"
총보수(%),0.45
회계기간,(1) 최초회계기간 : 최초설정일로부터 2019년 12월 31일까지 (2) 상기 회계기간 경과 후의 회계기간 : 2019년 1월 1일부터 매 1년 간
과세유형,배당소득세(보유기간과세)
분배금 지급일,"회계기간 종료일(다만, 회계기간 종료일이 영업일이 아닌 경우 그 직전 영업일)"
홈페이지,http://www.kodex.com/
http://www.kodex.com/,http://www.kodex.com/
기초 시장,(해외) (북미) (미국)
기초 자산,(주식) (업종섹터) / (-) (업종테마) / (-)
기본 정보,"이 투자신탁은 해외 주식 및 해외 주식관련 파생상품을 주된 투자대상자산으로 하며, ICE(Intercontinental Exchange)가 산출ㆍ발표하는 NYSE® FANG+™ Index를 기초지수로 하여 1좌당 순자산가치의 변동률을 기초지수의 변동률과 유사하도록 투자신탁재산을 운용함을 목적으로 합니다. ※ 그러나 상기의 투자목적이 반드시 달성된다는 보장은 없으며, 집합투자업자, 신탁업자, 판매회사 등 이 투자신탁과 관련된 어떠한 당사자도 투자원금의 보장 또는 투자목적의 달성을 보장하지 아니합니다."
투자유의사항,"시장위험 및 개별위험 투자신탁재산을 NYSE® FANG+™ Index 구성종목 및 관련 장내파생상품 등에 주로 투자함으로써 증권의 가격 변동, 이자율 등 기타 거시경제지표의 변화 등에 따른 위험에 노출됩니다. 또한, 투자신탁재산의 가치는 투자대상종목 발행회사의 영업환경, 재무상황 및 신용상태의 악화에 따라 급격히 변동될 수 있습니다. 주식 등 가격변동위험이 투자신탁은 해외증권시장에 상장되어 거래되는 주식 등에 주로 투자하기 때문에 동 주식의 가격변동으로 인한 손실위험에 노출됩니다. 또한, 투자신탁재산의 가치는 투자대상종목 발행회사의 영업환경, 재무상황 및 신용상태의 악화에 따라 급격히 변동될 수 있습니다. 환율변동위험 이 투자신탁은 통화관련 파생상품 거래를 통해 환위험을 회피하는 것을 목표로 하고, 미 실현 손익에 대해서는 주기적으로 환 헷지 비율을 조정하여 최대한 환 위험을 회피하고자 합니다. 그러나 관련 시장 규모, 거래비용, 투자수단의 유용성, 시장간의 시차, 관련 시장의 교란 및 전세계 거시 경제적인 기타 변수등에 따라 환 위험을 회피하기 곤란한 경우에는 일부 또는 전체에 대하여 환 위험에 노출될 수 있습니다. 또한 환헷지를 하는 경우에도 투자신탁 설정·해지의 반복, 가격변동, 최소 환헷지거래규모 등으로 인하여, 이 투자신탁에서 투자하는 외화자산의 환위험에 대하여 100% 헷지를 하는 것은 불가능하기 때문에 투자신탁 순자산액±일정 범위에서 환헷지가 이루어집니다. 이에 따라 환헷지를 하는 경우에도 투자신탁 순자산액에 미달되거나 초과되는 부분은 환율변동위험에 노출됩니다. 파생상품 투자위험 파생상품은 작은 증거금으로 거액의 결제가 가능한 지렛대 효과(레버리지 효과)로 인하여 기초자산에 직접 투자하는 경우에 비하여 훨씬 높은 위험에 노출될 수 있습니다. 특정산업 투자위험 특정 산업에 속하는 주식에 주로 투자하기 투자하기 때문에 해당 국가의 주식시장 전체의 성과와는 크게 다를 수 있으며, 일반적으로 시장전체에 투자하는 경우보다 더 높은 위험을 부담할 수 있습니다."
