항목,내용
한글명,RISE 중국본토대형주CSI100
영문명,RISE CSI100
표준코드,KR7174360008
종목코드,174360
상장일,2013-06-04
펀드형태,수익증권형
기초지수명,CSI A100
추적배수,일반 (1)
자산운용사,케이비자산운용(주)
지정참가회사(AP),"한국투자증권(주), KB투자증권(주), 대신증권(주), 대우증권(주), 유진투자증권(주), 리딩투자증권(주)"
총보수(%),0.65
회계기간,"매년 1월 1일부터 12월 31일까지. 단, 최초 회계기간은 최초 설정일로부터 2013년 12월 31일까지"
과세유형,배당소득세(해외주식투자전용ETF)
분배금 지급일,"회계기간 종료일. 다만, 회계기간 종료일이 영업일이 아닌 경우 그 직전 영업일"
홈페이지,http://www.kstaretf.com
http://www.kstaretf.com,http://www.kstaretf.com
기초 시장,(해외) (아시아) (중국)
기초 자산,(주식) (시장대표) / (-) (-) / (-)
기본 정보,"- 1좌당 순자산가치의 변동률이 이 투자신탁의 기초지수인 CSI100지수(KRW기준, 환헷지 않함)의 변동률과 유사하도록 투자신탁재산을 운용하는 것을 운용목표로 합니다. - CSI100지수는 중국의 중증지수유한공사(中證指數有限公司[China Securities Index Co.,LTD])가 산출 및 공표하는 지수로 중국의 상해와 심천 증권거래소에 상장되어 있는 중국 A주 중에 시가총액, 유동성, 거래량 재 무현황 등을 고려하여 선정한 CSI300 구성종목 중 시총 상위 100 종목으로 구성된 시가총액 가중평균 주가 지수입니다.  - 이 투자신탁은 기본적으로 기초지수인 CSI100지수를 추종하는 것을 목적으로 중국관련 주식 및 집합투자증권 등에주로 투자하는 모투자신탁을 투자대상으로 합니다.  - ETF의 설정단위는 300,000좌이며, 현금설정 방식으로 이루어집니다. 한국거래소를 통하여 매매하는 경우에는 1주 단위로 거래할 수 있습니다.  - 분배금 지급기준일은 투자신탁회계기간 종료일(회계기간 종료일이 영업일이 아닌 경우 회계기간 종료일의 직전영업일)이며, 최초 투자신탁회계기간은 투자신탁의 최초설정일로부터 2013년 12월 31일까지, 최초 회계 기간 이후에는 매 1년간입니다. ETF운용사가 정하는 분배율을 기준으로 산출한 금액을 지급기준일 익 영업일로부터 제 10영업일 이내에 지급합니다."
투자유의사항,"- 이 투자신탁은 기초지수와 동일한 수익률을 실현함을 그 투자목적으로 하고 있으나, 투자신탁보수 및 위탁매매수수료 등 관련 비용의 지출 등 현실적 제한으로 인하여 기초지수와 동일한 수익률이 실현되지 아니할 가능성이 있습니다. 따라서, 이 투자신탁의 수익률과 기초지수의 수익률이 동일할 것을 전제로 하는 투자는 당해 추적오차로 인하여 예상하지 못한 손실을 실현할 수도 있습니다. - 거래가 부족하여 개인 수익자가 원하는 가격과 수량에 매도하지 못할 경우 개인 수익자는 현금화가 어려워질 수도 있으며, 이로 인해 기대하지 않은 손실이 발생할 수 있습니다. - 투자신탁이 관련규정에서 정하는 사유에 해당하는 경우 투자신탁이 상장 폐지될 가능성이 있습니다. 또한, 지수산출기관이 지수발표를 중단하게 되는 등의 이유로 이 투자신탁이 목표로 하는 지수를 산정할 수 없거나 이용할 수 없게 되는 경우도 이 투자신탁은 상장이 폐지될 수 있습니다. - 이 투자신탁은 해외투자로 인한 환율변동 위험에 대해 환율변동위험 제거를 위한 환헷지 전략은 기본적으로 실시하지 않을 계획이므로 환율변동에 따른 위험에 노출되어 있습니다. 다만, 이 투자신탁의 운용을 담당하고 있는 담당 운용역은 환율 관련 시황, 해지대금의 규모, 투자 대상 국가 또는 관련 국가의 경제 현황 등에 대한 분석에 기초하여 이 투자신탁의 신탁재산 일부 또는 전부에 대하여 중국 통화 또는 다른 통화를 활용한 환헷지 전략을 실행할 수도 있습니다. - 상품에 대한 자세한 내용은 자산운용사 홈페이지(http://www.kstaretf.com) 또는 금융감독원 전자공시시스템의 투자설명서를 통해 확인하시기 바랍니다."
