항목,내용
한글명,히어로즈 CD금리액티브(합성)
영문명,HEROES CD Active(Synth)
표준코드,KR7458210002
종목코드,458210
상장일,2023-05-23
펀드형태,수익증권형
기초지수명,FnGuide CD91일 금리투자 지수(총수익)
추적배수,일반 (1)
자산운용사,키움투자자산운용(주)
지정참가회사(AP),"메리츠증권, 키움증권, 미래에셋증권"
총보수(%),0.03
회계기간,"매년 1월 1일부터 12월 31일까지. 단, 최초 회계기간은 최초설정일로부터 당해연도 12월 31일까지"
과세유형,배당소득세(보유기간과세)
분배금 지급일,"회계기간 종료일(다만, 회계기간 종료일이 영업일이 아닌 경우 그 직전 영업일)"
홈페이지,www.kosef.co.kr
www.kosef.co.kr,www.kosef.co.kr
기초 시장,(국내) (주식외) (-)
기초 자산,(기타) (-) / (-) (-) / (-)
기본 정보,"1. 이 투자신탁은 양도성예금증서 관련 장외파생상품(스왑)을 주된 투자대상으로 하여 수익을 추구하는 것을 목적으로 합니다. FnGuide에서 산출 및 발표하는 ‘FnGuide CD91일 금리투자지수(총수익지수)’를 비교지수로 하여 이 투자신탁의 순자산가치의 변화가 비교지수의 변화를 초과하도록 운용함을 목적으로 하는 액티브 상장지수집합투자기구입니다. 2. 투자신탁의 비교지수 대비 초과수익 실현을 위하여 양도성예금증서 관련 장내파생상품, 집합투자증권, 파생결합증권, 채권, 기일물 Repo 운용 등을 활용하여 투자할 수 있습니다."
투자유의사항,"1. 이 ETF의 수익률은 보수 또는 비용 등 이 ETF의 순자산가치에 부의 영향을 미치는 다양한 이유로 인하여 기초지수 수익률과 괴리(추적오차)가 발생할 수 있습니다. 2. 개인투자자는 보유 ETF를 거래소에서 매도하는 방법으로만 현금화가 가능하므로 보유수익증권을 판매회사 또는 지정참가회사에 환매 신청할 수 없으며, 거래소의 거래 상황에 따라 동 ETF의 순자산가치와 거래가격이 다르게 형성될 수 있습니다."
