항목,내용
한글명,ACE 아시아TOP50S&P
영문명,ACE S&P ASIA TOP50
표준코드,KR7277540001
종목코드,277540
상장일,2017-08-23
펀드형태,수익증권형
기초지수명,S&P ASIA50 Price Return Index
추적배수,일반 (1)
자산운용사,한국투자신탁운용
지정참가회사(AP),신한금융투자
총보수(%),0.7
회계기간,"최초설정일부터 당해 연도 12월 31일까지로 하며, 이후의 회계기간은 그 익일로부터 매년 12월 31일까지로 함."
과세유형,배당소득세(보유기간과세)
분배금 지급일,"매 1월, 4월, 7월, 10월의 마지막 영업일 및 회계기간 종료일. 다만, 회계기간 종료일이 영업일이 아닌 경우 그 직전 영업일"
홈페이지,http://www.kindexetf.com
http://www.kindexetf.com,http://www.kindexetf.com
기초 시장,(국내&해외) (-) (-)
기초 자산,(주식) (시장대표) / (-) (-) / (-)
기본 정보,"· 이 투자신탁은 S&P가 발표하는“S&P ASIA50 Index”를 기초지수로 하여 1좌당 순자산가치의 변동률을 기초지수의 변동률과 유사하도록 투자신탁재산을 운용함을 목적으로 합니다. · S&P ASIA50 Index는 아시아 지역 내 한국, 중국, 홍콩, 대만, 싱가포르 상장종목 중 유동비율 반영 시가총액 상위 50종목으로 구성되었으며 2003년 6월 10일을 1000pt 기준으로 2004년 5월 24일부터 발표한 지수입니다. · 이 투자신탁은 환헤지를 실행하지 않을 계획이므로 환율변동 위험에 노출되어 있음에 유의하시기 바랍니다."
투자유의사항,"· 이 투자신탁의 수익률은 다양한 이유(투자신탁 운용과 관련된 제반 비용, 현금배당, 구성종목의 교체/비중변경/부도)로 기초지수인 “S&P ASIA50 Index”의 수익률과 괴리(추적오차)가 발생할 수 있습니다. 이 경우 자산운용회사는 추적오차를 최소화하기 위하여 투자신탁 관련비용의 최소화, 추적오차를 감안한 편입 종목수 조정 등의 보완방안을 실행할 예정이나, 불가피하게 최소한의 추적오차가 발생할 가능성이 있음을 유의하셔야 합니다. · 국내 및 해외 특정국가(한국, 중국, 홍콩, 대만, 싱가포르)의 주식에 주로 투자하기 때문에 특정국가의 시장, 정치 및 경제상황 등에 따른 위험에 더 많이 노출되어 있습니다. · 상품에 대한 자세한 내용은 자산운용사 홈페이지(http://www.kindexetf.com/) 또는 금융감독원 전자공시시스템의 투자설명서를 통해 확인하시기 바랍니다."
