항목,내용
한글명,TIGER 구리실물
영문명,TIGER PHYSICALCOPPER
표준코드,KR7160580007
종목코드,160580
상장일,2012-12-17
펀드형태,수익증권형
기초지수명,S&P GSCI Cash Copper Index
추적배수,일반 (1)
자산운용사,미래에셋자산운용(주)
지정참가회사(AP),"대신증권, 미래에셋증권, 한국투자증권"
총보수(%),0.83
회계기간,매년 1월 1일부터 12월 31일까지.
과세유형,배당소득세(보유기간과세)
분배금 지급일,회계기간 종료일(종료일이 영업일이 아닌 경우 그 직전 영업일)
홈페이지,http://www.tigeretf.com
http://www.tigeretf.com,http://www.tigeretf.com
기초 시장,(해외) (-) (-)
기초 자산,(원자재) (금속) / (-) (구리) / (-)
기본 정보,"이 투자신탁은 구리실물 보관에 따라 발행된 창고증권을 주된 투자대상자산으로 하며, S&P GSCI Cash Copper Index를 기초지수로 하여 1좌당 순자산가치의 변동률을 기초지수(원화환산)의 변동률과 유사하도록 투자신탁재산을 운용하는 것을 목표로 합니다. ※ 창고증권이란? 창고증권은 타인을 위하여 창고에 실물을 보관함을 영업으로 하는 창고업자가 실물 보관 확인을 위하여 상법 제156조에 따라 발행한 유가증권입니다. 조달청장은 조달청 창고에 보관된 물품에 대하여 창고증권을 발행할 수 있으며, 이 투자신탁은 조달청장이 발행한 ETF용도 창고증권에 투자합니다.  스탠다드앤푸어스(Standard & Poor's)가 발표하는 S&P GSCI Cash Copper Index는 런던금속거래소(LME, London Metal Exchange)에서 발표하는 구리가격(LME Official Price for Cash Copper)에서 LME 공인창고의 평균창고보관료를 차감하여 산출합니다. ※ ""LME Official Price for Cash Copper""란? LME Official Price for Cash Copper는 런던금속거래소(LME)에서 매 영업일 구리거래 오전장 종료 후 발표되며 구리 국제가격으로 통용되는 대표성을 가지는 구리가격입니다. 이 투자신탁은 구리실물 보관에 따라 발행된 창고증권을 주된 투자대상으로 하되, 결제의 용이성 제고 및 투자신탁운용 비용지급 등을 위해 자산의 일부를 현금으로 보유할 계획입니다. 이 경우 현금 보유로 인한 추적오차의 최소화를 위해 보유현금을 증거금으로 한 구리관련파생상품을 매매하거나 국내외에 상장된 구리관련 ETF를 일부 편입할 수 있습니다."
투자유의사항,"이 투자신탁은 구리가격을 기초로하는 지수를 추종하기 위해 투자신탁재산의 대부분을 구리실물에 투자하므로 대체로 기초가격의 변화와 유사하게 운용됩니다. 다만, 이 투자신탁과 관련한 다양한 보수 또는 비용(창고료 등) 등은 이 투자신탁의 순자산가치에 영향을 미쳐 추적오차를 발생하게 합니다.  이 투자신탁이 투자하는 창고증권의 기초가 되는 자산은 국제적으로 달러로 거래되는 외화표시 자산이며 이에 따라 환율변동위험에 노출되어 있습니다. 그러나 집합투자업자는 환위험회피(환헤지)를 위한 별도의 조치를 취하지 않을 예정입니다. 따라서 상장되어 거래되는 동 투자신탁의 수익증권을 매매하실 경우 환율 변동내역을 반드시 참고하시기 바랍니다.  개인투자자는 보유 ETF를 거래소에서 매도하는 방법으로만 현금화가 가능하므로 보유수익증권을 판매회사 또는 지정참가회사에 환매 신청할 수 없으며, 거래소의 거래 상황에 따라 동 ETF의 순자산가치와 거래가격이 다르게 형성될 수 있습니다.  상품에 대한 자세한 내용은 집합투자업자 인터넷홈페이지(http://www.tigeretf.com) 또는 금융감독원 전자공시시스템의 투자설명서를 통해 확인하시기 바랍니다."
