항목,내용
한글명,RISE 종합채권(A-이상)액티브
영문명,RISE Active Bond ETF
표준코드,KR7385540000
종목코드,385540
상장일,2021-05-26
펀드형태,수익증권형
기초지수명,KIS 종합채권 지수(A-이상)(총수익지수)
추적배수,일반 (1)
자산운용사,케이비자산운용(주)
지정참가회사(AP),"키움증권, 미래에셋증권, KB증권"
총보수(%),0.012
회계기간,"회계기간 종료일(다만, 회계기간 종료일이 영업일이 아닌 경우 그 직전 영업일)"
과세유형,배당소득세(보유기간과세)
분배금 지급일,지급기준일 익영업일로부터 제 7영업일 이내
홈페이지,http://www.kstaretf.com
http://www.kstaretf.com,http://www.kstaretf.com
기초 시장,(국내) (주식외) (-)
기초 자산,(채권) (혼합) / (-) (중기) / (-)
기본 정보,"이 투자신탁은 KIS채권평가(주)가 산출 및 발표하는 “KIS 종합채권 지수(A-이상)”를 비교지수로 하여 투자신탁의 순자산가치의 변화를 비교지수 대비 초과하도록 신탁재산을 운용하는 것을 목적으로 하는 액티브채권 상장지수집합투자기구입니다. KIS 종합채권 지수(A-이상)는 KIS종합채권지수 구성종목 중 신용등급 A- 이상, 발행잔액 500억원 이상의 국채, 지방채, 특수채(한전, 도로수자원, 예금보험채 포함), 통안채, 은행채, 기타금융채, 회사채(보증회사채, ABS포함)의 종목들로 구성된 지수입니다. ETF의 설정단위는 1,000좌이며, 현물설정 방식을 병행하여 이루어집니다. 한국거래소를 통하여 매매하는 경우에는 1주 단위로 거래할 수 있습니다."
투자유의사항,"이 투자신탁은 국내채권을 주된 투자대상으로 비교지수 대비 초과성과를 추구합니다. 따라서 비교지수와 동일한 수익률을 실현함을 목적으로 하는 기존의 ETF와 달리 비교지수대비 높은 추적오차가 발생할 수 있습니다. 이러한 추적오차는 시장의 변동에 적극적으로 대응하여 비교지수대비 높은 성과를 추구하는 이 집합투자기구의 투자목적에 따른 운용상의 결과이며, 지수와의 괴리율은 매일 공고되는 추적오차율 공고를 통해 확인하실 수 있습니다. 다만, 이 집합투자기구는 비교지수와의 상관계수를 0.7 이상으로 관리하여 비교지수와의 성과괴리를 일정수준 이내로 관리할 예정입니다.  상품에 대한 자세한 내용은 자산운용사 홈페이지(http://www.kstaretf.com) 또는 금융감독원 전자공시시스템의 투자설명서를 통해 확인하시기 바랍니다."
