항목,내용
한글명,TIGER 미국S&P500선물(H)
영문명,TIGER S&P500
표준코드,KR7143850006
종목코드,143850
상장일,2011-07-18
펀드형태,수익증권형
기초지수명,S&P 500 Futures Index(ER)
추적배수,일반 (1)
자산운용사,미래에셋자산운용(주)
지정참가회사(AP),미래에셋증권
총보수(%),0.23
회계기간,매년 1월 1일부터 12월 31일까지
과세유형,배당소득세(보유기간과세)
분배금 지급일,회계기간 종료일(종료일이 영업일이 아닌 경우 그 직전 영업일)
홈페이지,http://www.tigeretf.com
http://www.tigeretf.com,http://www.tigeretf.com
기초 시장,(해외) (북미) (미국)
기초 자산,(주식) (시장대표) / (-) (-) / (-)
기본 정보,"1좌당 순자산가치의 변동률을 기초지수인 S&P 500 Futures Excess Return 지수의 변동률과 유사하도록 투자신탁재산을 운용하는 것을 목표로 합니다. 스탠다드앤푸어스(Standard&Poor's)가 산출하는 S&P 500 Futures Excess Return 지수는 시카고상업거래소(CME, Chicago Mercantile Exchange)에 상장된 S&P 500 Futures의 가격 움직임을 나타내는 지수로서, 선물만기일(3, 6, 9, 12월 세 번째 금요일) 전 5영업일에 첫 번째로 만기가 가까운 선물계약(최근월물)에서 두 번째로 만기가 가까운 선물계약(차근월물)로 롤오버 하는 방식입니다. ETF의 운용은 시카고상업거래소에서 거래되는 S&P 500 지수선물을 주된 투자대상으로 하되, 파생상품투자에 따른 위험평가액 한도(순자산총액의 100% 초과 금지)관리를 효율적으로 수행하기 위해 S&P 500 관련 ETF를 일부 편입 합니다. TIGER S&P500(H)은 외화자산(증거금, 선물자산, 손익 등) 부분에 대해 환헤지를 실행합니다. 그러나 환헤지 전략의 수행에도 불구하고 급격한 환율변동에 따라 외화 손실이 발생할 수 있습니다."
투자유의사항,"이 투자신탁은 S&P 500 “현물가격”과 연동하지 않습니다. 이는 투자대상이 “S&P 500 현물”이 아니라 “S&P 500을 기초자산으로 하는 파생상품(선물)”이기 때문입니다. 만기가 있는 선물(Futures)에 투자함에 따라 차월물로 재투자하는 Roll over가 실시되며 Roll over시 보유월물과 편입대상원물간 가격 차이에 따라 Roll over 이익 또는 손해가 발생하여 현물가격의 흐름과 차이가 나타날 수 있습니다. 특히 원월물의 가격이 비싼 콘탱고 상태에서는 가격이 낮은 보유월물을 매도하고 가격이 높은 원월물을 편입하기 때문에 현물상품 대비 선물상품의 수익률이 악화될 수 있습니다. 자세한 Roll over 방식은 ETF 운용사 또는 지수산출기관 홈페이지를 통해 확인하시기 바랍니다. 기초지수 수익률 추종을 위한 최적화(optimization) 과정, 해당 펀드와 관련한 다양한 보수 또는 비용, 펀드재산으로 보유하고 있는 자산에서 발생하는 현금배당, 지수, 구성종목의 정기 또는 특별변경으로 인한 구성종목의 교체 또는 비율변경 등으로 인하여 추적오차가 발생할 수 있습니다. 개인투자자는 보유 ETF를 거래소에서 매도하는 방법으로만 현금화가 가능하므로 보유수익증권을 판매회사 또는 지정참가회사에 환매 신청할 수 없으며, 거래소의 거래 상황에 따라 동 ETF의 순자산가치에 비해 거래가격이 다르게 형성될 수 있습니다. 해외주식에 투자하는 ETF의 경우 국내와 해외거래소간의 개장시간이 상이한 이유로 실시간 NAV가 펀드기준가격을 제대로 반영하지는 못함에 유의하시기 바랍니다. 상품에 대한 자세한 내용은 자산운용사 홈페이지(http://www.tigeretf.com) 또는 금융감독원 전자공시시스템의 투자설명서를 통해 확인하시기 바랍니다."
