항목,내용
한글명,KODEX 200
영문명,KODEX 200
표준코드,KR7069500007
종목코드,069500
상장일,2002-10-14
펀드형태,수익증권형
기초지수명,코스피 200
추적배수,일반 (1)
자산운용사,삼성자산운용(주)
지정참가회사(AP),
총보수(%),0.15
회계기간,매년 1월 1일부터 12월 31일까지
과세유형,비과세
분배금 지급일,"매 1, 4, 7, 10월의 마지막 영업일 및 회계기간 종료일(종료일이 영업일이 아닌 경우 종료일의 직전 영업일)"
홈페이지,http://www.kodex.com
http://www.kodex.com,http://www.kodex.com
기초 시장,(국내) (코스피) (-)
기초 자산,(주식) (시장대표) / (-) (-) / (-)
기본 정보,"1좌당 순자산가치의 변동률을 기초지수인 KOSPI200의 변동률과 유사하도록 투자신탁재산을 운용하는 것을 목표로 합니다. 한국거래소가 산출하는 KOSPI200 지수는 한국을 대표하는 200개 종목의 시가총액을 지수화한 것입니다. 200개 종목은 시장 대표성, 유동성, 업종 대표성을 고려하여 선정하는데, 전체 종목을 9개업 군으로 분류하여 시가총액과 거래량 비중이 높은 종목들을 우선 선정합니다."
투자유의사항,"규정에서 정하는 한도를 초과하여 추적오차가 발생하고 일정기간 이상 지속될 경우, 지수 산정을 할 수 없는 경우, 그 외 상장폐지기준에 해당되거나 공익과 투자자보호를 위하여 증권시장이 상장폐지가 필요하다고 인정하는 경우 상장폐지 될 위험이 있습니다. 거래가 부족하여 개인 수익자가 원하는 가격과 수량에 매도하지 못할 경우 개인 수익자는 현금화가 어려워질 수도 있으며, 이론 인해 기대하지 않은 손실이 발생할 수 있습니다. 투자신탁보수, 위탁매매수수료 등 관련 비용의 지출 등 현실적 제한으로 인하여 기초지수와 동일한 수익률이 실현되지 않을 가능성이 있습니다. 상품에 대한 자세한 내용은 자산운용사 홈페이지(http://www.kodex.com) 또는 금융감독원 전자공시시스템의 투자설명서를 통해 확인하시기 바랍니다."
