항목,내용
한글명,KOSEF 단기자금
영문명,KOSEF ENHANCED CASH
표준코드,KR7130730005
종목코드,130730
상장일,2010-07-29
펀드형태,수익증권형
기초지수명,MK 머니마켓 지수(총수익)
추적배수,일반 (1)
자산운용사,키움투자자산운용(주)
지정참가회사(AP),"교보증권(주), 신한금융투자(주), 우리투자증권(주)"
총보수(%),0.05
회계기간,매년 1월 1일부터 12월 31일까지
과세유형,배당소득세(보유기간과세)
분배금 지급일,회계기간 종료일(종료일이 영업일이 아닌 경우 그 직전 영업일)
홈페이지,http://www.kosef.co.kr
http://www.kosef.co.kr,http://www.kosef.co.kr
기초 시장,(국내) (주식외) (-)
기초 자산,(채권) (혼합) / (-) (단기) / (-)
기본 정보,"1좌당 순자산가치의 변동률을 기초지수인 MK 머니마켓 지수의 변동률과 유사하도록 투자신탁재산을 운용하는 것을 목표로 합니다. KIS채권평가㈜와 매일경제신문이 산출하는 잔존만기 3 ~ 10개월 사이의 통화안정증권과 AAA등급의 우량 공사채 및 은행채 등 12종목으로 구성되어 KIS채권평가에서 산출, 한국거래소를 통하여 1분단위 실시간으로 발표됩니다. 지수에 포함된 채권에 투자하여 주로 안정적인 단기 이자수익을 추구합니다. 매월 첫 영업일에 지수구성종목이 변경되며, 구성 채권 중 잔존만기가 3개월 내외인 짧은 채권을 편출하고 잔존만기가 약 10개월인 채권이 편입됩니다. 이와 같은 지수변경에 맞추어 유사한 방식의 포트폴리오 리밸런싱을 실시합니다."
투자유의사항,"시장상황에 따라 투자신탁의 편입 종목이 지수 구성종목과 달라질 수 있습니다. 지수의 정기 변경 및 중대한 변경이 있을 경우 포트폴리오를 재조정하며, 매년 신탁회계기간 종료 시점에 분배금을 지급할 수 있습니다. 일부 편입종목에 신용변화가 발생하여 종목 교체가 일어 날 수 있으며, 이러한 경우 해당 종목을 교체할 예정이나 시장상황에 따라 원활한 대응이 어려울 수 있습니다. 이 투자신탁은 기초지수와 동일한 수익률을 실현함을 그 투자목적으로 하고 있으나, 투자신탁보수 및 위탁매매수수료 등 관련 비용의 지출 등 현실적 제한으로 인하여 기초지수와 동일한 수익률이 실현되지 아니할 가능성이 있습니다. 투자신탁이 관련규정에서 정하는 사유에 해당하는 경우 투자신탁이 상장 폐지될 가능성이 있습니다. 또한, 지수산출기관이 지수발표를 중단하게 되는 등의 이유로 이 투자신탁이 목표로 하는 지수를 산정할 수 없거나 이용할 수 없게 되는 경우도 이 투자신탁은 상장이 폐지될 수 있습니다. 상품에 대한 자세한 내용은 자산운용사 홈페이지(http://www.kosef.co.kr) 또는 금융감독원 전자공시시스템의 투자설명서를 통해 확인하시기 바랍니다."
