항목,내용
한글명,KOSEF 국고채3년
영문명,KOSEF KTB
표준코드,KR7114470008
종목코드,114470
상장일,2009-07-31
펀드형태,수익증권형
기초지수명,KTB index(시장가격)
추적배수,일반 (1)
자산운용사,키움투자자산운용(주)
지정참가회사(AP),"우리투자증권, 삼성증권, 미래에셋증권, 대우증권, 이트레이드증권, 대신증권"
총보수(%),0.05
회계기간,"매년 6월, 12월의 분배금 지급기준일 제2영업일 전일까지"
과세유형,배당소득세(보유기간과세)
분배금 지급일,"이자지급일(3,6,9,12월의 10일) 전 영업일. 영업일이 아닌 경우 실제 이자수령일(이자지급일 : 토요일→직전일, 공휴일 or 일요일→익일)"
홈페이지,http://www.kosef.co.kr
http://www.kosef.co.kr,http://www.kosef.co.kr
기초 시장,(국내) (주식외) (-)
기초 자산,(채권) (국공채) / (-) (중기) / (-)
기본 정보,"1좌당 순자산가치의 변동률을 기초지수인 KTBINDEX(시장가격)의 변동률과 유사하도록 투자신탁재산을 운용하는 것을 목표로 합니다. 한국거래소와 KIS채권평가(주)가 산출하는 KTBINDEX(시장가격)는 선물, 현물시장에서 가장 유동성이 좋은 3년국채선물 바스켓을 구성하는 3종목의 국고채로 구성되며, 각 종목을 액면금액 동일 비중으로 편입하여 KIS채권평가(주)에서 산출, 한국거래소를 통하여 1분단위로 실시간 발표됩니다. 지수에 포함된 국고채권에 투자하여 장기적인 이자소득 및 금리하락시 자본이득에 따른 수익을 추구합니다. KTBINDEX는 3개월 주기(3년국채선물 만기일)로 정기적으로 구성종목이 변경되며, 이에 맞추어 포트폴리오 리밸런싱을 실시합니다. 지수를 구성하는 국고채증권에 대부분 투자하고 3년국채선물(펀드 순자산의 10% 이내) 등에 일부 투자하여 운용합니다."
투자유의사항,"시장상황에 따라 투자신탁의 편입 종목이 지수 구성종목과 달라질 수 있습니다. 지수의 정기 변경 및 중대한 변경이 있을 경우 포트폴리오를 재조정하며, 분기별로 지수를 구성하는 채권의 이자지급일에 맞추어 분배금을 지급할 수 있습니다. 이 투자신탁은 기초지수와 동일한 수익률을 실현함을 그 투자목적으로 하고 있으나, 투자신탁보수 및 위탁매매수수료 등 관련 비용의 지출 등 현실적 제한으로 인하여 기초지수와 동일한 수익률이 실현되지 아니할 가능성이 있습니다. 투자신탁이 관련규정에서 정하는 사유에 해당하는 경우 투자신탁이 상장 폐지될 가능성이 있습니다. 또한, 지수산출기관이 지수발표를 중단하게 되는 등의 이유로 이 투자신탁이 목표로 하는 지수를 산정할 수 없거나 이용할 수 없게 되는 경우도 이 투자신탁은 상장이 폐지될 수 있습니다. 상품에 대한 자세한 내용은 자산운용사 홈페이지(http://www.kosef.co.kr) 또는 금융감독원 전자공시시스템의 투자설명서를 통해 확인하시기 바랍니다."
