항목,내용
한글명,KOSEF 미국달러선물
영문명,KOSEF USD Futures
표준코드,KR7138230008
종목코드,138230
상장일,2011-02-24
펀드형태,수익증권형
기초지수명,미국달러 선물지수
추적배수,일반 (1)
자산운용사,키움투자자산운용(주)
지정참가회사(AP),"교보증권, 우리투자증권"
총보수(%),0.37
회계기간,매년 1월 1일부터 12월 31일까지
과세유형,배당소득세(보유기간과세)
분배금 지급일,회계기간 종료일(종료일이 영업일이 아닌 경우 그 직전 영업일)
홈페이지,http://www.kosef.co.kr
http://www.kosef.co.kr,http://www.kosef.co.kr
기초 시장,(국내) (주식외) (-)
기초 자산,(통화) (미국달러) / (-) (-) / (-)
기본 정보,"1좌당 순자산가치의 변동률을 기초지수인 F-USDKRW 지수의 변동률과 유사하도록 투자신탁재산을 운용하는 것을 목표로 합니다. 한국거래소가 산출하는 F-USDKRW 지수는 한국거래소에 상장되어 거래되는 미국달러선물중 최근월물의 가격 움직임을 나타내는 지수입니다. 최근월 종목의 만기도래시, 최종거래일과 직전 2거래일 동안 1/3씩 분할하여 차근월물 종목으로 교체함으로써 미국달러 선물가격을 연속성 있게 나타냅니다. 따라서 이 지수에 기초한 KOSEF 미국달러선물 ETF는 원달러(USD/KRW) 환율상승(달러강세/원화약세)에 투자해 수익을 추구합니다. 원달러(USD/KRW) 환율을 기초자산으로 하는 선물에 대부분 투자하고 미국달러화 현물에 일부 투자하여 운용합니다."
투자유의사항,"이 투자신탁은 투자대상이 “미국달러 현물”이 아니라 미국달러 현물을 기초자산으로 하는 “파생상품(선물)” 이기 때문에 미국달러 현물의 “현물가격”과 정확하게 연동하지 않습니다. 따라서 이 상품에 투자하는 투자자는 실제 미국달러 현물가격이 아닌 미국달러 “선물가격”에 연동하는 것을 목적으로 하는 상품에 투자하고 있다는 사실을 유념하셔야 합니다. 만기가 있는 선물(Futures)에 투자함에 따라 차월물로 재투자하는 Roll over가 실시되며 Roll over시 보유월물과 편입대상원물간 가격 차이에 따라 Roll over 이익 또는 손해가 발생하여 현물가격의 흐름과 차이가 나타날 수 있습니다. 특히 원월물의 가격이 비싼 콘탱고 상태에서는 가격이 낮은 보유월물을 매도하고 가격이 높은 원월물을 편입하기 때문에 현물상품 대비 선물상품의 수익률이 악화될 수 있습니다. 자세한 Roll over 방식은 ETF 운용사 또는 지수산출기관 홈페이지를 통해 확인하시기 바랍니다. 이 투자신탁은 기초지수와 동일한 수익률을 실현함을 그 투자목적으로 하고 있으나, 투자신탁보수 및 위탁매매수수료 등 관련 비용의 지출 등 현실적 제한으로 인하여 기초지수와 동일한 수익률이 실현되지 아니할 가능성이 있습니다. 투자신탁이 관련규정에서 정하는 사유에 해당하는 경우 투자신탁이 상장 폐지될 가능성이 있습니다. 또한, 지수산출기관이 지수발표를 중단하게 되는 등의 이유로 이 투자신탁이 목표로 하는 지수를 산정할 수 없거나 이용할 수 없게 되는 경우도 이 투자신탁은 상장이 폐지될 수 있습니다. 상품에 대한 자세한 내용은 자산운용사 홈페이지(http://www.kosef.co.kr) 또는 금융감독원 전자공시시스템의 투자설명서를 통해 확인하시기 바랍니다."
