항목,내용
한글명,ACE ESG액티브
영문명,ACE ESG Active
표준코드,KR7385590005
종목코드,385590
상장일,2021-05-25
펀드형태,수익증권형
기초지수명,MSCI Korea Country ESG Leaders Custom Capped Price return Index
추적배수,일반 (1)
자산운용사,한국투자신탁운용
지정참가회사(AP),"키움증권, 한국투자증권"
총보수(%),0.5
회계기간,"최초설정일부터 당해 연도 12월 31일까지로 하며, 이후의 회계기간은 그 익일로부터 매년 12월 31일까지로 함"
과세유형,배당소득세(보유기간과세)
분배금 지급일,"1, 4, 7, 10월의 마지막 영업일 및 회계기간 종료일 (단, 회계기간 종료일이 영업일이 아닐 경우 그 직전 영업일)"
홈페이지,http://www.kindexetf.com
http://www.kindexetf.com,http://www.kindexetf.com
기초 시장,(국내) (코스피+코스닥) (-)
기초 자산,(주식) (전략) / (-) (전략테마) / (-)
기본 정보,"· 이 투자신탁은 MSCI에서 발표하는“MSCI Korea Country ESG Leaders Custom Capped Index”를 비교지수로 하여 비교지수대비 초과성과를 추구하는 Active ETF 입니다. · MSCI가 발표하는 MSCI Korea Country ESG Leaders Custom Capped Index는 국내 유가증권시장 및 코스닥시장 상장종목을 유니버스로하는 MSCI Korea Index 구성종목 중 ESG Rating과 ESG Controversies 점수를 고려하여 종목을 선정한 지수로, 2014년 11월 25일을 1,000pt 기준으로 2017년 02월 08일부터 발표한 지수입니다."
투자유의사항,· 이 투자신탁은 1좌당 순자산가치의 일간변동률이 기초지수 일간성과와 유사하도록 추종하는 것을 목표로 하는 기존의 Passive ETF와 달리 투자신탁재산의 운용방식을 지수의 변화를 초과하도록 하는 것을 그 목표로하는 Active ETF입니다. 이를 위하여 이 투자신탁은 “MSCI Korea Country ESG Leaders Custom Capped Index”를 비교지수로 하여 매니저의 재량에 따라 운용되는 상품입니다. 따라서 이 투자신탁은 비교지수인 MSCI Korea Country ESG Leaders Custom Capped Index와 다른 성과가 실현될 수 있습니다. · 상품에 대한 자세한 내용은 자산운용사 홈페이지(http://www.kindexetf.com/) 또는 금융감독원 전자공시시스템의 투자설명서를 통해 확인하시기 바랍니다.
