항목,내용
한글명,ACE 라이프자산주주가치액티브
영문명,ACE Life Asset Shareholder Value Active
표준코드,KR7494330004
종목코드,494330
상장일,2024-10-15
펀드형태,수익증권형
기초지수명,FnGuide 기업가치 지수(시장가격)
추적배수,일반 (1)
자산운용사,한국투자신탁운용
지정참가회사(AP),"한국, KB, 키움, 메리츠"
총보수(%),0.5
회계기간,"매년 1월 1일부터 12월 31일까지. 단, 최초 회계기간은 최초설정일로부터 당해연도 12월 31일까지"
과세유형,배당소득세(보유기간과세)
분배금 지급일,"1월, 4월, 7월, 10월 마지막 영업일 및 회계기간 종료일(다만, 회계기간 종료일이 영업일이 아닌 경우 그 직전 영업일)"
홈페이지,www.aceetf.co.kr/
www.aceetf.co.kr/,www.aceetf.co.kr/
기초 시장,(국내) (코스피+코스닥) (-)
기초 자산,(주식) (전략) / (-) (전략테마) / (-)
기본 정보,"· 이 투자신탁은 에프앤가이드(FnGuide)가 발표하는 “FnGuide 기업가치 지수”를 비교지수로 하여 비교지수 대비 초과성과를 목표로 투자신탁재산을 운용함을 목적으로 합니다. · 에프앤가이드(FnGuide)가 발표하는 FnGuide 기업가치 지수는 주주가치 제고 및 기업 지배구조 개선을 위해 노력하는 저평가된 우량기업에 투자하는 지수입니다. 종목을 선별하기 위하여 유가증권시장과 코스닥시장 상장 종목에서 PBR, PER, 주주환원비율, 당기순이익 지표 값을 고려하여 항목별 조건을 모두 만족하는 기업을 선별하고 시가총액 상위 40종목을 동일가중방식으로 구성하였습니다. 동 지수는 2019년 3월 18일 1,000pt를 기준으로 2024년 7월 12일부터 발표한 지수입니다."
투자유의사항,· 이 투자신탁은 1좌당 순자산가치의 일간변동률이 기초지수 일간성과와 유사하도록 추종하는 것을 목표로 하는 기존의 Passive ETF와 달리 투자신탁재산의 운용방식을 지수의 변화를 초과하도록 하는 것을 그 목표로하는 Active ETF입니다. 이를 위하여 이 투자신탁은 “FnGuide 기업가치 지수”를 비교지수로 하여 매니저의 재량에 따라 운용되는 상품입니다. 따라서 이 투자신탁은 비교지수인 FnGuide 기업가치 지수와 다른 성과가 실현될 수 있습니다. · 상품에 대한 자세한 내용은 자산운용사 홈페이지(http://www.aceetf.co.kr/) 또는 금융감독원 전자공시시스템의 투자설명서를 통해 확인하시기 바랍니다.
