항목,내용
한글명,SOL 미국S&P500
영문명,SOL S&P500
표준코드,KR7433330008
종목코드,433330
상장일,2022-06-21
펀드형태,수익증권형
기초지수명,S&P 500
추적배수,일반 (1)
자산운용사,신한자산운용 주식회사
지정참가회사(AP),"KB증권, NH투자증권, SK증권, 유진투자증권"
총보수(%),0.05
회계기간,"매년 1월1일부터 12월31일까지. 단, 최초 회계기간은 최초설정일로부터 당해연도 12월31일까지."
과세유형,배당소득세(보유기간과세)
분배금 지급일,매월 마지막 영업일
홈페이지,http://www.soletf.com
http://www.soletf.com,http://www.soletf.com
기초 시장,(해외) (북미) (미국)
기초 자산,(주식) (시장대표) / (-) (-) / (-)
기본 정보,"이 투자신탁은 주식을 주된 투자대상자산으로 하여 기초지수는 S&P Dow Jones Indices 가 산출하는 지수로 미국을 대표하는 주가지수인 S&P500 Index(PR)를 추종하는 ETF 입니다. 기초지수인 S&P500 Index(PR)은 미국의 미국 나스닥과 뉴욕증권거래소에 상장된 504개의 기업(2022년 5월 기준)들로 구성되어 있으며 구성종목의 가격변동만을 추종합니다. 분배금 지급은 매월 실시할 계획이며, 매월 분배금은 분배재원에 따라 금액의 차이가 발생할 수 있습니다. 이 투자신탁은 외화표시자산에 투자하며 환율변동위험을 제거하기 위한 환헤지 전략을 실시하지 않을 계획이므로 환율변동위험성에 노출됩니다. 해당 ETF의 설정단위는 100,000좌이며, 현금설정 방식으로 이루어집니다. 한국거래소를 통하여 매매하는 경우에는 1주 단위로 거래할 수 있습니다."
투자유의사항,"이 투자신탁은 투자 원리금 전액이 보장 또는 보호되지 않습니다. 따라서 투자원본의 전부 또는 일부에 대한 손실의 위험이 존재하며 투자의 결정과 투자금액의 손실 내지 감소의 위험은 전적으로 투자자가 부담하며, 집합투자업자나 판매회사 등 어떤 당사자도 투자의 결정 및 투자손실에 대하여 책임을 지지 아니합니다. 또한, 이 투자신탁은 예금자보호법의 적용을 받는 은행예금과 달리 은행 등에서 매입한 경우에도 예금자보호를 받지 못합니다. ETF는 기초지수의 수익률(또는 기초지수 수익률의 정배수)을 추적하도록 설계 된 펀드로 증권시장에 상장되어 일반 주식과 동일한 방법으로 매매가 가능하며 특정 지수를 추종하도록 운용되는 인덱스 펀드와 주식의 특징을 동시에 갖추고 있습니다. 일반적인 펀드는 벤치마크 수익률을 초과하기 위한 적극적인 매매 등의 운용전략을 수행하는 반면 ETF는 기초지수(또는 기초지수 수익률의 정배수)의 수익과 유사하도록 운용하며, 투자자는 증권시장에서 주식과 같은 방법으로 자유롭게 매매가 가능합니다. 이 투자신탁은 기초지수와 동일한 수익률을 실현함을 그 투자목적으로 하고 있으나, 투자신탁 보수, 지수사용료, 매매수수료 등 관련 비용의 지출, 편입한 ETF와 기초지수와의 괴리 발생, 현물 구성종목과 기초지수와의 괴리, 환율변동 등으로 인하여 기초지수의 변동률과 동일한 수익률이 실현되지 아니할 가능성이 있습니다. 따라서 이 투자신탁의 수익률과 추적대상지수의 수익률이 동일하거나 유사할 것을 전제로 하는 투자자는 당해 추적오차로 인하여 예상하지 못한 손실을 실현할 수도 있습니다. 유가증권시장 상장규정에 따라 이 투자신탁 1좌당 순자산가치의 일간변동률과 이 투자신탁의 추적대상지수의 일간변동률의 상관계수가 일정수준 미만으로 3개월간 지속되는 경우, 유동성공급계약을 체결한 유동성공급회원이 없는 경우 등 관련규정에 의하여 이 투자신탁은 상장을 폐지하여야 합니다. 또한 지수산출기관이 지수발표를 중단하게 되는 등의 이유로 이 투자신탁이 목표로 하는 지수를 산정할 수 없거나 이용할 수 없게 되는 경우, 공익 실현과 투자자보호를 위하여 한국거래소가 이 투자신탁 집합투자증권의 상장폐지가 필요하다고 인정하는 경우 등에도 이 투자신탁은 상장이 폐지될 수 있습니다. 이 경우 이 투자신탁의 신탁계약은 해지되고 잔여자산을 분배할 것이나, 잔여자산 분배 시까지의 기간 동안에는 유통시장을 통한 집합투자증권의 현금화가 어려워질 가능성이 있습니다. 상품에 대한 자세한 내용은 자산운용사 홈페이지(http://www.soletf.com) 또는 금융감독원 전자공시시스템의 투자설명서를 통해 확인하시기 바랍니다."
