항목,내용
한글명,TIGER 미국30년국채스트립액티브(합성 H)
영문명,TIGER T-BOND 30Y STRIPS SYNTH ACTIVE(H)
표준코드,KR7458250008
종목코드,458250
상장일,2023-05-31
펀드형태,수익증권형
기초지수명,ICE BofA Long US Treasury Principal STRIPS Index
추적배수,일반 (1)
자산운용사,미래에셋자산운용(주)
지정참가회사(AP),"미래에셋증권, 키움증권, 메리츠증권"
총보수(%),0.15
회계기간,"매년 1월 1일부터 12월 31일까지. 단, 최초 회계기간은 최초설정일로부터 당해연도 12월 31일까지"
과세유형,배당소득세(보유기간과세)
분배금 지급일,"회계기간 종료일(다만, 회계기간 종료일이 영업일이 아닌 경우 그 직전 영업일)"
홈페이지,http://www.tigeretf.com
http://www.tigeretf.com,http://www.tigeretf.com
기초 시장,(해외) (북미) (미국)
기초 자산,(채권) (국공채) / (-) (장기) / (-)
기본 정보,"- 이 ETF는 주로 채권 관련 장외파생상품(스왑)을 투자하며, ‘“ICE BofA Long US Treasury Principal STRIPS 지수’를 비교지수로 하여 ETF 순자산가치의 변화가 비교지수를 초과하도록 운용하는 것을 목표로 합니다. - 이 ETF는 초과수익 실현을 위해 장외파생상품(스왑) 및 역외 상장 ETF 등의 편입비중을 탄력적으로 조절하여 시장 상황에 적극적으로 대응함으로서 초과 수익 달성을 목표로 하며 외화자산에 대해 환헤지를 실행할 예정입니다."
투자유의사항,"- 이 집합투자기구는 기초지수 수익률 추종을 목표로 하여 운용되는 ETF가 아니라 비교지수 대비 초과성과를 목표로 하여 운용되는 액티브 ETF임에 유의하시기 바랍니다. -이 ETF는 기초지수와의 수익률 연동을 위해 거래상대방과 장외파생상품 계약을 체결하는 합성상장지수펀드로 거래상대방의 신용상태 악화, 부도 등에 따라 투자목적이 실현되지 못하고 손실이 발생할 수 있습니다. 또한 스왑 계약에 따른 비용이 예상치 못하게 과도하게 발생하는 경우 성과에 영향을 줄 수 있습니다. - 이 ETF의 수익률은 보수 또는 비용 등 이 ETF의 순자산가치에 부의 영향을 미치는 다양한 이유로 인하여 기초지수 수익률과 괴리(추적오차)가 발생할 수 있습니다. - 개인투자자는 보유 ETF를 거래소에서 매도하는 방법으로만 현금화가 가능하므로 보유수익증권을 판매회사 또는 지정참가회사에 환매 신청할 수 없으며, 거래소의 거래 상황에 따라 동 ETF의 순자산가치와 거래가격이 다르게 형성될 수 있습니다. - 상품에 대한 자세한 내용은 집합투자업자 인터넷 홈페이지(http://www.tigeretf.com) 또는 금융감독원 전자공시시스템의 투자설명서를 통해 확인하시기 바랍니다."
