항목,내용
한글명,ACE 중국본토CSI300레버리지(합성)
영문명,ACE SYNTH-China Leverage
표준코드,KR7219900008
종목코드,219900
상장일,2015-05-28
펀드형태,수익증권형
기초지수명,CSI 300 Leveraged Index
추적배수,2X 레버리지 (2)
자산운용사,한국투자신탁운용
지정참가회사(AP),"NH투자증권, 대신증권, 한국투자증권"
총보수(%),0.5
회계기간,"매년 1월 1일부터 12월 31일까지. 단, 최초 회계기간은 최초 설정일로부터 2015년 12월 31일까지"
과세유형,배당소득세(보유기간과세)
분배금 지급일,"투자신탁 회계기간 종료일(회계기간 종료일이 영업일이 아닌 경우, 종료일의 직전 영업일)"
홈페이지,www.kim.co.kr
www.kim.co.kr,www.kim.co.kr
기초 시장,(해외) (아시아) (중국)
기초 자산,(주식) (시장대표) / (-) (-) / (-)
기본 정보,"본 투자신탁은 중국본토에 상장된 주식관련 집합투자증권 및 파생상품을 주된 투자대상자산으로 하며, 중국본토 주식으로 구성된 ""CSI300 지수""(원화환산)를 기초지수로하여 1좌당 순자산가치의 일간변동률을 기초지수 일간변동률의 양(陽)의 2배수로 연동하여 투자신탁재산을 운용함을 목적으로 합니다. CSI에서 산출하는 본 투자신탁의 기초지수 CSI300 Index는, 중국본토 상해거래소 및 심천거래소에 상장된 주식 중, 시가총액/유동성/거래량/재무현황 등을 고려하여 선정한 300종목으로 구성된 지수이며, 매년 6월과 12월에 종목 정기변경이 있습니다."
투자유의사항,"본투자신탁은 CSI300 Index(원화환산)의 일간변동률의 양(+)의 2배수를 연동하여 투자신탁 재산을 운용함을 목적으로 합니다. 여기에서의 “일간”이란, 이 ETF의 기초자산이 거래되는 거래소의 전날 장 마감시점과 다음날 장 마감시점을 기준으로 합니다. 그러므로 이 ETF를 하루 이상 보유할 경우, 투자자의 투자결과는 매일매일의 수익률을 누적하여 결정되는데, 이 결과는 해당기간 동안의 기초지수 수익률을 단순히 2배한 것과는 같을 수 없으며, 시장의 변동성이 클 경우 그 차이는 더욱 커지는 경향이 있습니다. · 본투자신탁은 환헤지를 실행하지 않을 계획이므로 환율변동 위험에 노출되어 있음에 유의하시기 바랍니다. · 본 투자신탁은 CSI300 Price return Index를 기초지수로 하며, 기초자산관련 배당금이 포함되지 않은 지수임에 유의하시기 바랍니다. · 상품에 대한 자세한 내용은 자산운용사 홈페이지(http://www.kindexetf.com/) 또는 금융감독원 전자공시시스템의 투자설명서를 통해 확인하시기 바랍니다."
