항목,내용
한글명,TIGER 글로벌사이버보안INDXX
영문명,TIGER GLOBAL CYBERSECURITY INDXX
표준코드,KR7418670006
종목코드,418670
상장일,2022-02-22
펀드형태,수익증권형
기초지수명,Indxx Cybersecurity 지수 (총수익)
추적배수,일반 (1)
자산운용사,미래에셋자산운용(주)
지정참가회사(AP),"키움증권, 미래에셋증권, 한화투자증권, 메리츠증권, 삼성증권, 한국투자증권"
총보수(%),0.49
회계기간,"최초설정일부터 당해 연도 12월 31일까지로 하며, 이후의 회계기간은 그 익일로부터 매년 12월 31일까지로 함"
과세유형,배당소득세(보유기간과세)
분배금 지급일,"1, 4, 7, 10월 마지막 영업일, 회계기간 종료일(다만, 회계기간 종료일이 영업일이 아닌 경우 그 직전 영업일)"
홈페이지,http://www.tigeretf.com
http://www.tigeretf.com,http://www.tigeretf.com
기초 시장,(해외) (글로벌) (-)
기초 자산,(주식) (업종섹터) / (-) (업종테마) / (-)
기본 정보,"- 이 ETF는 글로벌 주식을 주된 투자대상자산으로 하며, “Indxx Cybersecurity 지수(총수익)”를 기초지수로 하여 1좌당 순자산가치의 변동률을 기초지수의 원화환산 변동률과 유사하도록 투자신탁재산을 운용함을 목적으로 합니다. - “Indxx Cybersecurity 지수(총수익)”는 Indxx에서 발표하는 지수로서, 글로벌 기업중 사이버보안 연관 산업에서 발생하는 매출 비중이 전체 매출에서 50% 이상인 시가총액 기준 상위 40개 종목으로 구성되는 지수입니다."
투자유의사항,"- 이 ETF는 특정 섹터의 소수 종목에 투자함에 따른 위험에 노출되며 이에 따라 변동성 및 투자한 특정 섹터의 위험이 이 투자신탁의 성과 변동에 상당한 영향을 미칠 수 있습니다. - 이 ETF의 수익률은 보수 또는 비용 등 이 ETF의 순자산가치에 부의 영향을 미치는 다양한 이유로 인하여 기초지수 수익률과 괴리(추적오차)가 발생할 수 있습니다. - 개인투자자는 보유 ETF를 거래소에서 매도하는 방법으로만 현금화가 가능하므로 보유수익증권을 판매회사 또는 지정참가회사에 환매 신청할 수 없으며, 거래소의 거래 상황에 따라 동 ETF의 순자산가치와 거래가격이 다르게 형성될 수 있습니다. - 상품에 대한 자세한 내용은 집합투자업자 인터넷홈페이지(http://www.tigeretf.com) 또는 금융감독원 전자공시시스템의 투자설명서를 통해 확인하시기 바랍니다."
