항목,내용
한글명,TIGER 인버스
영문명,TIGER200 Inverse
표준코드,KR7123310005
종목코드,123310
상장일,2010-03-29
펀드형태,수익증권형
기초지수명,코스피 200 선물인버스 지수
추적배수,1X 인버스 (-1)
자산운용사,미래에셋자산운용(주)
지정참가회사(AP),"미래에셋증권, 대우증권, 크레디트스위스증권 서울지점"
총보수(%),0.022
회계기간,매년 1월 1일부터 12월 31일까지
과세유형,배당소득세(보유기간과세)
분배금 지급일,회계기간 종료일(종료일이 영업일이 아닌 경우 그 직전 영업일)
홈페이지,http://www.tigeretf.com
http://www.tigeretf.com,http://www.tigeretf.com
기초 시장,(국내) (코스피) (-)
기초 자산,(주식) (시장대표) / (-) (-) / (-)
기본 정보,"1좌당 순자산가치의 일간변동률을 기초지수인 F-KOSPI200 지수 일간변동률의 음의 1배수로 연동하는 것을 목표로 합니다. 따라서, 투자자는 TIGER 인버스 ETF에 투자함으로써 일간수익률 기준 F-KOSPI200 지수 반대방향의 수익률을 기대할 수 있습니다. (”일간”, “하루”란 전날 장 마감 시점과 다음날 장 마감 시점을 기준으로 합니다.) 한국거래소가 산출하는 F-KOSPI200 지수는 선물시장에 상장된 KOSPI200 지수선물 최근월물 종목가격에 연동하는 지수로서, F-KOSPI 지수에 포함된 KOSPI200 주가지수선물의 최근월물 등 장내파생상품 및 현금성 자산 및 채권 등으로 포트폴리오 구성하며 자산총액의 20% 한도 내에서 증권 차입매도 방법을 사용합니다."
투자유의사항,"인버스 ETF의 순자산가치가 기초지수인 KOSPI200 일간변동률의 -1배로 연동되도록 설계되어 있기 때문에 2일 이상의 기간에는 일별수익률의 복리화 효과(Compounding effect on a daily basis)의 결과로 기초지수의 -1배 수익률과 레버리지 ETF의 누적수익률간 불일치가 발생합니다. TIGER 인버스는 하루보다 짧거나 긴 기간동안 F-KOSPI200 지수의 역의 수익률을 추종하도록 설계/운용되지 않습니다. 그러므로 하루보다 짧거나 긴 기간동안 TIGER 인버스의 투자성과는 F-KOSPI200 지수 수익률의 음의 1배와 괴리가 발생할 수 있습니다. 이 ETF는 주가지수선물매도와 같이 변동성이 큰 자산에 주로 투자하며, 운용성과는 하루동안의 F-KOSPI200지수의 -1배와 연계되어 있습니다. 따라서, 일간수익률의 의미를 이해하고, 일간보다 길거나 짧은 기간 동안은 이 ETF의 투자성과와 F-KOSPI200 지수 수익률의 음의 1배 사이에 괴리가 발생할 수 있음을 인지하면서 시장변동성, 주식시장의 속성 등을 충분히 이해할 수 있는 투자자에게만 적합합니다. 투자대상자산으로 장외파생상품이 이용될 경우, 거래상대방의 부도 등으로 인한 Default Risk에 노출될 수 있으므로 투자시 유의하시기 바랍니다. 한국거래소에서는 인버스 ETF의 운용성과를 쉽게 확인할 수 있는 투자참고지표로 일별 복리화 효과가 반영된 KOSPI200 인버스 지수를 산출 발표하고 있으니 투자에 참고하시기 바랍니다. 상품에 대한 자세한 내용은 자산운용사 홈페이지(http://www.tigeretf.com) 또는 금융감독원 전자공시시스템의 투자설명서를 통해 확인하시기 바랍니다."
