항목,내용
한글명,TIGER 원유선물Enhanced(H)
영문명,TIGER WTI Futures
표준코드,KR7130680002
종목코드,130680
상장일,2010-08-02
펀드형태,수익증권형
기초지수명,S&P GSCI Crude Oil Enhanced Index ER
추적배수,일반 (1)
자산운용사,미래에셋자산운용(주)
지정참가회사(AP),"미래에셋증권(주), 한국투자증권(주)"
총보수(%),0.69
회계기간,매년 1월 1일부터 12월 31일까지
과세유형,배당소득세(보유기간과세)
분배금 지급일,회계기간 종료일(종료일이 영업일이 아닌 경우 그 직전 영업일)
홈페이지,http://www.tigeretf.com
http://www.tigeretf.com,http://www.tigeretf.com
기초 시장,(해외) (-) (-)
기초 자산,(원자재) (에너지) / (-) (원유) / (-)
기본 정보,"1좌당 순자산가치의 변동률을 기초지수인 S&P GSCI Crude Oil Enhanced Index Excess Return 지수의 변동률과 유사하도록 투자신탁재산을 운용하는 것을 목표로 합니다. 스탠다드앤푸어스(Standard & Poor's)가 산출하는 S&P GSCI® Crude Oil Enhanced Index Excess Return지수는 미국 뉴욕상품거래소(NYMEX)에 상장되어 거래되는 WTI원유 선물가격의 움직임을 나타내는 지수로서, 선물투자시 발생하는 롤오버비용(Rollover Cost)을 반영하여 산출되는 지수입니다. 환헤지 전략을 통해 투자신탁재산 중 외화자산의 90%를 환헤지하는 효과를 이루게 하고 있습니다. 기초지수 추종을 위하여 지수를 구성하는 종목 전체를 편입하는 완전복제전략을 원칙으로 하되, 필요시 최적화 기법을 적용하여 일부종목만 편입하는 부분복제전략을 사용합니다."
투자유의사항,"이 투자신탁은 투자대상이 ""원유현물""이 아니라 원유를 기초자산으로 하는""파생상품(선물)""이기 때문에 원유의 ""현물가격""과 정확하게 연동하지 않습니다. 이러한 가격차이는 시장상황 등에 따라 크게 확대될 수도 있습니다. 따라서, 이 상품에 투자하는 투자자는 실제 WTI원유현물가격이 아닌 원유 ""선물가격""에 연동하는 것을 목적으로 하는 상품에 투자한다는 사실을 유념하셔야 합니다. 만기가 있는 선물(Futures)에 투자함에 따라 차월물로 재투자하는 Roll over가 실시되며 Roll over시 보유월물과 편입대상원물간 가격 차이에 따라 Roll over 이익 또는 손해가 발생하여 현물가격의 흐름과 차이가 나타날 수 있습니다. 특히 원월물의 가격이 비싼 콘탱고 상태에서는 가격이 낮은 보유월물을 매도하고 가격이 높은 원월물을 편입하기 때문에 현물상품 대비 선물상품의 수익률이 악화될 수 있습니다. 자세한 Roll over 방식은 ETF 운용사 또는 지수산출기관 홈페이지를 통해 확인하시기 바랍니다. 포트폴리오 구성방안에서도 알 수 있듯이 이 투자신탁은 외화자산(증거금, 선물자산, 손익 등) 부분에 대해 환헤지를 실행합니다. 그러나 환헤지 전략의 수행에도 불구하고, 급격한 환율변동에 따라 외환 손실이 발생할 수 있습니다. 상품에 대한 자세한 내용은 자산운용사 홈페이지(http://www.tigeretf.com) 또는 금융감독원 전자공시시스템의 투자설명서를 통해 확인하시기 바랍니다."
