항목,내용
한글명,DAISHIN343 K200
영문명,DAISHIN343 K200
표준코드,KR7434960001
종목코드,434960
상장일,2022-06-28
펀드형태,수익증권형
기초지수명,코스피 200
추적배수,일반 (1)
자산운용사,대신자산운용(주)
지정참가회사(AP),"신한금융투자, 키움증권, DB금융투자, BNK투자증권, NH투자증권"
총보수(%),0.1
회계기간,"투자신탁의 최초설정일부터 당해년도 12 월 31 일까지로 하며, 이후의 회계기간은 그 익일로부터 매년 12 월 31 일까지로 한다."
과세유형,비과세
분배금 지급일,"1월, 4월, 7월, 10월 마지막영업일 및 회계기간 종료일(다만, 회계기간 종료일이 영업일이 아닌 경우 그 직전 영업일)"
홈페이지,asset.daishin.com
asset.daishin.com,asset.daishin.com
기초 시장,(국내) (코스피) (-)
기초 자산,(주식) (시장대표) / (-) (-) / (-)
기본 정보,"이 집합투자기구는 한국거래소가 발표하는 “KOSPI200지수”를 기초지수로 하는 상장지수투자신탁으로서, 투자목적 달성을 위해서 국내 거래소에 상장된 “한국종합주가지수200(KOSPI200)”을 구성하고 있는 종목에 투자신탁 자산총액의 60% 이상을 투자합니다. KOSPI200지수”에 포함된 주식을 해당 비율만큼 편입하는 완전복제방법으로 포트폴리오를 구성할 예정입니다. 다만, 추적대상지수의 구성종목중에서 부도 리스크, 유동성 등을 감안하여 투자가능대상 종목을 선별하고, 당해 투자가능 대상종목 중에서 추적오차를 감안하여 최종 투자대상 종목을 구성하는 방식을 사용할 수도 있습니다. 또한 추적대상지수의 구성종목에 변경이 있을 경우에는 추적대상지수에 포함되지 않은 종목에 투자할 수도 있습니다. 완전복제를 하지 못하는 경우에도 추적대상 지수의 수익률과 유사한 수익률 달성이라는 본래의 목적에는 변함이 없으며, 베타, 사이즈, 업종 등의 종목 특성을 고려해 추적오차를 최소화할 계획입니다. 또한, 집합투자업자가 추적오차 최소화 등을 위하여 필요하다고 판단하는 경우 주식관련 파생상품에의 투자, 투자증권의 대여 등을 동 투자신탁의 신탁계약서에서 정하는 범위 내에서 실행할 수 있습니다."
투자유의사항,"집합투자증권은 예금자보호법에 따라 예금보험공사가 보호하지 않는 실적배당상품이며, 집합투자기구 재산의 60%이상을 국내 주식에 주로 투자하여 주식의 상대적으로 높은 변동성에 따른 주식가격 변동위험, 추적대상지수와 동일한 수익률을 실현함을 그 투자목적으로 하고 있으나, 투자신탁 보수나 매매수수료등 관련 비용의 지출 등으로 인하여 추적대상지수와 동일한 수익률이 실현되지 아니할 가능성이 있는 추적오차 발생위험 등이 있으므로 투자에 신중을 기하여 주시기 바랍니다."
