항목,내용
한글명,TIGER 미국30년국채커버드콜액티브(H)
영문명,TIGER 30Y UST COVERED CALL ACTIVE(H)
표준코드,KR7476550009
종목코드,476550
상장일,2024-02-27
펀드형태,수익증권형
기초지수명,KEDI 미국채30년 위클리 커버드콜30 지수(Total Return)
추적배수,일반 (1)
자산운용사,미래에셋자산운용(주)
지정참가회사(AP),"미래에셋증권, 삼성증권, 메리츠증권, 키움증권"
총보수(%),0.39
회계기간,"매년 1월 1일부터 12월 31일까지. 단, 최초 회계기간은 최초설정일로부터 당해연도 12월 31일까지"
과세유형,배당소득세(보유기간과세)
분배금 지급일,매월 마지막 영업일
홈페이지,http://www.tigeretf.com
http://www.tigeretf.com,http://www.tigeretf.com
기초 시장,(해외) (북미) (미국)
기초 자산,(채권) (국공채) / (-) (장기) / (-)
기본 정보,- 이 투자신탁은 액티브 ETF로 비교지수인 “KEDI US Treasury 30Y Weekly Covered Call 30 지수” 수익률을 초과하도록 운용하는 것을 목표로 합니다. 투자목표 달성을 위해 미국 국채 수익률을 추종하는 ETF에 주로 투자합니다. ETF를 편입함과 동시에 ETF 포트폴리오 명목금액의 30% 비중에 해당하는 수량의 옵션을 매도합니다. (커버드콜 전략) - “KEDI US Treasury 30Y Weekly Covered Call 30 지수”는 만기 20년 이상의 미국채 수익률을 추종하는 ETF를 기초자산으로 하는 콜옵션을 매도(30%)하고 콜옵션 기초자산의 수익률과의 추적오차가 최소화되는 ETF 포트폴리오를 매수(100%)하는 지수입니다.
투자유의사항,"- 이 집합투자기구는 기초지수 수익률 추종을 목표로 하여 운용되는 ETF가 아니라 비교지수 대비 초과성과를 목표로 하여 운용되는 액티브 ETF임에 유의하시기 바랍니다. - 이 ETF의 수익률은 보수 또는 비용 등 이 ETF의 순자산가치에 부의 영향을 미치는 다양한 이유로 인하여 기초지수 수익률과 괴리(추적오차)가 발생할 수 있습니다 - 개인투자자는 보유 ETF를 거래소에서 매도하는 방법으로만 현금화가 가능하므로 보유수익증권을 판매회사 또는 지정참가회사에 환매 신청할 수 없으며, 거래소의 거래 상황에 따라 동 ETF의 순자산가치와 거래가격이 다르게 형성될 수 있습니다. - 상품에 대한 자세한 내용은 집합투자업자 인터넷 홈페이지(http://www.tigeretf.com) 또는 금융감독원 전자공시시스템의 투자설명서를 통해 확인하시기 바랍니다."
