항목,내용
한글명,RISE KIS국고채30년Enhanced
영문명,RISE 30Y T-Bond Enhanced ETF
표준코드,KR7385560008
종목코드,385560
상장일,2021-05-26
펀드형태,수익증권형
기초지수명,KIS 국고채30년Enhanced지수(시장가격지수)
추적배수,일반 (1)
자산운용사,케이비자산운용(주)
지정참가회사(AP),"키움증권, 미래에셋증권, KB증권"
총보수(%),0.05
회계기간,"지수구성종목의 이자지급일 전영업일(다만, 이자지급일이 영업일이 아닌 경우 실제 이자수령일을 이자지급일로 함)"
과세유형,배당소득세(보유기간과세)
분배금 지급일,지급기준일 익영업일로부터 제 7영업일 이내
홈페이지,http://www.kbstaretf.com
http://www.kbstaretf.com,http://www.kbstaretf.com
기초 시장,(국내) (주식외) (-)
기초 자산,(채권) (국공채) / (-) (장기) / (-)
기본 정보,"이 투자신탁은 KIS채권평가(주)가 산출 및 발표하는 “KIS 국고채30년Enhanced 지수”를 기초지수로 하여 1좌당 순자산가치의 변동률을 기초지수의 변동률과 유사하도록 투자신탁재산을 운용하는 것을 목적으로 상장지수집합투자기구입니다. KIS 국고채30년Enhanced 지수(시장가격지수)는 국고채권 30년물 3종목에 대해 전체의 30% 규모로 현금 차입(RP매도) 후, 차입비용 차감 및 차입 자금을 이용한 동일 바스켓 추가 매수(국고채권 30년물 3종목 액면금액 차등 비중)한 수익률을 산출한 지수입니다. ETF의 설정단위는 10,000좌이며, 현물설정 방식을 병행하여 이루어집니다. 한국거래소를 통하여 매매하는 경우에는 1주 단위로 거래할 수 있습니다."
투자유의사항,"채권에 대부분 투자함으로써 증권의 가격변동, 이자율 등 기타 거시경제지표의 변화에 따른 위험에 노출됩니다. 기초지수와 동일한 수익률을 실현함을 목적으로 하고 있으나, 비용의 지출 등의 이유로 기초지수와 동일한 수익률이 실현되지 아니할 가능성이 있습니다. 관련 규정에서 정하는 한도를 초과하여 추적오차가 발생하고 이것이 일정기간 이상 지속되는 경우, 기초지수를 산정할 수 없거나 이용할 수 없게 되는 경우, 기타 유가증권시장 상장규정 제 116조 상장폐지 기준에 해당하거나 공익과 투자자 보호를 위하여 증권시장이 이 투자신탁의 수익증권 폐지가 필요하다고 인정하는 경우 상장이 폐지될 수 있습니다. 상품에 대한 자세한 내용은 자산운용사 홈페이지(http://www.kstaretf.com) 또는 금융감독원 전자공시시스템의 투자설명서를 통해 확인하시기 바랍니다."
