항목,내용
한글명,ACE 미국30년국채선물레버리지(합성 H)
영문명,ACE U.S. Ultra T-Bond Futures 2X(Syn H)
표준코드,KR7452250004
종목코드,452250
상장일,2023-02-07
펀드형태,수익증권형
기초지수명,S&P Ultra T-Bond Futures 2x Leveraged Index (Excess Return)
추적배수,2X 레버리지 (2)
자산운용사,한국투자신탁운용
지정참가회사(AP),"KB증권, 키움증권"
총보수(%),0.25
회계기간,"매년 1월 1일부터 12월 31일까지. 단, 최초 회계기간은 최초설정일로부터 당해연도 12월 31일까지"
과세유형,배당소득세(보유기간과세)
분배금 지급일,"회계기간 종료일(다만, 회계기간 종료일이 영업일이 아닌 경우 그 직전 영업일)"
홈페이지,https://www.aceetf.co.kr/
https://www.aceetf.co.kr/,https://www.aceetf.co.kr/
기초 시장,(해외) (북미) (미국)
기초 자산,(채권) (국공채) / (-) (장기) / (-)
기본 정보,"이 투자신탁은 S&P Dow Jones Indices LLC가 발표하는 “S&P Ultra U.S. T-Bond Index (Excess Return)”의 일간수익률의 양(+)의 2배수에 연동하여 운용하는 것을 목표로 이 투자신탁 수익증권 1좌당 순자산가치의 변동률을 지수의 일간변동률의 양(+)의 2배수와 유사하도록 투자신탁재산을 운용함을 그 목적으로 합니다. 이를 위하여 S&P Ultra T-Bond Futures Excess Return Index의 일간수익률 양(+)의 2배 성과를 제공하는 장외파생상품에 주로 투자합니다. 본 투자신탁은 환헤지형 상품으로, 상대국의 환율 변동 노출을 최소화하는 환헷지 전략을 실시합니다."
투자유의사항,"본 투자신탁은 S&P Ultra T-Bond Futures Excess Return Index의 일간변동률의 양(+)의 2배수를 연동하여 투자신탁 재산을 운용함을 목적으로 합니다. 여기에서의 “일간”이란, 이 ETF의 기초자산이 거래되는 거래소의 전날 장 마감시점과 다음날 장 마감시점을 기준으로 합니다. 그러므로 이 ETF를 하루 이상 보유할 경우, 투자자의 투자결과는 매일매일의 수익률을 누적하여 결정되는데, 이 결과는 해당기간 동안의 기초지수 수익률을 단순히 2배한 것과는 같을 수 없으며, 시장의 변동성이 클 경우 그 차이는 더욱 커지는 경향이 있습니다. 본 투자신탁이 연동하는 기초지수인 S&P Ultra T-Bond Futures Excess Return Index는 지수를 구성하고 있는 채권 선물의 가격 변화에 선물 만기 시 발생하는 만기이월효과(Rollover Effect)를 반영하여 산출하는 지수입니다. 따라서 월 선물과의 가격차이에서 발생하는 양(+)의 효과와 음(-)의 효과가 반영되어 산출되는 즉, 최근월물에서 차근월물로 오버(Rollover)되면서 발생하는 효과가 포함됩니다. · 상품에 대한 자세한 내용은 자산운용사 홈페이지(http://www.aceetf.co.kr) 또는 금융감독원 전자공시시스템의 투자설명서를 통해 확인하시기 바랍니다."
