항목,내용
한글명,TIMEFOLIO 미국S&P500액티브
영문명,TIMEFOLIO US S&P500 Active
표준코드,KR7426020004
종목코드,426020
상장일,2022-05-11
펀드형태,수익증권형
기초지수명,S&P 500
추적배수,일반 (1)
자산운용사,(주)타임폴리오자산운용
지정참가회사(AP),"키움증권, 메리츠증권, 미래에셋증권, 신한금융투자, 한국투자증권, NH투자증권"
총보수(%),0.8
회계기간,"최초설정일부터 해당년도 12월 31일까지로 하고, 이후에는 매년 1월 1일부터 12월 31일까지로 한다."
과세유형,배당소득세(보유기간과세)
분배금 지급일,"1, 4, 7, 10월의 마지막 영업일 및 회계기간 종료일"
홈페이지,http://www.timefolio.co.kr
http://www.timefolio.co.kr,http://www.timefolio.co.kr
기초 시장,(해외) (북미) (미국)
기초 자산,(주식) (시장대표) / (-) (-) / (-)
기본 정보,"- 이 투자신탁은 액티브상장지수펀드로 S&P Dow Jones Indices  에서 산출, 발표하는 S&P500 Index(PR: Price Return)(원화환  산) 지수를 비교지수로 하여 비교 지수 대비 초과 성과를 창출  하는 것을 목표로 하는 액티브 ETF 입니다. - 이를 위해, 비교지수의 성과를 추종하는 포트폴리오와 타임  폴리오자산운용의 주식운용역량이 발휘되는 포트폴리오를 배합  하되, 상관계수 조건의 충족을 위한 사전적 사후적 관리를 진행할 것입니다. - 비교지수의 성과를 추종하는 포트폴리오는 S&P500 Index를  기초지수로 하는 ETF, S&P500 Index 추종 주식 포트폴리오 등  의 배합으로 구성할 계획 입니다. 타임폴리오자산운용의 주식운용역량이 발휘되는 포트폴리오는 당사 주식운용본부 멀티매니저 포트폴리오가 갖고 있는 섹터, 테마 및 종목에 대한 특성을 체계적으로 반영하여 구성할 계획입니다. 상기 두 종류의 포트폴리오는 50:50의 배합비율을 기준으로 상관계수의 추이를 감안하여 조정할 계획입니다."
