항목,내용
한글명,KOSEF 미국S&P500(H)
영문명,KOSEF S&P500(H)
표준코드,KR7449780006
종목코드,449780
상장일,2022-12-20
펀드형태,수익증권형
기초지수명,S&P 500
추적배수,일반 (1)
자산운용사,키움투자자산운용(주)
지정참가회사(AP),"키움증권, 신한투자증권, KB증권, NH투자증권"
총보수(%),0.04
회계기간,"매년 1월 1일부터 12월 31일까지. 단, 최초 회계기간은 최초설정일로부터 당해연도 12월 31일까지"
과세유형,배당소득세(보유기간과세)
분배금 지급일,"1월, 4월, 7월, 10월 마지막 영업일 및 회계기간 종료일(다만, 회계기간 종료일이 영업일이 아닌 경우 그 직전 영업일)"
홈페이지,www.kosef.co.kr
www.kosef.co.kr,www.kosef.co.kr
기초 시장,(해외) (북미) (미국)
기초 자산,(주식) (시장대표) / (-) (-) / (-)
기본 정보,"1. 이 투자신탁은 해외 주식을 법 시행령 제94조제2항제4호에서 규정하는 주된 투자대상자산으로 하며, “S&P 500 지수”를 기초지수로 하여 1좌당 순자산가치의 변동률을 기초지수의 변동률과 유사하도록 투자신탁재산을 운용하는 것을 목적으로 합니다. 2. 이 투자신탁은 “S&P 500 지수”를 기초지수로 하는 상장지수투자신탁으로 해당 지수를 구성하는 종목 전체를 실물로 편입하는 완전복제 전략을 원칙으로 하여 운용할 계획입니다. 다만, 집합투자업자가 추적오차 최소화 및 원활한 설정환매를 위하여 필요하다고 판단하는 경우에는 기초지수 관련 파생상품 및 상장집합투자증권 등에 일부 투자할 수 있습니다. 3. 이 투자신탁은 순자산평가액의 최소 70%에서 최대 100% 수준까지 선물환 또는 통화선물 등을 활용하여 외화자산(USD)에 대해 환헤지 전략을 수행할 예정입니다. 다만, 급격한 주가 및 환율의 변동·환헤지 수단의 부재 또는 유동성 부족 및 대량 설정·환매 등의 다양한 변수로 인해 환헤지 전략이 원활히 수행되지 않을 수 있으며, 이로 인해 투자신탁재산 일부 또는 전부가 환위험에 노출될 수 있습니다."
투자유의사항,"1. 이 ETF의 수익률은 보수 또는 비용 등 이 ETF의 순자산가치에 부의 영향을 미치는 다양한 이유로 인하여 기초지수 수익률과 괴리(추적오차)가 발생할 수 있습니다. 2. 개인투자자는 보유 ETF를 거래소에서 매도하는 방법으로만 현금화가 가능하므로 보유수익증권을 판매회사 또는 지정참가회사에 환매 신청할 수 없으며, 거래소의 거래 상황에 따라 동 ETF의 순자산가치와 거래가격이 다르게 형성될 수 있습니다."
