항목,내용
한글명,SOL 26-12 회사채(AA-이상)액티브
영문명,SOL 26-12 Credit Bond Active
표준코드,KR7488980004
종목코드,488980
상장일,2024-10-08
펀드형태,수익증권형
기초지수명,"KAP 26-12 크레딧 채권지수(AA-이상, 총수익)"
추적배수,일반 (1)
자산운용사,신한자산운용 주식회사
지정참가회사(AP),"미래에셋증권, 메리츠증권, 신한투자증권, 키움증권, 한국투자증권, NH투자증권, SK증권"
총보수(%),0.05
회계기간,"매년 1월 1일부터 12월 31일까지. 단, 최초 회계기간은 최초설정일로부터 당해연도 12월 31일까지"
과세유형,배당소득세(보유기간과세)
분배금 지급일,"회계기간 종료일(다만, 회계기간 종료일이 영업일이 아닌 경우 그 직전 영업일)"
홈페이지,http://www.soletf.com
http://www.soletf.com,http://www.soletf.com
기초 시장,(국내) (주식외) (-)
기초 자산,(채권) (혼합) / (-) (단기) / (-)
기본 정보,"이 투자신탁은 법 시행령 제 92조 2항제 4호에서 규정하는 주된 투자대상자산으로 하며 KAP(한국자산평가)가 산출하는 ‘KAP 26-12 크레딧 채권지수(AA-이상, 총수익)’를 비교지수로 하여 투자신탁 순자산가치의 변화를 비교지수 대비 초과하는 것을 목표로 하는 액티브 상품입니다. 비교지수는 지수 기준시점인 2023 년 12 월 31 일 이전에 발행되고 만기가 2026년 10월~12월에 도래하는 특수채(공사채), 금융채(은행채, 여전채), 회사채를 유니버스로 하고, 신용등급 AA-이상, 발행잔액 500억이상의 종목으로 구성된 지수입니다. 해당상품의 경우 편입하는 채권을 만기시점까지 보유하는 운용전략을 통하여 채권의 듀레이션에 따른 시장가격변동에 대한 리스크를 배제하고 만기시점까지의 이자수익을 추구함으로써 일반 채권형 ETF상품 대비 상대적으로 안정성을 추구하는 상품입니다. 해당상품의 포트폴리오는 신용등급 AA-이상의 특수채(공사채), 금융채(은행채, 여전채), 회사채로 중심으로 구성되어 있으며 AA-이상의 신용등급 채권(만기 2년 수준)에 투자함으로써 상대적으로 신용도는 높고, 단기로 투자하는 상품입니다. 채권에 직접 투자하는 경우 대부분 고액의 금액으로 투자해야하나, 해당 ETF투자의 경우 1주당 50,000원(최초 설정시점 기준)으로 투자를 할 수 있기 때문에 채권에 대한 소액투자의 기회를 제공할 수 있을 것으로 판단됩니다. 존속기한이 있는 채권형ETF인 해당상품은 금리상승에 따른 채권투자의 시장리스크에서 벗어나 예금과 비슷한 구조의 상품을 투자자에게 제공할 수 있다고 판단됨에 따라 최근 불안한 금융시장에서 투자의 대안이 될 것으로 예상됩니다. 해당 상품은 존속기한이 있는 채권형 ETF상품으로 당사의“SOL 24-06국고채액티브” 이후 네번째 존속기한 채권형 상품이며, 당사는 지속적으로 유사 ETF 라인업을 확대할 계획힙니다. 해당 ETF투자의 경우 1주당 50,000원(최초 설정시점 기준)으로 투자를 할 수 있습니다. 설정단위는 2,000좌이며, 현물설정 방식으로 이루어집니다. 한국거래소를 통하여 매매하는 경우에는 1주 단위로 거래할 수 있습니다."
