항목,내용
한글명,HANARO 200선물인버스
영문명,HANARO 200F Inverse
표준코드,KR7306520008
종목코드,306520
상장일,2018-09-18
펀드형태,수익증권형
기초지수명,코스피 200 선물인버스 지수
추적배수,1X 인버스 (-1)
자산운용사,엔에이치아문디자산운용(주)
지정참가회사(AP),"신한금융투자, 메리츠종합금융증권, 미래에셋대우, 하이투자증권, NH투자증권"
총보수(%),0.45
회계기간,"매년 1월 1일부터 12월 31일까지. 단, 최초 회계기간은 최초설정일로부터 당해연도 12월 31일까지"
과세유형,배당소득세(보유기간과세)
분배금 지급일,"회계기간종료일(다만, 회계기간 종료일이 영업일이 아닌 경우 그 직전 영업일)"
홈페이지,http://www.nh-amundi.com
http://www.nh-amundi.com,http://www.nh-amundi.com
기초 시장,(국내) (코스피) (-)
기초 자산,(주식) (시장대표) / (-) (-) / (-)
기본 정보,"이 ETF는 국내 주식관련 장내파생상품을 주된 투자대상자산으로 하며, 코스피 200 선물지수를 기초지수로 하여 1좌당 순자산가치의 일간변동률을 기초지수 일간변동률의 음(-)의 1배수로 연동하여 투자신탁재산을 운용함을 목적으로 합니다. 한국거래소가 발표하는 코스피 200 선물지수는 선물시장에 상장된 코스피 200 지수선물 최근월종목의 가격과 연동하는 지수입니다."
투자유의사항,"이 ETF는 운용실적에 따라 손익이 결정되는 실적배당상품으로 예금자보호법에 따라 보호되지 아니하며, 원본이 보장되지 않습니다. 따라서, 투자원본의 전부 또는 일부 손실 위험이 존재하며 투자금액의 손실내지 감소의 위험은 전적으로 투자자가 부담합니다. 집합투자업자, 판매회사 등 어떠한 당사자도 투자손실에 대하여 책임을지지 아니합니다. 이 ETF는 코스피 200 선물지수 일간수익률의 음(-)의 1배 수익률을 추구합니다. 따라서 이 ETF를 하루 이상 보유할 경우 일별수익률의 복리효과에 따라 기초지수 수익률의 구간 성과를 -1배한 것과 ETF의 누적수익률은 같을 수 없습니다. 또한, 이 ETF를 하루 이상 보유할 경우 시장이 방향성과 무관하게 투자 손실의 가능성이 있습니다. 이 ETF의 수익률은 보수 또는 비용 등 이 ETF의 순자산가치에 부의 영향을 미치는 다양한 이유로 인하여 기초지수 수익률과 괴리(추적오차)가 발생할 수 있습니다. 개인투자자는 보유 ETF를 거래소에서 매도하는 방법으로만 현금화가 가능하므로 보유수익증권을 판매회사 또는 지정참가회사에 환매 신청할 수 없으며, 거래소의 거래 상황에 따라 동 ETF의 순자산가치와 거래가격이 다르게 형성될 수 있습니다. 상품에 대한 자세한 내용은 집합투자업자 인터넷 홈페이지(http://www.nh-amundi.com) 또는 금융감독원 전자공시시스템의 투자설명서를 통해 확인하시기 바랍니다."
