항목,내용
한글명,SOL AI반도체소부장
영문명,SOL Semiconductor Materials & Equipment
표준코드,KR7455850008
종목코드,455850
상장일,2023-04-25
펀드형태,수익증권형
기초지수명,FnGuide AI 반도체 소부장 지수
추적배수,일반 (1)
자산운용사,신한자산운용 주식회사
지정참가회사(AP),"유진투자증권, 한국투자증권, 신한투자증권, 키움증권"
총보수(%),0.45
회계기간,"매년 1월 1일부터 12월 31일까지. 단, 최초 회계기간은 최초설정일로부터 당해연도 12월 31일까지"
과세유형,비과세
분배금 지급일,"1월, 4월, 7월, 10월 마지막 영업일 및 회계기간 종료일(다만, 회계기간 종료일이 영업일이 아닌 경우 그 직전 영업일)"
홈페이지,www.soletf.com
www.soletf.com,www.soletf.com
기초 시장,(국내) (코스피+코스닥) (-)
기초 자산,(주식) (업종섹터) / (-) (업종테마) / (-)
기본 정보,"이 투자신탁은 법 시행령 제 92조 2항제 4호에서 규정하는 주된 투자대상자산으로 하며 FnGuide가 산출하는‘FnGuide 반도체 소부장 지수(PR)’로 국내 주식 시장에 상장되어 있는 반도체 관련 소재, 부품, 장비 기업을 주요 구성종목으로 하고 있습니다. 기초지수는 유가증권시장, 코스닥 시장에 상장되어 있는 종목 중 기초 필터링 (시가총액 규모 1,000억원 이상, 일평균 거래대금 10억원 이상)을 통과한 기업 중 FICS (FnGuide Industry Classification Standard) Industry Group 기준 하드웨어, 소재, 반도체, 디스플레이의 섹터 조건을 만족한 종목들을 기반으로 키워드 유사도를 산출한 지수로 세부적으로 반도체 소부장, 반도체 소재, 반도체 부품, 반도체 장비, 이외 이와 관련한 유의어를 산출하여 기업들의 공시, 애널리스트의 리포트를 토대로 유사도 스코어를 산출하여 최종적으로 20개 종목을 선별합니다. 출시 배경으로 한국 반도체 산업은 생산, 수출, 투자 등 한국 경제 성장을 견인하고 있는 대표 산업으로 대한민국 전체 수출 중 19.4%, 설비투자의 45%를 차지하고 있습니다(자료: 통계청, 한국무역협회). 투자 측면에서도 국내 ETF 시장에 15개의 반도체 ETF가 상장되어 있어, 산업/테마 측면에서 가장 많은 ETF의 제공되고 있습니다. 다만, 해당 ETF는 현재의 반도체 Cycle을 고려하여 반도체와 관련된 투자를 보다 세분화하기를 원하는 투자자들의 니즈를 충족시키고자 고안한 상품입니다. 당사가 생각한 세분화 방법은 반도체 투자의 이원화로 반도체 기업에 투자하는 방법을 반도체 완성품 생산 기업과 반도체 공정 과정에서 필수적으로 필요한 소재/부품/장비 기업으로 이원화하는 것입니다. 시장에는 반도체 관련 다수의 ETF가 상장되어 있지만 국내 반도체 기업들을 추종하는 ETF들을 살펴보면 대다수의 ETF들이 반도체 생산기업(삼성전자, SK하이닉스 등과 같은 반도체 완성업체들)들에 지수의 비중이 치중되어 있음을 확인했습니다. 삼성전자와 SK하이닉스와 같은 반도체 생산기업의 경우 주가와 시가총액 비중이 큰 영향이 이를 야기한 것으로 보이는데, 이러한 점은 그간 반도체 ETF들이 반도체 소부장 관련 기업 주식들의 흐름을 뚜렷하게 추정하지 못했다는 한계점이 있었던 것으로 파악됩니다. 당사의 상품은 국내시장에는 없었던 유형으로 반도체 완성업체를 배제하고 반도체 Cycle상의 소재와 부품, 장비 업체만을 추종하고 있다는 차별점을 가지고 있습니다. 반도체 소부장에 대한 투자 기회를 보다 수월하게 제공할 수 있을 것으로 판단되며, 반도체 투자의 이원화를 원하고자 하는 투자자들에게 보다 다양한 선택권을 줄 수 있다는 입장에서 당사만의 ETF상품 포지션으로 구축하고자 합니다. 해당 ETF투자의 경우 1주당 10,000원(최초 설정시점 기준)으로 투자를 할 수 있습니다. 설정단위는 50,000좌이며, 현물설정 방식으로 이루어집니다. 한국거래소를 통하여 매매하는 경우에는 1주 단위로 거래할 수 있습니다."
투자유의사항,"이 투자신탁은 투자 원리금 전랙이 보장 또는 보호되지 않습니다. 따라서 투자원본의 전부 또는 일부에 대한 손실의 위험이 존재하며, 투자의 결정과 투자금액의 손실 내지 감소의 위험은 전적으로 투자자가 부담하며, 집합투자업자나 판매회사 등 어떤 당사자도 투자의 결정 및 투자손실에 대하여 책임을 지지 아니합니다. 또한, 이 투자신탁은 예금자보호법의 적용을 받는 은행예금과 달리 은행 등에서 매입한 경우에도 예금자 보호를 받지 못합니다. 이 투자신탁은 증권시장 전체의 가격하락 또는 이자율 변동 등 거시경제지표의 변화에 따라 투자신탁 재산의 가치하락 위험에 노출됩니다. 경제성장률, 환율, 금리변동 등의 요인들은 시장 전체에 영향을 끼쳐 개별 투자자산들의 등락을 초래하며 이는 투자신탁 재산의 가치를 변화시킬 수 있습니다. 또한 투자신탁재산의 가치는 투자대상 종목 발행회사의 영업환경, 재무상황 및 신용상태의 악화에 따라 급격히 변동될 수 있습니다. 이 투자자산은 기초지수와 동일한 수익률을 실현함을 투자목적으로 하고 있으나, 투자신탁 보수, 지수사용료, 매매수수료 등 관련 비용의 지출 등으로 인하여 기초지수의 변동률과 동일한 수익률이 실현되지 아니할 가능성이 있습니다. 따라서 이 투자신탁의 수익률과 추적대상지수의 수익률이 동일하지 못하거나 유사할 것을 전재로 하는 투자자는 당해 추적오차로 인하여 예상지못한 손실을 실현할 수 도 있습니다. 이 투자신탁은 일부 산업에 속하는 증권에 선별적으로 집중 투자합니다. 이에 따라 다양한 종목으로 구성된 기타 시장의 성과와는 크게 다를 수 있으며, 일반적으로 시장 전체에 투자하는 투자신탁보다 더 높은 위험을 부담할 수 있습니다. 이 투자신탁의 기초지수는 사업보고서 등 문서에서 지수산출업자가 선정한 테마 관련 키워드를 바탕으로 관련도가 높은 종목을 선정합니다. 그러므로 실제 해당 테마사업을 영위하고 기업 및 개별 기업의 시장점유율, 매출 등 실적과는 괴리가 발생할 수 있습니다. 유가증권 상장규정에 따라 이 투자신탁 1좌당 순자산가치의 일간변동률과 이 투자신탁의 추적대상지수의 일간변동률의 상관계수가 일정수준 미만으로 3개월간 지속되는 경우, 유동성공급계약을 체결한 유동성고읍회원이 없는경우 등 관련규정에 의하여 이 투자신탁은 상장을 폐지하여야 합니다. 또한 지수산출기관이 지수발표를 중단하게 되는 등의 이유로 이 투자신탁이 목표로 하는 지수를 산정할 수 없거나 이용할 수 없게되는 경우, 공익 실현과 투자자보호를 위하여 한국거래소가 이 투자신탁 집합투자증권의 상장폐지가 필요하다고 인정하는 경우 등에도 이 투자신탁은 상장이 폐지될 수 있습니다. 이 경우 이 투자신탁의 신탁계약은 해지되고 잔여자산을 분배할 것이나 잔여자산 분배 시까지의 기간 동안에는 유통시장을 통한 집합누자증권의 현금화가 어려워질 가능성이 있습니다. 상품에 대한 자세한 내용은 자산운용사 홈페이지(http://www.soletf.com) 또는 금융감독원 전자공시시스템의 투자설명서를 통해 확인하시기 바랍니다."
