항목,내용
한글명,KODEX 종합채권(AA-이상)액티브
영문명,KODEX Active Bond
표준코드,KR7273130005
종목코드,273130
상장일,2017-06-29
펀드형태,수익증권형
기초지수명,KAP 한국종합채권지수
추적배수,일반 (1)
자산운용사,삼성자산운용(주)
지정참가회사(AP),"미래에셋대우, KB증권"
총보수(%),0.045
회계기간,(1) 최초회계기간 : 최초설정일로부터 2017년 12월 31일까지 (2) 상기 회계기간 경과 후의 회계기간 : 2018년 1월 1일부터 매 1년 간
과세유형,배당소득세(보유기간과세)
분배금 지급일,회계기간 종료일. 다만 회계기간 종료일이 영업일이 아닌 경우 그 직전 영업일
홈페이지,http://www.kodex.com/
http://www.kodex.com/,http://www.kodex.com/
기초 시장,(국내) (주식외) (-)
기초 자산,(채권) (혼합) / (혼합) (중기) / (장기)
기본 정보,"이 투자신탁은 KAP 한국종합채권지수(AA-이상, 총수익)을 기초지수로 하여 1좌당 순자산가치의 변동률을 기초지수 변동률과 연동하여 투자신탁재산을 운용함을 그 운용목적으로 합니다. ※ 그러나 상기의 투자목적이 반드시 달성된다는 보장은 없으며, 집합투자업자, 신탁업자, 판매회사 등 이 투자신탁과 관련된 어떠한 당사자도 투자원금의 보장 또는 투자목적의 달성을 보장하지 아니합니다."
투자유의사항,"투자신탁재산을 채권, 채권관련 집합투자증권 및 파생상품 등에 투자함으로써 증권의가격 변동, 이자율 등 기타 거시경제지표의 변화 등에 따른 위험에 노출됩니다. 또한,투자신탁재산의 가치는 투자대상종목 발행회사의 영업환경, 재무상황 및 신용상태의 악화에 따라 급격히 변동될 수 있습니다. 보유하고 있는 증권 및 단기금융상품 등을 발행한 회사가 신용등급의 하락 또는 부도등과 같은 신용사건에 노출되는 경우 그 증권 및 단기금융상품 등의 가치가 하락할 수있습니다. 채권의 가격은 이자율에 의해 결정됩니다. 일반적으로 이자율이 하락하면 채권가격의 상승에 의한 자본이득이 발생하고 이자율이 상승하면 자본손실이 발생합니다. 따라서 채권을 만기까지 보유하지 않고 중도에 매도하는 경우에는 시장상황에 따라 손실 또는 이득이 발생할 수 있습니다. 파생상품은 작은 증거금으로 거액의 결제가 가능한 지렛대 효과(레버리지 효과)로 인하여 기초자산에 직접 투자하는 경우에 비하여 훨씬 높은 위험에 노출될 수 있습니다. 유가증권시장 상장규정 제116조의 상장폐지기준에 해당되거나 공익과 투자자보호를 위하여 증권시장이 이 투자신탁의 수익증권 상장폐지가 필요하다고 인정하는 경우 이 투자신탁은 상장폐지하여야 합니다."
