항목,내용
한글명,WON 전단채플러스액티브
영문명,WON Short Term Bond Active
표준코드,KR7496020009
종목코드,496020
상장일,2024-11-19
펀드형태,수익증권형
기초지수명,KIS 전단채플러스 TR 지수
추적배수,일반 (1)
자산운용사,우리자산운용 주식회사
지정참가회사(AP),"키움, 메리츠, 한국"
총보수(%),0.05
회계기간,"매년 1월 1일부터 12월 31일까지. 단, 최초 회계기간은 최초설정일로부터 당해연도 12월 31일까지"
과세유형,배당소득세(보유기간과세)
분배금 지급일,"회계기간 종료일(회계기간 종료일이 영업일이 아닌 경우, 그 직전 영업일)"
홈페이지,www.wooriam.kr
www.wooriam.kr,www.wooriam.kr
기초 시장,(국내) (주식외) (-)
기초 자산,(채권) (혼합) / (-) (단기) / (-)
기본 정보,"- 이 투자신탁은 액티브상장지수펀드로 국내 채권을 주된 투자대상으로 하고, KIS자산평가가 산출 및 발표하는 “KIS 전단채플러스 TR 지수”를 비교지수로 하여 비교지수 대비 초과수익을 실현하는 것을 목적으로 합니다. - 이 투자신탁은 아래의 편입대상 종목에 투자합니다. ① 전자단기사채 및 CP: 잔존만기가 15일 이상이고 4개월 이하인 국내 신용등급 A1 공사, 일반기업, 증권사, 카드/캐피탈 기관 등이 발행한 전자단기사채 및 CP 중 Target Duration이 0.20에 가까운 종목을 발행사별로 선정, 동일한 Duration일 경우 유동성이 우수한 7종목으로 바스켓을 구성 ② 채권: 발행잔액이 500억 이상이고 잔존만기 10일~5개월 미만의 국고, 통안, 지역개발채 및 국내 신용등급 AA- 이상의 발행사가 발행한 단기 채권(보증회사채 및 ABS 미포함)으로 구성함(단, 담보부/연대보증채권 제외) ③ KOFR: 국채/통안채를 담보로 하는 익일물 RP 금리를 사용하여 한국예탁결제원이 산출 및 발표하는 한국의 무위험 지표금리 ④ CD금리: 금융투자협회가 발표하는 CD91금리 - 이 투자신탁은 아래의 가중치에 따라 투자합니다. ① 전자단기사채 및 CP: 60% 내에서 종목별(7종목) 액면금액 동일비중으로 월별 결정 ② 채권: 20% 내에서 종목별 시가총액 비중으로 일별 결정 ③ KOFR / CD금리: 각 10%"
투자유의사항,"- 이 투자신탁은 집합투자기구의 운용실적에 따라 손익이 결정되는 실적배당상품으로 예금자보호법에 따라 보호되지 아니하며 원본을 보장하지 않습니다. 투자원본의 전부 또는 일부에 대한 손실의 위험이 존재하며 투자의 결정과 투자금액의 손실 내지 감소의 위험은 전적으로 투자자가 부담하며, 집합투자업자나 판매회사 등 어떤 당사자도 투자의 결정 및 투자손실에 대하여 책임을 지지 아니합니다. - 이 집합투자기구는 추적대상 지수와 유사한 수익률 실현을 목적으로 운용되는 ETF가 아니기 때문에 별도의 추적오차 위험이 존재하지 않습니다. 다만, 유가증권시장 상장 규정에 따라 ETF(상장일부터 1년이 경과하지 아니한 ETF는 제외)의 1좌당 순자산가치의 일간변동률과 ETF 비교지수 일간변동률의 상관계수가 0.7 미만이 되어 3개월간 계속되는 경우 상장폐지 대상이 되므로 이에 해당하지 않도록 ETF와 비교지수의 상관계수를 관리할 예정입니다. - 이 투자신탁은 비교지수를 초과하는 수익률을 실현 추구함을 그 투자목적으로 하고 있으므로 비교지수의 수익률과 차이가 발생할 수 있으며, 비교지수는 성과평가의 용도로만 사용됩니다. - 개인투자자는 보유 ETF를 거래소에서 매도하는 방법으로만 현금화가 가능하고 보유수익증권을 판매회사 또는 지정참가회사에 환매 신청할 수 없습니다. 거래소의 거래 상황에 따라 동 ETF의 순자산가치와 거래가격이 다르게 형성될 수 있습니다. - 법인은 지정참가회사에 설정단위(CU: Creation Unit)인 2,000좌 또는 그 정배수로만 설정 또는 환매 청구가 가능하며, 집합투자업자의 승인에 의하여 효력이 발생합니다. 그러나 개인은 한국거래소 유가증권시장에서 장중 매매를 통하지 않고서는 수익증권의 매수 또는 환매가 불가능합니다. 따라서, 개인투자자는 원하는 가격에 원하는 수량을 매도하여 현금화하는데 어려울 수가 있습니다. - 투자 의사를 결정하기 전에 반드시 자산운용사 홈페이지 (http://wooriam.kr) 또는 금융감독원 전자공시시스템의 투자설명서를 읽어 보시기 바랍니다."
