항목,내용
한글명,TIGER 200에너지화학레버리지
영문명,TIGER 200 ENERGY& LEVERAGE
표준코드,KR7243890001
종목코드,243890
상장일,2016-05-13
펀드형태,수익증권형
기초지수명,코스피 200 에너지/화학 레버리지지수
추적배수,2X 레버리지 (2)
자산운용사,미래에셋자산운용(주)
지정참가회사(AP),"NH투자증권, 현대증권, 미래에셋증권"
총보수(%),0.69
회계기간,매년 1월 1일부터 12월 31일까지( 최초 회계기간은 최초 설정일로부터 당해 연도 12월 31일까지)
과세유형,배당소득세(보유기간과세)
분배금 지급일,"회계기간 종료일(다만, 회계기간 종료일이 영업일이 아닌 경우 그 직전 영업일)"
홈페이지,http://www.tigeretf.com
http://www.tigeretf.com,http://www.tigeretf.com
기초 시장,(국내) (코스피) (-)
기초 자산,(주식) (업종섹터) / (-) (에너지화학) / (-)
기본 정보,"이 ETF는 국내 주식 및 주식관련 파생상품을 주된 투자대상자산으로 하며, ""코스피 200 에너지화학 지수""를 기초지수로 하여 1좌당 순자산가치의 일간변동률을 기초지수 일간변동률의 양(陽)의 2배수로 연동하여 투자신탁재산을 운용함을 목적으로 합니다.  *“일간”이란 전날 장 마감시점과 다음날 장 마감시점을 기준으로 합니다. 한국거래소가 발표하는 “코스피 200 에너지화학 지수”는 당해연도 정기심의에서 선정된 코스피 200 구성종목 중, 글로벌섹터분류기준(GICS)체계를 적용하여 산출한 코스피 200 섹터분류 에너지화학에 속하는 종목으로 구성됩니다."
투자유의사항,"이 ETF는 코스피 200 에너지화학 지수 일간수익률의 양(陽)의 2배 수익률을 추구합니다. 그러므로 이 ETF를 하루 이상 보유할 경우, 투자자의 투자결과는 매일매일의 수익률을 누적하여 결정되는데, 이 결과는 해당기간 동안의 기초지수 수익률을 단순히 2배한 것과는 같을 수 없으며, 시장의 변동성이 클 경우 그 차이는 더욱 커지는 경향이 있습니다.  이 ETF의 수익률은 보수 또는 비용 등 이 ETF의 순자산가치에 부의 영향을 미치는 다양한 이유로 인하여 기초지수 수익률과 괴리(추적오차)가 발생할 수 있습니다.  개인투자자는 보유 ETF를 거래소에서 매도하는 방법으로만 현금화가 가능하므로 보유수익증권을 판매회사 또는 지정참가회사에 환매 신청할 수 없으며, 거래소의 거래 상황에 따라 동 ETF의 순자산가치와 거래가격이 다르게 형성될 수 있습니다.  상품에 대한 자세한 내용은 집합투자업자 인터넷 홈페이지(http://www.tigeretf.com) 또는 금융감독원 전자공시시스템의 투자설명서를 통해 확인하시기 바랍니다."
