항목,내용
한글명,KODEX 인도타타그룹
영문명,KODEX India Tata Group
표준코드,KR7477730006
종목코드,477730
상장일,2024-05-08
펀드형태,수익증권형
기초지수명,Nifty India Corporate Group Index - Tata Group 25% Cap(PR)
추적배수,일반 (1)
자산운용사,삼성자산운용(주)
지정참가회사(AP),"삼성증권, 메리츠증권, 키움증권, 미래에셋증권, 한국에스지증권, 한국투자증권, 하나증권, 신한투자증권, 유진투자증권"
총보수(%),0.45
회계기간,"매년 1월 1일부터 12월 31일까지. 단, 최초 회계기간은 최초설정일로부터 당해연도 12월 31일까지"
과세유형,배당소득세(보유기간과세)
분배금 지급일,"매 1,4,7,10월의 마지막 영업일 및 회계기간 종료일(종료일이 영업일이 아닌 경우 종료일의 직전영업일)"
홈페이지,http://www.kodex.com/
http://www.kodex.com/,http://www.kodex.com/
기초 시장,(해외) (아시아) (인도)
기초 자산,(주식) (전략) / (-) (기업그룹) / (-)
기본 정보,이 투자신탁은 해외 주식을 주된 투자대상으로 신탁재산의 60% 이상 투자하여 1좌당 순자산가치의 변동률을 기초지수인 ‘Nifty India Corporate Group Index - Tata Group 25% Cap’의 변동률과 유사하도록 투자신탁재산을 운용함을 그 운용목적으로 합니다.
투자유의사항,"시장위험 및 개별위험 투자신탁재산을 Nifty India Corporate Group Index - Tata Group 25% Cap 구성종목 등에 주로 투자함으로써 증권의 가격 변동, 이자율 등 기타 거시경제지표의 변화 등에 따른 위험에 노출됩니다. 또한, 투자신탁재산의 가치는 투자대상 집합투자증권과 파생상품이 투자하는 발행회사의 영업환경, 재무상황 및 신용상태의 악화에 따라 급격히 변동될 수 있으며 이에 따른 투자원금의 손실이 발생할 수 있습니다. 환율변동위험 이 투자신탁은 해외투자로 인한 환율변동 위험 제거를 위한 환헷지 전략은 기본적으로 실시하지 않을 계획이므로 이후 환율변동으로 인한 급격한 신탁재산 가치변동을 초래할 수 있습니다. 심지어 투자신탁에서 투자한 증권의 가격상승으로 인한 수익이 발생하더라도 통화의 가치가 더 크게 하락할 경우 오히려 투자원본의 손실을 초래할 수도 있으며, 투자증권의 가격하락으로 손실이 발생할 경우에도 해당 통화가치의 하락이 펀드의 손실폭을 더 확대시킬 수도 있습니다. 국가위험 이 투자신탁은 인도시장에 투자하기 때문에 투자대상국가의 시장, 정치 및 경제상황 등에 따른 위험에 노출되어 있고, 외국인의 투자 한도, 넓은 매매호가 차이, 증권시장의 제한된 개장시간과 거래량 부족 등의 이유로 인하여 유동성에 제약이 발생할 수도 있습니다. 또한 인도 증권시장 및 증권거래 시스템의 상대적 후진성으로 인해 투자대상 자산의 매매 불능 및 지연 등의 가능성이 있으며, 잦은 제도 변경으로 인해 투자대상 자산의 매매의 적시성 및 효율성 등이 저해될 수도 있습니다. 아울러 사회 전반적인 투명성 부족 등으로 인한 공시자료(기업의 회계정보 등)의 신뢰성이 선진국 시장에 비해 상대적으로 낮아 예상치 못한 자산가치의 손실이 발생할 수도 있습니다. 특정주식 집중투자위험 특정 산업(또는 그룹)에 속하는 주식에 주로 투자하기 때문에 해당국가 주식시장 전체의 성과와는 크게 다를 수 있으며, 일반적으로 해당국가 주식시장 전체에 투자하는 일반 주식형 투자신탁보다 더 높은 위험을 부담할 가능성이 높습니다."
