항목,내용
한글명,ACE 일라이릴리밸류체인
영문명,ACE Eli Lilly Value Chain
표준코드,KR7497520007
종목코드,497520
상장일,2024-11-19
펀드형태,수익증권형
기초지수명,Solactive Eli Lilly Value Chain Index(PR)
추적배수,일반 (1)
자산운용사,한국투자신탁운용
지정참가회사(AP),"한국투자증권, 키움증권, 하나증권, 메리츠증권"
총보수(%),0.45
회계기간,"최초회계기간은 투자신탁의 최초설정일로부터 2024년 12월 31일까지, 2025년 1월 1일 이후부터는 매 1년간"
과세유형,배당소득세(보유기간과세)
분배금 지급일,"매 1, 4, 7, 10월의 마지막 영업일 및 회계기간 종료일(단, 회계기간 종료일이 영업일이 아닐 경우 그 직전 영업일)"
홈페이지,http://www.aceetf.co.kr
http://www.aceetf.co.kr,http://www.aceetf.co.kr
기초 시장,(해외) (글로벌) (-)
기초 자산,(주식) (업종섹터) / (-) (업종테마) / (-)
기본 정보,"이 투자신탁은 Solactive AG가 발표하는 “Solactive Eli Lilly Value Chain Index PR”을 기초지수로하여 1좌당 순자산가치의 변동률을 기초지수와 유사하도록 투자신탁 재산을 운용함을 목적으로 합니다. Solactive AG가 발표하는 “Solactive Eli Lilly Value Chain Index PR”는 일라이릴리와 일리이릴리의 의약품 개발 및 생산 관련 밸류체인 기업들의 성과를 추종하는 지수입니다. 글로벌 기업/금융 데이터 제공업체인 FactSet의 Supply Chain 데이터를 활용하며, 1) CDMO, 2) R&D, 3) 장비 및 H/W, S/W 기업으로 구분합니다. 일라이릴리를 포함하여 15개 종목에 투자합니다."
투자유의사항,이 투자신탁은 환헤지를 실행하지 않을 계획이므로 환율변동 위험에 노출되어 있음에 유의하시기 바랍니다. 이 투자신탁은 한정된 투자대상에 주로 투자함으로써 좀더 분산 투자된 다른 투자신탁에 비해 더 큰 투자원금액 손실이 발생할 수 있습니다. 상품에 대한 자세한 내용은 운용사 홈페이지 (http://www.aceetf.co.kr) 또는 금융감독원 전자공시시스템의 투자설명서를 통해 확인하시기 바랍니다.
