항목,내용
한글명,TIGER 중국소비테마
영문명,TIGER CHINA CONSUMER
표준코드,KR7150460004
종목코드,150460
상장일,2011-12-16
펀드형태,수익증권형
기초지수명,FnGuide 중국내수테마 지수
추적배수,일반 (1)
자산운용사,미래에셋자산운용(주)
지정참가회사(AP),미래에셋증권(주)
총보수(%),0.5
회계기간,매년 1월 1일부터 12월 31일까지.
과세유형,비과세
분배금 지급일,"1, 4, 7, 10월의 마지막 영업일 및 회계기간 종료일(종료일이 영업일이 아닌 경우 종료일의 직전 영업일)"
홈페이지,http://www.tigeretf.com
http://www.tigeretf.com,http://www.tigeretf.com
기초 시장,(국내) (코스피+코스닥) (-)
기초 자산,(주식) (전략) / (-) (전략테마) / (-)
기본 정보,"1좌당 순자산가치의 변동률을 기초지수인 에프앤가이드 중국내수테마 지수의 변동률과 유사하도록 투자신탁재산을 운용하는 것을 목표로 합니다. FnGuide가 산출하는 에프앤가이드 중국내수테마 지수는 유가증권 시장 및 코스닥 시장에 상장된 종목 중에서 중국내수성장의 수혜를 받을 수 있는 종목으로 다음 항목 중 해당사항이 있는 경우 편입합니다. 단, 경기의 영향을 크게 받지 않는 국내 기업들만을 대상으로 하며, 중국에 진출하여 사업을 영위하고 있지만 경쟁력이 떨어지거나 사업성과가 발생하지 않는 경우에는 지수 편입을 보류하거나 제외할 수 있습니다.  ① 모회사 또는 자회사를 통하여 중국에서 매출이 발생하는 경우  ② 정관의 사업 목적(신규진출사업 포함)으로 중국에서 중국인을 대상으로 사업을 영위하는 경우  ③ 향후 중국 사업을 위하여 투자를 진행할 계획이 있거나 진행하고 있는 경우  ④ 기타 중국 내수시장 성장의 수혜를 받는 경우 위 대상종목 중 재무요건 및 경영 건전성 요건을 만족하며 3개월 일평균 시가총액 1천억원 이상, 3개월 일평균 거래대금 10억원 이상인 종목을 포함합니다. 에프앤가이드 중국내수테마 지수의 정기변경은 매년 6월 KOSPI200 주가지수 선물옵션 만기일 다음주 첫 영업일이며 수시변경은 매년 3, 9, 12월KOSPI200 주가지수 선물옵션 만기일 다음주 첫 영업일입니다. (동일가중방식 적용) 기초지수 추종을 위하여 지수를 구성하는 종목 전체를 편입하는 완전복제전략을 원칙으로 합니다."
투자유의사항,"기초지수 수익률 추종을 위한 최적화(optimization) 과정, 해당 펀드와 관련한 다양한 보수 또는 비용, 펀드재산으로 보유하고 있는 자산에서 발생하는 현금배당, 지수 구성종목의 정기 또는 특별변경으로 인한 구성종목의 교체 또는 비율변경 등으로 인하여 추적오차가 발생할 수 있습니다. 개인투자자는 보유 ETF를 거래소에서 매도하는 방법으로만 현금화가 가능하므로 보유수익증권을 판매회사 또는 지정참가회사에 환매 신청할 수 없으며, 거래소의 거래 상황에 따라 동 ETF의 순자산가치와 거래가격이 다르게 형성될 수 있습니다. 집합투자업자는 이 투자신탁의 비교지수 구성종목에 변경이 있는 경우 변경종목 및 변경종목 선정사유를 집합투자업자 인터넷홈페이지(http://www.tigeretf.com)에 게시합니다. 상품에 대한 자세한 내용은 집합투자업자 홈페이지 또는 금융감독원 전자공시시스템의 투자설명서를 통해 확인하시기 바랍니다."
