항목,내용
한글명,1Q 차이나H(H)
영문명,1Q China H(H)
표준코드,KR7472350008
종목코드,472350
상장일,2023-12-12
펀드형태,수익증권형
기초지수명,HSCEI (Hang Seng China Enterprise Index)
추적배수,일반 (1)
자산운용사,하나자산운용(주)
지정참가회사(AP),"하나증권, 미래에셋증권, 키움증권, DB금융투자, 하이투자증권"
총보수(%),0.11
회계기간,"매년 1월 1일부터 12월 31일까지. 단, 최초 회계기간은 최초설정일로부터 당해연도 12월 31일까지"
과세유형,배당소득세(보유기간과세)
분배금 지급일,"회계기간 종료일(다만, 회계기간 종료일이 영업일이 아닌 경우 그 직전 영업일)"
홈페이지,http://www.ubs-hana.com
http://www.ubs-hana.com,http://www.ubs-hana.com
기초 시장,(해외) (아시아) (홍콩)
기초 자산,(주식) (시장대표) / (-) (-) / (-)
기본 정보,"· 이 투자신탁은 Hang Seng Indexes Company Limited가 산출·발표하는 “Hang Seng China Enterprises Index”를 기초지수로 하여 1좌당 순자산가치의 변동률을 기초지수의 변동률과 유사하도록 투자신탁재산을 운용하는 것을 목적으로 투자하는 ETF입니다. · Hang Seng China Enterprises Index(HSCEI)는 홍콩증권거래소에 상장된 H-Share 중 규모가 크고 유동성이 풍부한 종목들로 구성되는 지수 입니다. · ETF의 설정단위는 100,000좌이며, 한국거래소를 통하여 매매하는 경우에는 1주 단위로 거래할 수 있습니다."
투자유의사항,"· 이 투자신탁은 기초지수와 동일한 수익률을 실현함을 그 투자목적으로 하고 있으나, 투자신탁보수 및 위탁매매수수료 등 관련 비용의 지출 등 현실적 제한으로 인하여 기초지수와 동일한 수익률이 실현되지 아니할 가능성이 있습니다. · 해외 특정 국가(중국)의 주식에 주로 투자하기 때문에 특정국가(중국)의 시장, 정치 및 경제상황 등에 따른 위험에 더 많이 노출되어 있습니다. · 상품에 대한 자세한 내용은 자산운용사 홈페이지 (http://www.ubs-hana.com) 또는 금융감독원 전자공시시스템의 투자설명서를 통해 확인하시기 바랍니다."
