항목,내용
한글명,PLUS 국고채30년액티브
영문명,PLUS 30-Year Korea Treasury Bond Active
표준코드,KR7451600001
종목코드,451600
상장일,2023-02-07
펀드형태,수익증권형
기초지수명,KAP 국고채 30년 지수(총수익)
추적배수,일반 (1)
자산운용사,한화자산운용
지정참가회사(AP),"키움증권, KB증권, 미래에셋증권"
총보수(%),0.05
회계기간,"매년 1월 1일부터 12월 31일까지. 단, 최초 회계기간은 최초설정일로부터 당해연도 12월 31일까지"
과세유형,배당소득세(보유기간과세)
분배금 지급일,"회계기간 종료일(다만, 회계기간 종료일이 영업일이 아닌 경우, 그 직전 영업일)"
홈페이지,http://www.arirangetf.com
http://www.arirangetf.com,http://www.arirangetf.com
기초 시장,(국내) (주식외) (-)
기초 자산,(채권) (국공채) / (-) (장기) / (-)
기본 정보,"이 투자신탁은 채권을 법 시행령 제94조 제2항 제4호에서 규정하는 주된 투자대상자산으로 하며, 한국자산평가(KAP)에서 산출·발표하는 “KAP 국고채 30년 지수(총수익)”를 비교지수로 하여 비교지수대비 초과성과를 목표로 운용함을 목적으로 합니다. 비교지수인 “KAP 국고채 30년 지수(총수익)”는 30년 만기로 발행된 국고채 3종목으로 구성된 지수로, 가장 최근에 발행된 순서대로 80%, 10%, 10%의 비중으로 구성되어 있습니다. 단, 리밸런싱이 진행되는 기간에는 신규 발행물이 추가되어 4종목으로 구성됩니다. 동 지수는 한국자산평가의 채권단가를 기준으로 매영업일 18:30에 산출되고 있습니다."
투자유의사항,"이 투자신탁은 집합투자기구의 운용실적에 따라 손익이 결정되는 실적배당상품으로 예금자보호법에 따라 예금보험공사가 보호하지 아니하며 원본을 보장하지 않습니다. 따라서 투자원본의 전부 또는 일부에 대한 손실의 위험이 존재하며 투자금액의 손실 내지 감소의 위험을 전적으로 투자자가 부담하며, 집합투자업자나 판매회사 등 어떤 당사자도 투자손실에 대하여 책임을 지지 아니합니다. 채권의 가격은 이자율에 의해 결정됩니다. 일반적으로 이자율이 하락하면 채권가격 상승에 의한 자본이득이 발생하고 이자율이 상승하면 채권가격 하락에 의한 자본손실이 발생합니다. 따라서 채권을 만기까지 보유하고 중도에 매도하는 경우에는 시장상황에 따라 손실이 발생할 수 있습니다. 이 투자신탁은 유가증권시장 상장규정 제113조에 따른 액티브상장지수펀드로 상장지수펀드의 순자산가치의 변화를 가격 및 지수의 변화를 초과하도록 운용하는 것을 목표로 합니다. 즉, 기초지수 수익률 추종을 목표로 하여 운용되는 ETF가 아니라 비교지수 대비 초과성과를 목표로 하여 운용되는 액티브 ETF임에 유의하시기 바랍니다. 이 투자신탁은 추적대상 지수와 유사한 수익률 실현을 목적으로 운용되는 ETF가 아니기 때문에 별도의 추적오차 위험이 존재하지 않습니다. 다만, 유가증권시장 상장규정에 따라 ETF(상장일로부터 1년이 경과하지 아니한 ETF는 제외)의 1좌당 순자산가치의 일간변동률과 ETF 비교지수 일간변동률이 상관계수가 0.7 미만이 되어 3개월간 계속되는 경우 상장폐지 대상이 되므로 이에 해당하지 않도록 ETF와 비교지수의 상관계수를 관리할 예정입니다. 이 투자신탁에 집중된 대량환매가 발생할 경우에는 환매자금을 우선적으로 조달해야 합니다. 이로 인하여 운용전략을 유지하거나 효과적으로 운용전략을 구사하는데 있어 일부 제약을 받을 수 있고, 이는 환매된 집합투자증권 및 잔존 집합투자증권의 가치에 손실을 초래하여 투자원금 손실이 발생할 수 있습니다. 투자 의사를 결정하기 전에 반드시 자산운용사 홈페이지 (http://www.arirangetf.com/) 또는 금융감독원 전자공시시스템의 투자설명서를 읽어보시기 바랍니다."
