항목,내용
한글명,PLUS 코스피TR
영문명,PLUS KOSPI TR
표준코드,KR7328370002
종목코드,328370
상장일,2019-06-25
펀드형태,수익증권형
기초지수명,코스피 TR
추적배수,일반 (1)
자산운용사,한화자산운용
지정참가회사(AP),"메리츠종합금융증권, 미래에셋대우, 한화투자증권"
총보수(%),0.15
회계기간,"투자신탁의 최초설정일부터 해당년도 12월 31일까지로 하고, 이후에는 매년 1월 1일부터 12월 31일까지"
과세유형,배당소득세(보유기간과세)
분배금 지급일,"1, 4, 7, 10월의 마지막 영업일 및 회계기간 종료일"
홈페이지,www.arirangetf.com
www.arirangetf.com,www.arirangetf.com
기초 시장,(국내) (코스피) (-)
기초 자산,(주식) (시장대표) / (-) (-) / (-)
기본 정보,"- 이 투자신탁은 국내 주식을 법 시행령 제94조 제2항 제4호에서 규정하는 주된 투자대상자산으로 하며, “KOSPI　TR 지수""를 추적대상지수로 하여 1좌당 순자산가치의 변동률을 추적대상지수의 변동률과 유사하도록 투자신탁재산을 운용하는 것을 목적으로 합니다. - “KOSPI　TR 지수""는 한국거래소가 산출하는 주가 지수로, 유가증권시장에 상장된 보통주 전체에 대해서 투자하는걸 목표로 합니다. 또한 KOSPI PR 지수와 다르게 코스피 지수 구성종목의 주가변동에 따른 자본차익뿐만 아니라 현금배당에 따른 배당이익까지 모두 반영하여 산출한 총수익 지수입니다."
투자유의사항,"- 이 투자신탁은 집합투자기구의 운용실적에 따라 손익이 결정되는 실적배당상품으로 예금자보호법에 따라 예금보험공사가 보호하지 아니하며 원본을 보장하지 않습니다. 따라서 투자원본의 전부 또는 일부에 대한 손실의 위험이 존재하며 투자금액의 손실 내지 감소의 위험은 전적으로 투자자가 부담하며, 집합투자업자나 판매회사 등 어떤 당사자도 투자손실에 대하여 책임을 지지 아니합니다. - 이 투자신탁은 추적대상 지수와 동일한 수익률을 실현함을 그 투자목적으로 하고 있으나, 일시적인 가격 변동, 투자신탁보수, 위탁매매수수료, 지수 사용료, 상장수수료 등 관련 비용의 지출 등 현실적 제한으로 인하여 추적대상 지수와 동일한 수익률이 실현되지 아니할 가능성이 있습니다. - 개인투자자는 보유 ETF를 거래소에서 매도하는 방법으로만 현금화가 가능하므로 보유수익증권을 판매회사 또는 지정참가회사에 환매 신청할 수 없으며, 거래소의 거래 상황에 따라 동 ETF의 순자산가치와 거래가격이 다르게 형성될 수 있습니다. - 법인은 지정참가회사에 설정단위(CU: Creation Unit)인 50,000좌 또는 그 정배수로만 설정 또는 환매 청구가 가능하며, 집합투자업자의 승인에 의하여 효력이 발생합니다. 그러나 개인은 한국거래소 유가증권시장에서 장중 매매를 통하지 않고서는 수익증권의 매수 또는 환매가 불가능합니다. 따라서, 개인투자자는 원하는 가격에 원하는 수량을 매도하여 현금화하는데 어려울 수가 있습니다. - 관련 규정에서 정하는 한도를 초과하여 추적오차가 발생하고 이것이 일정기간 이상 지속되는 경우, 기초지수를 산정할 수 없거나 이용할 수 없게 되는 경우, 기타 유가증권시장 상장규정에 따라 상장폐지가 필요하다고 인정되는 경우 상장이 폐지될 수 있습니다. - 이 투자신탁은 국내 주식형 ETF이나, 주식의 가격뿐만 아니라 배당까지 포함하는 지수의 변화를 추적하는 ETF로, 소득세법시행령 제26조의2 및 소득세법시행규칙 제 13조에 의거하여 보유기간 과세가 적용됩니다. - 이 투자신탁은 기초지수의 룰에 따라 포트폴리오 구성 종목의 배당을 재투자하므로 해당 투자신탁에서는 분배금이 발생하지 않으며, 구성종목의 배당락일에 예상배당금(세전)을 재투자하고 배당확정시 이를 보정하므로 일정부분 수익률에 차이가 발생할 수 있습니다."
