항목,내용
한글명,TIGER 조선TOP10
영문명,TIGER Shipbuilding TOP10
표준코드,KR7494670003
종목코드,494670
상장일,2024-10-22
펀드형태,수익증권형
기초지수명,iSelect 조선TOP10 Index(PR)
추적배수,일반 (1)
자산운용사,미래에셋자산운용(주)
지정참가회사(AP),"BNK, 키움, 메리츠, 한국, 대신, 미래에셋, NH, LS, 한화"
총보수(%),0.35
회계기간,"매년 1월 1일부터 12월 31일까지. 단, 최초 회계기간은 최초설정일로부터 당해연도 12월 31일까지"
과세유형,비과세
분배금 지급일,"1월, 4월, 7월, 10월 마지막 영업일 및 회계기간 종료일(다만, 회계기간 종료일이 영업일이 아닌 경우 그 직전 영업일)"
홈페이지,www.tigeretf.com
www.tigeretf.com,www.tigeretf.com
기초 시장,(국내) (코스피+코스닥) (-)
기초 자산,(주식) (업종섹터) / (-) (업종테마) / (-)
기본 정보,"- 이 ETF는 국내에 상장된 주식을 주된 투자대상자산으로 하며, “iSelect 조선TOP10 지수(Price Return)”의 수익률 추종을 목적으로 하는 ETF입니다. - “iSelect 조선TOP10 지수(Price Return)”는 기초적인 투자 적정성 기준을 충족하는 종목 중 키워드 스코어링 기술을 활용하여 조선 산업과 관련 된 국내 종목으로 유니버스를 구성하고, 이를 바탕으로 조선관련 매출 분석을 통해 전체 매출 중 선박 건조, 엔진 및 기자재 관련 매출이 유의미하게 발생하는 기업을 선정하고 최종 구성종목을 선정하는 지수입니다."
투자유의사항,"- 이 ETF의 수익률은 보수 또는 비용 등 이 ETF의 순자산가치에 부의 영향을 미치는 다양한 이유로 인하여 기초지수 수익률과 괴리(추적오차)가 발생할 수 있습니다. - 개인투자자는 보유 ETF를 거래소에서 매도하는 방법으로만 현금화가 가능하므로 보유수익증권을 판매회사 또는 지정참가회사에 환매 신청할 수 없으며, 거래소의 거래 상황에 따라 동 ETF의 순자산가치와 거래가격이 다르게 형성될 수 있습니다. - 상품에 대한 자세한 내용은 집합투자업자 인터넷 홈페이지(http://www.tigeretf.com) 또는 금융감독원 전자공시시스템의 투자설명서를 통해 확인하시기 바랍니다."
