항목,내용
한글명,PLUS 코스피50
영문명,PLUS KOSPI50
표준코드,KR7122090004
종목코드,122090
상장일,2010-01-07
펀드형태,수익증권형
기초지수명,코스피 50
추적배수,일반 (1)
자산운용사,한화자산운용
지정참가회사(AP),교보증권 등 14개사
총보수(%),0.33
회계기간,매년 1월 1일부터 12월 31일까지.
과세유형,비과세
분배금 지급일,"매 1, 4, 7, 10월의 마지막 영업일 및 회계기간 종료일(종료일이 영업일이 아닌 경우 종료일의 직전 영업일)"
홈페이지,http://www.hanwhafund.co.kr
http://www.hanwhafund.co.kr,http://www.hanwhafund.co.kr
기초 시장,(국내) (코스피) (-)
기초 자산,(주식) (시장대표) / (-) (-) / (-)
기본 정보,"1좌당 순자산가치의 변동률을 기초지수인 KOSPI 50 지수의 변동률과 유사하도록 투자신탁재산을 운용하는 것을 목표로 합니다. 한국거래소가 산출하는 KOSPI 50 지수는 KOSPI200 구성종목 중에서 산업군 구분없이 당해연도 KOSPI200 구성종목 정기심의에서 산정한 시가총액이 큰 상위 50종목을 구성종목으로 합니다. 매년 1회 KOSPI200 선물시장의 6월결제월의 최종거래일의 다음 매매거래일에 정기변경을 실시하며, 상장폐지, 관리종목지정 등 특별변경사유가 발생하는 경우 예비종목으로 교체합니다. 기초지수의 성과를 가장 효율적으로 추종할 수 있도록 기초지수를 구성하고 있는 종목 대부분을 편입하는 것을 원칙으로 합니다. 다만, 기초지수의 구성종목에 변경이 있을 경우에는 기초지수에 포함되지 않은 종목에 투자될 수도 있습니다."
투자유의사항,"기초지수와 동일한 수익률을 실현함을 그 투자목적으로 하고 있으나, 일시적인 가격변동. 투자신탁보수, 위탁매매수수료, 지수사용료, 상장수수료 등 관련비용의 지출 등 현실적 제한으로 인하여 기초지수와 동일한 수익률이 실현되지 아니할 가능성이 있습니다. 기초지수를 관리하는 지수관리회사의 사정으로 그 지수의 산출방식이 대폭 변경되어 집합투자업자의 최선의 노력에도 불구하고 기존의 투자전략으로 더 이상 그 지수를 추적할 수 없는 상황이 발생하거나, 지수관리회사의 사정 또는 기타 피치 못할 사정으로 인하여 지수의 발표가 중단되는 경우에는 그로 인하여 이 투자신탁의 운용이 중단되고, 상장 폐지 및 이 투자신탁의 전부해지가 발생할 수도 있습니다. 상품에 대한 자세한 내용은 자산운용사 홈페이지(http://www.hanwhafund.co.kr) 또는 금융감독원 전자공시시스템의 투자설명서를 통해 확인하시기 바랍니다."
