항목,내용
한글명,TIGER 일본엔선물
영문명,TIGER JPYKRW FUTURES
표준코드,KR7292560000
종목코드,292560
상장일,2018-04-17
펀드형태,수익증권형
기초지수명,엔선물지수
추적배수,일반 (1)
자산운용사,미래에셋자산운용(주)
지정참가회사(AP),"미래에셋대우, 한국투자증권"
총보수(%),0.21
회계기간,"최초설정일부터 당해 연도 12월 31일까지로 하며, 이후의 회계기간은 그 익일로부터 매년 12월 31일까지로 함"
과세유형,배당소득세(보유기간과세)
분배금 지급일,"회계기간 종료일(다만, 회계기간 종료일이 영업일이 아닌 경우 그 직전 영업일)"
홈페이지,www.tigeretf.com
www.tigeretf.com,www.tigeretf.com
기초 시장,(국내) (주식외) (-)
기초 자산,(통화) (일본엔) / (-) (-) / (-)
기본 정보,"이 ETF는 일본 엔화를 기초자산으로 하여 파생상품시장에서 거래되는 장내파생상품을 주된 투자대상자산으로 하며, 엔선물지수를 기초지수로 하여 1좌당 순자산가치의 일간변동률을 기초지수 일간변동률의 양(陽)의 1배수로 연동하여 투자신탁재산을 운용함을 목적으로 합니다.  *“일간”이란 전날 장 마감시점과 다음날 장 마감시점을 기준으로 합니다. 한국거래소가 발표하는 엔선물지수는 한국거래소 엔선물시장에 상장된 최근월종목 가격을 대상으로 산출되는 지수입니다. 다만, 최근월종목의 최종거래일로부터 직전 2거래일에서 직전거래일까지는 최근월종목과 차근월종목을 함께 이용하여 산출하며 최종거래일에는 최근월종목이 아닌 차근월종목을 이용하여 산출합니다."
투자유의사항,"이 ETF의 수익률은 보수 또는 비용 등 이 ETF의 순자산가치에 부의 영향을 미치는 다양한 이유로 인하여 기초지수 수익률과 괴리(추적오차)가 발생할 수 있습니다.  개인투자자는 보유 ETF를 거래소에서 매도하는 방법으로만 현금화가 가능하므로 보유수익증권을 판매회사 또는 지정참가회사에 환매 신청할 수 없으며, 거래소의 거래 상황에 따라 동 ETF의 순자산가치와 거래가격이 다르게 형성될 수 있습니다.  상품에 대한 자세한 내용은 집합투자업자 인터넷 홈페이지(http://www.tigeretf.com) 또는 금융감독원 전자공시시스템의 투자설명서를 통해 확인하시기 바랍니다."
