항목,내용
한글명,KOSEF 물가채KIS
영문명,KOSEF TIPS KIS
표준코드,KR7430500009
종목코드,430500
상장일,2022-05-31
펀드형태,수익증권형
기초지수명,KIS TIPS 지수 (Total Return)
추적배수,일반 (1)
자산운용사,키움투자자산운용(주)
지정참가회사(AP),메리츠증권
총보수(%),0.15
회계기간,"매년 1월 1일부터 12월 31일까지. 단, 최초 회계기간은 최초설정일로부터 당해연도 12월 31일까지"
과세유형,배당소득세(보유기간과세)
분배금 지급일,"회계기간 종료일(다만, 회계기간 종료일이 영업일이 아닌 경우 그 직전 영업일)"
홈페이지,http://www.kosef.co.kr
http://www.kosef.co.kr,http://www.kosef.co.kr
기초 시장,(국내) (주식외) (-)
기초 자산,(채권) (국공채) / (-) (장기) / (-)
기본 정보,"1. KIS 채권평가에서 발표하는 KIS TIPS Index(TR)를 기초지수로 하여, 1좌당 순자산가치의 일간변동률을 기초지수 일간변동률에 연동되도록 투자신탁재산을 운용합니다. 2. KIS TIPS Index(TR)는 국내 물가연동채권 최근발행물 3종목으로 구성된 지수로서, 물가채 시장을 대표할 수 있도록 최근 발행물 위주로 바스켓을 구성하였습니다. 해당 지수는 지수 구성 채권종목의 움직임을 1분단위로 지표화하여 산출하는 실시간 지수입니다. 3. 이 투자신탁은 기초지수의 구성 채권에 대부분 투자하여 운용할 예정이며, 지수 구성이 변화할 경우 이에 따른 현물 포트폴리오 교체를 효율적으로 수행할 계획입니다."
투자유의사항,"1. 이 ETF의 수익률은 보수 또는 비용 등 이 ETF의 순자산가치에 부의 영향을 미치는 다양한 이유로 인하여 기초지수 수익률과 괴리(추적오차)가 발생할 수 있습니다. 2. 개인투자자는 보유 ETF를 거래소에서 매도하는 방법으로만 현금화가 가능하므로 보유수익증권을 판매회사 또는 지정참가회사에 환매 신청할 수 없으며, 거래소의 거래 상황에 따라 동 ETF의 순자산가치와 거래가격이 다르게 형성될 수 있습니다."
