항목,내용
한글명,BNK 온디바이스AI
영문명,BNK On-Device AI
표준코드,KR7487750002
종목코드,487750
상장일,2024-07-23
펀드형태,수익증권형
기초지수명,FnGuide 온디바이스AI 지수
추적배수,일반 (1)
자산운용사,비엔케이자산운용(주)
지정참가회사(AP),"미래에셋증권, 하나증권, 하이투자증권, BNK투자증권"
총보수(%),0.395
회계기간,"최초설정일부터 당해연도 12월 31일까지로 하며, 이후의 회계기간은 그 익일로부터 매년 12월 31일까지로 한다."
과세유형,비과세
분배금 지급일,"1, 4, 7, 10월의 마지막 영업일 및 회계기간 종료일(단 회계기간 종료일이 영업일이 아닌 경우 그 직전 영업일)"
홈페이지,www.bnkasset.co.kr
www.bnkasset.co.kr,www.bnkasset.co.kr
기초 시장,(국내) (코스피+코스닥) (-)
기초 자산,(주식) (업종섹터) / (-) (업종테마) / (-)
기본 정보,"이 투자신탁은 (주)에프앤가이드가 산출하는 ‘FnGuide 온디바이스AI 지수’를 기초지수로 하여, 1좌당 순자산가치의 변동률을 기초지수의 변동률과 유사하도록 투자신탁재산을 운용하는 것을 목표로 하는 패시브형 상장지수집합투자기구임 기초지수인 ‘FnGuide 온디바이스AI 지수’는 온디바이스 AI 구현에 필요한 반도체 설계(IP)와 제작, 패키지 관련 기업 등에 투자하는 테마 지수로서, 온디바이스 AI 관련 키워드 검색을 통해 유니버스를 선정하고, 시가총액 상위 종목을 최대 20종목까지 선정하여 구성한 지수임 당 ETF는 기본적으로 ‘FnGuide 온디바이스AI 지수’를 구성하는 종목을 완전 복제하는 방식으로 포트폴리오를 구성할 계획이며, 다만 필요에 따라 투자가능 대상종목 중 추적오차를 감안하여 최종 투자대상 종목을 구성하는 부분 복제 방식을 사용할 수 있음 ETF의 설정단위는 50,000좌이며, 현물 설정방식을 이용하여 자산을 구성함. 또한, 한국거래소를 통하여 매매하는 경우에는 1주 단위로 거래가 가능함"
투자유의사항,"주식에 대부분 투자함으로써 유가증권의 가격변동에 따른 위험에 노출됨. 기초지수와 동일한 수익률을 실현함을 목적으로 하고 있으나, 비용의 지출 등의 이유로 기초지수와 동일한 수익률이 실현되지 아니할 가능성이 있음 관련 규정에서 정하는 한도를 초과하여 추적오차가 발생하고 이것이 일정기간 이상 지속되는 경우, 기초지수를 산정할 수 없거나 이용할 수 없게 되는 경우, 기타 유가증권시장 상장규정 제 116조 상장폐지 기준에 해당하거나 공익과 투자자 보호를 위하여 증권시장이 이 투자신탁의 수익증권 폐지가 필요하다고 인정하는 경우 상장이 폐지될 수 있음 상품에 대한 자세한 내용은 자산운용사 홈페이지(http://www.bnkasset.com) 또는 금융감독원 전자공시시스템의 투자설명서를 통해 확인할 수 있음"
