항목,내용
한글명,KODEX 미국나스닥100데일리커버드콜OTM
영문명,KODEX US NASDAQ100 Covered Call OTM
표준코드,KR7494300007
종목코드,494300
상장일,2024-10-22
펀드형태,수익증권형
기초지수명,NASDAQ-100 Daily Covered Call 101 Index(TR)
추적배수,일반 (1)
자산운용사,삼성자산운용(주)
지정참가회사(AP),"키움증권, 메리츠증권, 미래에셋증권, 삼성증권, 한국에스지증권, 하나증권, 신한투자증권"
총보수(%),0.25
회계기간,"최초회계기간은 최초설정일로부터 2024년 12월 31일까지이며, 최초회계기간 경과 후의 회계기간은 2025년 1월 1일부터 매 1년 간"
과세유형,배당소득세(보유기간과세)
분배금 지급일,매월 마지막 영업일
홈페이지,http://www.kodex.com
http://www.kodex.com,http://www.kodex.com
기초 시장,(해외) (북미) (미국)
기초 자산,(주식) (전략) / (-) (구조화) / (-)
기본 정보,"이 투자신탁은 Nasdaq에서 산출하는 NASDAQ-100 Daily Covered Call 101 Index(TR)를 기초지수로 하여 1좌당 순자산가치의 변동률이 기초지수의 변동률과 유사하도록 투자신탁재산을 운용할 계획입니다. ※ 그러나 상기의 투자목적이 반드시 달성된다는 보장은 없으며, 집합투자업자, 신탁업자, 판매회사 등 이 투자신탁과 관련된 어떠한 당사자도 투자원금의 보장 또는 투자목적의 달성을 보장하지 아니합니다."
