항목,내용
한글명,TIGER 국채3년
영문명,TIGER KTB3Y
표준코드,KR7114820004
종목코드,114820
상장일,2009-08-27
펀드형태,수익증권형
기초지수명,KTB index(시장가격)
추적배수,일반 (1)
자산운용사,미래에셋자산운용(주)
지정참가회사(AP),"미래에셋증권, 대우증권"
총보수(%),0.15
회계기간,"매년 6월, 12월의 분배금 지급기준일 제2영업일 전일까지"
과세유형,배당소득세(보유기간과세)
분배금 지급일,"이자지급일(3,6,9,12월의 10일) 전 영업일. 영업일이 아닌 경우 실제 이자수령일(이자지급일 : 토요일→직전일, 공휴일 or 일요일→익일)"
홈페이지,http://www.tigeretf.com
http://www.tigeretf.com,http://www.tigeretf.com
기초 시장,(국내) (주식외) (-)
기초 자산,(채권) (국공채) / (-) (중기) / (-)
기본 정보,"1좌당 순자산가치의 변동률을 기초지수인 KTBINDEX(시장가격)의 변동률과 유사하도록 투자신탁재산을 운용하는 것을 목표로 합니다. 한국거래소와 KIS채권평가㈜가 산출하는 KTBINDEX(시장가격지수)는 국고채 3년선물의 기초자산이 되는 바스켓 3종목(3년물 2종목, 5년물 1종목)으로 구성되는 채권지수로서, 평균듀레이션 2.5 ~ 3년을 유지합니다. ETF가 편입하는 국고채권에서 발생하는 이자를 분배금 형식으로 분기마다 지급합니다. 기초지수 추종을 위하여 지수를 구성하는 종목 전체를 편입하는 완전복제전략을 원칙으로 하며 추적오차를 줄이기 위해 채권관련 장내파생상품에의 투자, 증권의 대여 등을 정하는 범위 내에서 실행합니다."
투자유의사항,"기초지수 수익률 추종을 위한 최적화(optimization) 과정, 해당 펀드와 관련한 다양한 보수 또는 비용, 펀드재산으로 보유하고 있는 자산에서 발생하는 현금배당, 지수, 구성종목의 정기 또는 특별변경으로 인한 구성종목의 교체 또는 비율변경 등으로 인하여 추적오차가 발생할 수 있습니다. 개인투자자는 보유 ETF를 거래소에서 매도하는 방법으로만 현금화가 가능하므로 보유수익증권을 판매회사 또는 지정참가회사에 환매 신청할 수 없으며, 거래소의 거래 상황에 따라 동 ETF의 순자산가치에 비해 거래가격이 다르게 형성될 수 있습니다. 상품에 대한 자세한 내용은 자산운용사 홈페이지(http://www.tigeretf.com) 또는 금융감독원 전자공시시스템의 투자설명서를 통해 확인하시기 바랍니다."
