항목,내용
한글명,KOSEF 차이나내수소비TOP CSI
영문명,KOSEF China Domestic Consumer Top CSI
표준코드,KR7454180001
종목코드,454180
상장일,2023-04-04
펀드형태,수익증권형
기초지수명,CSI SH-HK-SZ Consumer Top Index
추적배수,일반 (1)
자산운용사,키움투자자산운용(주)
지정참가회사(AP),"키움증권, 삼성증권, 미래에셋증권, NH투자증권"
총보수(%),0.42
회계기간,"매년 1월 1일부터 12월 31일까지. 단, 최초 회계기간은 최초설정일로부터 당해연도 12월 31일까지"
과세유형,배당소득세(보유기간과세)
분배금 지급일,"1월, 4월, 7월, 10월 마지막 영업일 및 회계기간 종료일(다만, 회계기간 종료일이 영업일이 아닌 경우 그 직전 영업일)"
홈페이지,www.kosef.co.kr
www.kosef.co.kr,www.kosef.co.kr
기초 시장,(해외) (아시아) (중국)
기초 자산,(주식) (업종섹터) / (-) (업종테마) / (-)
기본 정보,"1. 이 투자신탁은 해외 주식을 주된 투자대상으로 하며, CSI에서 산출 및 발표하는 “CSI SH-HK-SZ Consumer Top 지수(원화환산)”를 기초지수로 하여 이 투자신탁 수익증권 1좌당 순자산가치의 변동률을 기초지수의 변동률과 유사하도록 투자신탁재산을 운용하는 것을 목적으로 합니다. 2. 이 투자신탁은 ‘CSI SH-HK-SZ Consumer Top 지수(원화환산)’를 기초지수로 하는 상장지수투자신탁으로서, 투자목적 달성을 위해 기초지수를 구성하는 종목 전체를 편입하는 완전복제 전략을 원칙으로 하고 있습니다. 다만, 집합투자업자가 추적오차 최소화 등을 위하여 필요하다고 판단하는 경우 기초지수 관련 파생상품 및 상장집합투자증권 등에 일부 투자할 수 있습니다. 3. 이 투자신탁은 기본적으로 환율변동으로 인한 투자신탁재산의 위험을 방지하기 위한 환헤지 전략을 실행하지 아니할 계획입니다. 따라서, 이 투자신탁은 환율변동위험에 노출되며, 1좌당 순자산가치는 기초지수의 원화환산 수익률에 연동하게 됩니다."
투자유의사항,"1. 이 ETF의 수익률은 보수 또는 비용 등 이 ETF의 순자산가치에 부의 영향을 미치는 다양한 이유로 인하여 기초지수 수익률과 괴리(추적오차)가 발생할 수 있습니다. 2. 개인투자자는 보유 ETF를 거래소에서 매도하는 방법으로만 현금화가 가능하므로 보유수익증권을 판매회사 또는 지정참가회사에 환매 신청할 수 없으며, 거래소의 거래 상황에 따라 동 ETF의 순자산가치와 거래가격이 다르게 형성될 수 있습니다."
