항목,내용
한글명,SOL 국고채30년액티브
영문명,SOL KTB 30Y Active
표준코드,KR7474390002
종목코드,474390
상장일,2024-01-16
펀드형태,수익증권형
기초지수명,KAP 국고채30년 지수(TR)
추적배수,일반 (1)
자산운용사,신한자산운용 주식회사
지정참가회사(AP),"메리츠증권, 미래에셋증권, 신한투자증권, 이베스트투자증권, 키움증권, 한국투자증권"
총보수(%),0.05
회계기간,"매년 1월 1일부터 12월 31일까지. 단, 최초 회계기간은 최초설정일로부터 당해연도 12월 31일까지"
과세유형,배당소득세(보유기간과세)
분배금 지급일,"회계기간 종료일(다만, 회계기간 종료일이 영업일이 아닌 경우 그 직전 영업일)"
홈페이지,http://www.soletf.com
http://www.soletf.com,http://www.soletf.com
기초 시장,(국내) (주식외) (-)
기초 자산,(채권) (국공채) / (-) (장기) / (-)
기본 정보,"이 투자신탁은 법 시행령 제 92조 2항제 4호에서 규정하는 주된 투자대상자산으로 하며 KAP(한국자산평가)가 산출하는 ‘KAP 국고채30년 지수 TR (KAP Gov’t Bond 30Y Index TR)’를 비교지수로 하여 투자신탁 순자산가치의 변화를 비교지수 대비 초과하는 것을 목표로 하는 액티브 상품입니다. 비교지수는 만기 30년 수준의 국고채 3종목으로 구성된 장기채권형 지수입니다. 따라서 해당상품은 크레딧리스크가 없는 장기 국고채에 투자하면서 금리 변동에 따른 매매수익을 추구하는 상품으로서 금리하락시 단기채권형 ETF 대비 투자 매력도가 상대적으로 높은 상품입니다. 반면 금리상승시 손실 위험도 단기채권형 ETF 대비 상대적으로 높습니다. 채권에 직접 투자하는 경우 대부분 고액의 금액으로 투자해야하나, 해당 ETF투자의 경우 1주당 50,000원(최초 설정시점 기준)으로 투자를 할 수 있기 때문에 채권에 대한 소액투자의 기회를 제공할 수 있을 것으로 판단됩니다. 해당 ETF투자의 경우 1주당 50,000원(최초 설정시점 기준)으로 투자를 할 수 있습니다. 설정단위는 2,000좌이며, 현물설정 방식으로 이루어집니다. 한국거래소를 통하여 매매하는 경우에는 1주 단위로 거래할 수 있습니다."
투자유의사항,"이 투자신탁은 투자 원리금 전액이 보장 또는 보호되지 않습니다. 따라서 투자원본의 전부 또는 일부에 대한 손실의 위험이 존재하며 투자의 결정과 투자금액의 손실 내지 감소의 위험은 전적으로 투자자가 부담하며, 집합투자업자나 판매회사 등 어떤 당사자도 투자의 결정 및 투자손실에 대하여 책임을 지지 아니합니다. 이 투자신탁은 예금자보호법의 적용을 받는 은행예금과 달리 은행 등에서 매입한 경우에도 예금자보호를 받지 못합니다. 이 투자신탁은 유가증권시장 상장규정 제113조에 따른 액티브상장지수펀드로 상장지수펀드의 순자산가치의 변화를 가격 및 지수의 변화를 초과하도록 운용하는 것을 목표로 합니다. 즉, 이 투자신탁은 1좌당 순자산가치의 일간 변동률과 비교지수의 일간 변동률이 유사하도록 추종하는 것을 그 목적으로 하는 기존의 상장지수펀드(이하”ETF”라 한다)와 달리 투자신탁재산의 운용방식을 비교지수 대비 초과성과를 목표로 운용하는 것을 목표로 하는 액티브ETF입니다. 특히, 이 투자신탁은 듀레이션 전략, 상대가치 전략 및 Repo 등을 활용하여 초과성과를 추구할 계획입니다. 따라서 이 투자신탁은 투자신탁을 운용하는 담당매니저의 재량으로 운용되는 투자신탁이며 비교지수의 성과와 다른 성과가 실현될 수 있습니다. 유가증권시장 상장규정에 따라 이 투자신탁 1좌당 순자산가치의 일간변동률과 이 투자신탁의 추적대상지수의 일간변동률의 상관계수가 일정수준 미만으로 3개월간 지속되는 경우, 유동성공급계약을 체결한 유동성공급회원이 없는 경우 등 관련규정에 의하여 이 투자신탁은 상장을 폐지하여야 합니다. 또한 지수산출기관이 지수발표를 중단하게 되는 등의 이유로 이 투자신탁이 목표로 하는 지수를 산정할 수 없거나 이용할 수 없게 되는 경우, 공익 실현과 투자자보호를 위하여 한국거래소가 이 투자신탁 집합투자증권의 상장폐지가 필요하다고 인정하는 경우 등에도 이 투자신탁은 상장이 폐지될 수 있습니다. 이 경우 이 투자신탁의 신탁계약은 해지되고 잔여자산을 분배할 것이나, 잔여자산 분배 시까지의 기간 동안에는 유통시장을 통한 집합투자증권의 현금화가 어려워 질 수 있습니다. 상품에 대한 자세한 내용은 자산운용사 홈페이지(http://www.soletf.com) 또는 금융감독원 전자공시시스템의 투자설명서를 통해 확인하시기 바랍니다."
