항목,내용
한글명,TIGER 글로벌멀티에셋TIF액티브
영문명,TIGER Multi Asset TIF Active ETF
표준코드,KR7440340008
종목코드,440340
상장일,2022-08-30
펀드형태,수익증권형
기초지수명,INDXX 멀티에셋인컴 지수(시장가격 지수)
추적배수,일반 (1)
자산운용사,미래에셋자산운용(주)
지정참가회사(AP),"메리츠증권, 미래에셋증권, 신한금융투자, 키움증권, 한국투자증권"
총보수(%),0.55
회계기간,"최초설정일부터 당해 연도 12월 31일까지로 하며, 이후의 회계기간은 그 익일로부터 매년 12월 31일까지로 함"
과세유형,배당소득세(보유기간과세)
분배금 지급일,매월 마지막 영업일
홈페이지,http://www.tigeretf.com
http://www.tigeretf.com,http://www.tigeretf.com
기초 시장,(해외) (글로벌) (-)
기초 자산,(혼합자산) (주식+채권) / (-) (-) / (-)
기본 정보,"- 이 투자신탁은 채권 및 채권관련 집합투자증권을 법 시행령 제94조제2항제4호에서 규정하는 주된 투자대상자산으로 하여 운용함을 목적으로 하며, 주식 및 주식관련 집합투자증권에도 일부 투자합니다. - 유가증권시장 상장규정 제113조에 따른 액티브상장지수펀드(액티브ETF)로 ETF 순자산가치의 변화가 Indxx Multi Asset Income 지수(원화환산)' 변화를 초과하도록 운용하는 것을 목표로 하여 국내외 채권 및 채권관련 집합투자증권에 90% 이하, 국내외 주식 및 주식관련 집합투자증권에 40% 이하로 투자합니다. 따라서 비교지수를 구성하는 종목 중 이 투자신탁이 투자하지 않는 종목이 있을 수 있으며 비교지수에 포함되지 않은 종목에 이 투자신탁이 투자할 수도 있습니다. - 다양한 자산에 분산 투자하는 자산배분전략으로 운용하며, 매크로 분석에 대한 정량적인 판단과 시나리오 분석, 계량적 기법 등을 활용하여 자산별 자산 배분 비중을 산출합니다. 대상 자산은 선진국/신흥국 국채, 투자등급 채권, 하이일드 채권, 전환사채, 배당주, 우선주, 리츠 등으로 분류하여 포트폴리오를 구성합니다. 자산군별 시장전망을 반영하여 주기적으로 대상 자산 및 배분 비중에 대해 리밸런싱을 실행하고 시장 상황에 따른 탄력적인 비중 조절도 병행하여 운용할 예정입니다. - 자산군별 투자는 주식, 채권, 리츠 등에 직접 투자하며 자산 특성 및 시장 상황을 고려한 효율적 운용을 위하여 40% 한도 내에서 국내외에 상장된 ETF 등에 투자할 수 있습니다."
투자유의사항,"- 이 집합투자기구는 기초지수 수익률 추종을 목표로 하여 운용되는 ETF가 아니라 비교지수 대비 초과성과를 목표로 하여 운용되는 액티브 ETF임에 유의하시기 바랍니다. - 이 집합투자기구는 기초지수 수익률 추종을 목표로 하지 않기 때문에 별도의 추적오차 위험이 존재하지 않습니다. 다만, 유가증권시장 상장규정에 따라 ETF의 1좌당 순자산가치의 일간변동률과 ETF 비교지수 일간변동률의 상관계수가 0.7 미만이 되어 3개월간 계속되는 경우 상장폐지 대상이 되므로 이에 해당하지 않도록 ETF와 비교지수의 상관계수를 관리할 예정입니다. - 개인투자자는 보유 ETF를 거래소에서 매도하는 방법으로만 현금화가 가능하므로 보유수익증권을 판매회사 또는 지정참가회사에 환매 신청할 수 없으며, 거래소의 거래 상황에 따라 동 ETF의 순자산가치와 거래가격이 다르게 형성될 수 있습니다. - 상품에 대한 자세한 내용은 집합투자업자 인터넷홈페이지(http://www.tigeretf.com) 또는 금융감독원 전자공시시스템의 투자설명서를 통해 확인하시기 바랍니다."
