항목,내용
한글명,ACE 종합채권(AA-이상)KIS액티브
영문명,ACE KIS Active Bond Composite
표준코드,KR7356540005
종목코드,356540
상장일,2020-07-21
펀드형태,수익증권형
기초지수명,KIS 종합채권 AA-이상 총수익 지수(Total return Index)
추적배수,일반 (1)
자산운용사,한국투자신탁운용
지정참가회사(AP),"미래에셋대우, 신한금융투자"
총보수(%),0.02
회계기간,"(1)최초회계기간: 투자신탁의 최초설정일로부터 2020년 12월 31일까지, (2)2021년 1월 1일 이후: 2021년 1월 1일부터 매1년간"
과세유형,배당소득세(보유기간과세)
분배금 지급일,"투자신탁 회계기간 종료일(단, 회계기간 종료일이 영업일이 아닐 경우 그 직전 영업일)"
홈페이지,http://www.kindexetf.com
http://www.kindexetf.com,http://www.kindexetf.com
기초 시장,(국내) (주식외) (-)
기초 자산,(채권) (혼합) / (-) (중기) / (-)
기본 정보,"이 투자신탁은 투자신탁재산의 운용방식을 지수의 변화를 초과하도록 운용하는 것을 목표로 하는 Active ETF이며, 국내채권을 주된 투자대상자산으로 하여 시장수익률 대비 초과수익을 추구할 계획입니다."
투자유의사항,이 투자신탁은 1좌당 순자산가치의 일간변동률이 기초지수 일간성과와 유사하도록 추종하는 것을 목표로하는 기존의 Passive ETF와 달리 투자신탁재산의 운용방식을 지수의 변화를 초과하도록 하는 것을 그 목표로하는 Active ETF입니다. 이를 위하여 이 투자신탁은 “KIS종합채권 AA-이상 지수”를 비교지수로 하여 매니저의 재량에 따라 운용되는 상품입니다. 따라서 이 투자신탁은 비교지수인 KIS종합채권 AA-이상 지수와 다른 성과가 실현될 수 있습니다.
