항목,내용
한글명,ACE Fn성장소비주도주
영문명,ACE Korean Culture
표준코드,KR7226380004
종목코드,226380
상장일,2015-08-19
펀드형태,수익증권형
기초지수명,FnGuide 성장소비주도 지수
추적배수,일반 (1)
자산운용사,한국투자신탁운용
지정참가회사(AP),"신한금융투자(주), 대우증권(주)"
총보수(%),0.5
회계기간,"매년 1월 1일부터 12월 31일까지. 단, 최초 회계기간은 최초 설정일로부터 2015년 12월 31일까지"
과세유형,비과세
분배금 지급일,"1월, 4월 7월, 10월의 마지막 영업일 및 회계기간 종료일(다만, 회계기간 종료일이 영업일이 아닌 경우 그 직전 영업일)"
홈페이지,http://www.kindexetf.com
http://www.kindexetf.com,http://www.kindexetf.com
기초 시장,(국내) (코스피+코스닥) (-)
기초 자산,(주식) (전략) / (-) (전략테마) / (-)
기본 정보,"이 투자신탁은 에프앤가이드(FnGuide)가 발표하는“에프앤가이드 한류스타 지수(FnGuide 한류스타 Index)”를 기초지수로 하여 1좌당 순자산가치의 변동률을 기초지수의 변동률과 유사하도록 투자신탁재산을 운용함을 목적으로 합니다. · 에프앤가이드 한류스타 인덱스는 한류와의 연관성 뿐만 아니라 재무요건, 유동성 등을 고려하여 선정된 종목으로 구성되었으며 2010년 12월 10일을 1000pt로 기준으로 산출되었습니다."
투자유의사항,"이 투자신탁의 수익률은 다양한 이유(투자신탁 운용과 관련된 제반 비용, 현금배당, 구성종목의 교체/비중변경/부도)로 기초지수인 “에프앤가이드 한류스타 지수”의 수익률과 괴리(추적오차)가 발생할 수 있습니다. 이 경우 자산운용회사는 추적오차를 최소화하기 위하여 투자신탁 관련비용의 최소화, 추적오차를 감안한 편입 종목수 조정 등의 보완방안을 실행할 예정이나, 불가피하게 최소한의 추적오차가 발생할 가능성이 있음을 유의하셔야 합니다. · 상품에 대한 자세한 내용은 자산운용사 홈페이지(http://www.kindexetf.com/) 또는 금융감독원 전자공시시스템의 투자설명서를 통해 확인하시기 바랍니다."
