항목,내용
한글명,PLUS 200
영문명,PLUS 200
표준코드,KR7152100004
종목코드,152100
상장일,2012-01-10
펀드형태,수익증권형
기초지수명,코스피 200
추적배수,일반 (1)
자산운용사,한화자산운용
지정참가회사(AP),"대우증권(주), 메리츠종합금융증권(주), 미래에셋증권(주), 유진투자증권(주), 한국투자증권(주), 한화증권(주), 현대증권(주), KB투자증권(주)"
총보수(%),0.017
회계기간,매년 1월 1일부터 12월 31일까지.
과세유형,비과세
분배금 지급일,"매 1, 4, 7, 10월의 마지막 영업일 및 회계기간 종료일(종료일이 영업일이 아닌 경우 종료일의 직전 영업일)"
홈페이지,http://www.hanwhafund.co.kr
http://www.hanwhafund.co.kr,http://www.hanwhafund.co.kr
기초 시장,(국내) (코스피) (-)
기초 자산,(주식) (시장대표) / (-) (-) / (-)
기본 정보,"1좌당 순자산가치의 변동률을 기초지수인 KOSPI 200 지수의 변동률과 유사하도록 투자신탁재산을 운용하는 것을 목표로 합니다. 한국거래소가 산출하는 KOSPI 200 지수는 주가지수선물 및 주가지수 옵션의 거래대상으로 개발된 주가지수로서, 선물 및 옵션거래에 적합하도록 유가증권시장에 상장된 전체 종목 중에서 시장대표성, 업종대표성 및 유동성 등을 감안하여 선정된 200종목을 구성종목으로 합니다. 1990년 1월 3일을 100p로 하여 1994년 6월 15일부터 산출, 발표되었습니다. 기초지수의 정기변경은 매년 6월 KOSPI200 주가지수 선물의 최종거래일의 다음 거래일에 실시합니다. 이 투자신탁은 기초지수인 KOSPI 200을 구성하고 있는 종목에 주로 투자하는 것을 원칙으로 합니다. 지수에 대한 자세한 내용은 한국거래소 홈페이지(http://www.krx.co.kr)의 지수안내 통해 확인하시기 바랍니다."
투자유의사항,"이 투자신탁은 기초지수와 동일한 수익률을 실현함을 그 투자목적으로 하고 있으나, 일시적인 가격 변동, 투자신탁보수, 위탁매매수수료,지수사용료, 상장수수료 등 관련 비용의 지출 등 현실적 제한으로 인하여 기초지수와 동일한 수익률이 실현되지 아니할 가능성이 있습니다. 따라서 이 투자신탁의 수익률과 기초지수의 수익률이 동일할 것을 전제로 하는 투자는, 당해 추적오차로 인하여 예상하지 못한 손실을 실현할 수도 있습니다. 상품에 대한 자세한 내용은 자산운용사 홈페이지(http://www.hanwhafund.co.kr) 또는 금융감독원 전자공시시스템의 투자설명서를 통해 확인하시기 바랍니다."
