항목,내용
한글명,TIGER 차이나바이오테크SOLACTIVE
영문명,TIGER CHINA BIOTECH SOLACTIVE
표준코드,KR7371470006
종목코드,371470
상장일,2020-12-08
펀드형태,수익증권형
기초지수명,Solactive China Biotech Index(Net Total Return)
추적배수,일반 (1)
자산운용사,미래에셋자산운용(주)
지정참가회사(AP),"키움증권, 미래에셋대우, NH투자증권"
총보수(%),0.49
회계기간,"최초설정일부터 당해 연도 12월 31일까지로 하며, 이후의 회계기간은 그 익일로부터 매년 12월 31일까지로 함"
과세유형,배당소득세(보유기간과세)
분배금 지급일,"매 1월, 4월, 7월, 10월의 마지막 영업일 및 회계기간 종료일(다만, 회계기간 종료일이 영업일이 아닌 경우 그 직전 영업일)"
홈페이지,http://www.tigeretf.com
http://www.tigeretf.com,http://www.tigeretf.com
기초 시장,(해외) (아시아) (중국)
기초 자산,(주식) (업종섹터) / (-) (업종테마) / (-)
기본 정보,"- 이 ETF는 미국, 중국, 홍콩상장 주식을 주된 투자대상자산으로 하며, “Solactive China Biotech 지수(Net Total Return)”를 기초지수로 하여 1좌당 순자산가치의 변동률을 기초지수의 변동률과 유사하도록 투자신탁재산을 운용함을 목적으로 합니다. - “Solactive China Biotech 지수(Net Total Return)”는 Solactive에서 발표하는 지수로서, 미국/중국/홍콩 증권거래소에서 거래되면서 중국 및 홍콩에 본사가 위치한 30개의 생명공학 기업들로 구성 *Net Total Return(NTR)은 세후현금배당이 지수에 편입된 종목에 재투자되는 것을 가정하여 배당수익률이 가산된 총수익률을 반영하여 산출한 지수입니다."
투자유의사항,"- 이 ETF는 기초지수와의 수익률 연동을 위해 거래상대방과 장외파생상품 계약을 체결하여 거래상대방의 신용상태 악화, 부도 등에 따라 투자목적이 실현되지 못하고 손실이 발생할 수 있습니다. 또한 스왑 계약에 따른 비용이 예상치 못하게 과도하게 발생하는 경우 성과에 영향을 줄 수 있습니다. - 이 ETF의 수익률은 보수 또는 비용 등 이 ETF의 순자산가치에 부의 영향을 미치는 다양한 이유로 인하여 기초지수 수익률과 괴리(추적오차)가 발생할 수 있습니다. - 개인투자자는 보유 ETF를 거래소에서 매도하는 방법으로만 현금화가 가능하므로 보유수익증권을 판매회사 또는 지정참가회사에 환매 신청할 수 없으며, 거래소의 거래 상황에 따라 동 ETF의 순자산가치와 거래가격이 다르게 형성될 수 있습니다. - 상품에 대한 자세한 내용은 집합투자업자 인터넷홈페이지(http://www.tigeretf.com) 또는 금융감독원 전자공시시스템의 투자설명서를 통해 확인하시기 바랍니다."
