항목,내용
한글명,KODEX 200선물인버스2X
영문명,KODEX 200 Futures Inverse 2X
표준코드,KR7252670005
종목코드,252670
상장일,2016-09-22
펀드형태,수익증권형
기초지수명,코스피 200 선물인버스 -2X 지수
추적배수,2X 인버스 (-2)
자산운용사,삼성자산운용(주)
지정참가회사(AP),"대신증권, 대우증권, 동부증권, 메리츠종금증권, 미래에셋증권, 삼성증권, 신한금융투자, 유진투자증권, 키움증권, 하이투자증권, 한국투자증권, 현대증권, KB투자증권, NH투자증권, SK증권"
총보수(%),0.64
회계기간,"매년 1월1일부터 12월31일까지(단, 최초회계기간은 최초설정일로부터 2016.12.31일까지)"
과세유형,배당소득세(보유기간과세)
분배금 지급일,회계기간 종료일. 다만 회계기간 종료일이 영업일이 아닌 경우 그 직전 영업일
홈페이지,www.kodex.com
www.kodex.com,www.kodex.com
기초 시장,(국내) (코스피) (-)
기초 자산,(주식) (시장대표) / (-) (-) / (-)
기본 정보,"투자신탁의 순자산가치의 일간변동률을 F-KOSPI200 지수의 일별 수익률의 음(陰) 2배수(-2배수)의 수익률로 추적하고자 하는 운용목적을 달성하기 위하여 KOSPI200 지수 관련 파생상품 및 집합투자기구 등으로 포트폴리오를 구성하고, 필요에 따라 증권의 차입 등 기타 효율적인 방법을 활용할 예정입니다. ※ F-KOSPI200 지수란 KOSPI200지수선물의 가격수준을 종합적으로 표시하는 지수로서 한국거래소(KRX)에서 산출 발표하는 주가 선물 지수입니다.  기초지수 일별 수익률의 음(陰)의 2배수로 추종함에 있어 그 운용 방법은 KOSPI200지수 관련 장내선물 및 합성선물의 매도포지션으로 운용할 수 있습니다. 또한, 증권의 차입 매도 등 기타 효율적인 방법을 통하여 투자목적을 달성할 예정입니다."
투자유의사항,"추적오차 발생위험 이 투자신탁은 F-KOSPI200지수를 기초지수로 하여 1좌당 순자산가치의 일간변동률을 기초지수 일간변동률의 음(陰)의 2배수(-2배수)로 연동하는 것을 목적으로 하고 있으나, 투자신탁 보수, 위탁매매수수료 등 관련 비용의 지출 등 현실적 제한으로 인하여 기초지수의 일간 변동률의 음의 2배수와 동일한 수익률이 실현되지 아니할 가능성이 있으며, 추적오차가 크게 발생할 수 있습니다. 따라서 이 투자신탁의 수익률과 기초지수의 일간변동률의 음의 2배수가 동일할 것을 전제로 하는 투자는 당해 추적오차로 인하여 예상하지 못한 손실을 실현할 수도 있습니다. 누적수익률과 괴리위험 이 투자신탁은 KOSPI200지수선물의 가격 수준을 종합적으로 표시하는 F-KOSPI200지수를 기초지수로 하여 1좌당 순자산가치의 일간변동률을 기초지수의 일간변동률의 음(陰)의 2배수로 연동하여 투자신탁재산을 운용함을 그 운용 목적으로 합니다. 이는 일간 단위로만 기초지수의 수익률을 음(陰)의 2배수로 추구하는 것이므로 투자기간 전체에 대해서 누적하여 음(陰)의 2배수를 추구할 수 있다는 것을 의미하지 않습니다. 파생상품 롤오버(Roll-Over)위험 이 투자신탁은 F-KOSPI200지수를 기초지수로 하여 1좌당 순자산가치의 일간변동률을 기초지수 일간변동률의 음(陰)의 2배수로 연동하는 것을 목적으로 하며, 그 목적을 달성하기 위하여 주가지수선물의 매도, 주가지수선물 옵션을 이용한 합성선물 매도을 이용할 계획입니다. 다만, 선물 또는 옵션은 현물과는 달리 만기일이 있기 때문에 차기(次期) 선물 또는 옵션으로 다시 재투자하여야 하는데 재투자가격이 만기일의 만기상환 금액과 일치하지 않을 위험(이를 롤오버[Roll over] 위험이라 합니다)이 있습니다. 이러한 이유 등으로 투자목적이 달성되지 아니할 위험이 있습니다. 시장변동성 상승에 따른 복리 효과 상승 위험 이 투자신탁은 일간 단위로만 기초지수 일간변동률의 음(陽)의 2배수를 추구하기 때문에 연속적으로 2영업일 이상 보유한 경우 투자신탁의 일간변동률만큼 투자기간 동안의 수익률이 복리(複利)로 계산됩니다. 특히, 시장 변동성이 높아지는 경우, 복리효과로 인해 장기 투자수익률은 기초지수 일간변동률의 음(陽)의 2배수의 누적수익률보다 축소될 수 있습니다. 이러한 현상은 변동성이 증가할수록 더욱 확연하게 나타납니다. 따라서, 2영업일 이상의 투자신탁 수익률은 기초지수의 성과뿐만 아니라, 기초지수의 변동성, 기타 투자신탁 운용에 소요되는 비용, 투자대상자산으로부터의 배당 및 투자기간 등이 반영되어 산출될 수 있습니다. F-KOSPI200지수와 양(陽)의 상관관계 발생 위험 이 투자신탁은 F-KOSPI200지수의 일간 변동률의 음의 2배수로 연동하여 투자신탁재산을 운용함을 목적으로 하고 있으므로, 시간이 경과함에 따라 투자신탁에 영향을 주는 다양한 요인에 의해 누적적으로는 F-KOSPI200지수 누적수익률의 음(陰)의 2배수를 추적하지 못할 수 있습니다. 즉, 일시적으로 또는 지속적으로 이 투자신탁과 F-KOSPI200 지수의 누적수익률간의 양의 상관관계가 나타날 수도 있습니다. 투자대상 집합투자증권과 기초지수의 괴리에 따른 위험 이 투자신탁은 KOSPI200지수 선물을 활용하여 산출하는 F-KOSPI200지수를 기초지수로 하여 1좌당 순자산가치의 일간변동률을 기초지수 일간변동률의 음(陽)의 2배수로 연동하는 목적을 달성하기 위해 KOSPI200지수를 추종하는 집합투자증권을 활용합니다. 따라서 이 투자신탁이 활용하는 집합투자증권의 일간변동률과 기초지수 일간변동률간에 차이가 발생하는 경우, 이 투자신탁의 1좌당 순자산가치의 일간변동률과 기초지수 일간변동률의 음(陰)의 2배수(-2배수)한 값 간의 괴리가 발생할 수 있습니다. 이러한 경우가 지속되는 경우, 복리로 누적된 오차로 인해 그 괴리가 더욱 확대될 수 있으며, 이로 인해 이 투자신탁의 투자목적을 달성하지 못할 수 있습니다. 거래소 동시호가 거래의 위험 본 투자신탁이 한국거래소에 상장되어 거래될 때 투자자가 시초가 혹은 종가로 거래하고자 하는 경우 각 거래시간대의 동시호가 동안에는 유동성 공급자가 유동성 공급이 제한되어 적절한 가격에 거래가 되지 않을 위험에 노출되어 있습니다."
