항목,내용
한글명,PLUS 심천차이넥스트(합성)
영문명,PLUS ChiNext(Synth)
표준코드,KR7256450008
종목코드,256450
상장일,2016-11-08
펀드형태,수익증권형
기초지수명,SZSE ChiNext Price Index
추적배수,일반 (1)
자산운용사,한화자산운용
지정참가회사(AP),"NH투자증권, 미래에셋증권"
총보수(%),0.5
회계기간,"투자신탁의 최초 설정일로부터 해당년도 12월 31일까지, 이후 매년 1월 1일부터 12월 31일까지"
과세유형,배당소득세(보유기간과세)
분배금 지급일,"1, 4, 7, 10월의 마지막 영업일 및 회계기간 종료일"
홈페이지,http://www.arirangetf.com
http://www.arirangetf.com,http://www.arirangetf.com
기초 시장,(해외) (아시아) (중국)
기초 자산,(주식) (시장대표) / (-) (-) / (-)
기본 정보,"- 이 투자신탁은 장외파생상품을 법 시행령 제94조제2항제4호에서 규정하는 주된 투자대상자산으로 하며, “ChiNext Index”를 추적대상지수로 하여 1좌당 순자산가치의 변동률을 추적대상지수의 변동률과 유사하도록 투자신탁재산을 운용함을 목적으로 합니다. - ChiNext Index는 Shenzhen Securities Information Co.,Ltd가 산출하는 주가 지수로, 심천 거래소 주식 시장 중 하나인 ChiNext Market에 상장된 종목 중 유동시가총액 상위 100종목으로 구성되어 있습니다. 해당 지수의 종목별 투자 비중은 유동시가총액 가중방식으로 결정 됩니다.."
투자유의사항,"- 이 투자신탁은 거래소와 같은 공개시장이 아닌 장외시장에서 거래가 이루어지는 장외파생상품에 주로 투자함에 따라 거래 상대방의 신용 위험이 존재합니다. 거래상대방 위험을 축소하기 위하여 거래상대방으로부터 담보를 설정하지만, 급격한 장외파생상품의 가치변동, 담보의 가치변동 등으로 인해 거래 상대방 위험에 노출될 수 있습니다. - 이 투자신탁은 합성상장지수집합투자기구로서 추적대상지수의 성과를 추종하기 위해 장외파생상품계약에 주로 투자하고 있습니다. 주된 투자대상인 장외파생상품의 계약 거래상대방이 추적대상지수의 성과를 복제하는 과정에서 헷지비용 및 각종 거래 수수료 비용 등이 발생하게 됩니다. 이러한 비용은 상황에 따라 예상보다 크게 발생할 수도 있으며, 이러한 비용의 발생은 이 투자신탁의 성과에 부(-)의 영향을 미치게 됩니다. - 이 투자신탁은 해외 주식 지수를 추종하며, 환헷지를 실시하지 않는 상품입니다. 따라서, 주가지수의 상승에도 불구하고, 급격한 환율변동에 따른 외화 손실이 발생할 수 있습니다. - 이 투자신탁은 추적대상 지수와 동일한 수익률을 실현함을 그 투자목적으로 하고 있으나, 일시적인 가격 변동, 투자신탁보수, 위탁매매수수료, 지수 사용료, 상장수수료 등 관련 비용의 지출 등 현실적 제한으로 인하여 추적대상 지수와 동일한 수익률이 실현되지 아니할 가능성이 있습니다. - 관련 규정에서 정하는 한도를 초과하여 추적오차가 발생하고 이것이 일정기간 이상 지속되는 경우, 기초지수를 산정할 수 없거나 이용할 수 없게 되는 경우, 기타 유가증권시장 상장규정에 따라 상장폐지가 필요하다고 인정되는 경우 상장이 폐지될 수 있습니다. - 이 투자신탁은 중국 심천거래소의 차이넥스트(ChiNext)시장지수에 연계된 장외파생상품에 주로 투자합니다. 중국 증권 시장에 대한 투자는 선진국 주식시장에 비해 기대수익은 높지만 변동성이 크며, 주식시장 급락시기에 주식거래정지, 중국정부의 외국인 투자자에 대한 규제, 외화환전, 해외송금제한, 조세제도의 변경 등 추가적인 위험이 있습니다. - 이 투자신탁은 한국거래소에 상장되어 거래되는 상장지수투자신탁으로서 상장된 이후 유동성공급자가 시장거래 조성을 위한 노력 등의 업무를 수행하나 호가 공백이나 거래부진, 헷지수단이 한국과의 시차가 존재하는 시장에서 거래, 휴일이나 해외거래소의 시스템 문제 등의 사유로 투자신탁의 순자산가치인 기준가격과 시장수급의 변화로 인해 형성되는 시장거래가격이 서로 다르게 형성될 수 있으며, 또한 그로 인해 시장가격의 변동성이 증가될 위험이 있습니다. 예를 들어 차이넥스트 기업의 거래정지가 발생한 경우, 투자신탁 순자산가치보다 낮은 가격에 매도되거나, 높은 가격으로 매수될 수 있습니다. - 투자 의사를 결정하기 전에 반드시 자산운용사 홈페이지(http://www.arirangetf.com/) 또는 금융감독원 전자공시시스템의 투자설명서를 읽어 보시기 바랍니다."
