항목,내용
한글명,RISE KQ고배당
영문명,RISE KQ High Dividend
표준코드,KR7270800006
종목코드,270800
상장일,2017-07-07
펀드형태,수익증권형
기초지수명,FnGuide KQ고배당포커스지수
추적배수,일반 (1)
자산운용사,케이비자산운용(주)
지정참가회사(AP),"NH투자증권, 신한금융투자, 키움증권, KB증권"
총보수(%),0.3
회계기간,"매년 1월 1일부터 12월 31일까지. (단, 최초 회계기간은 최초 설정일로부터 2017년 12월 31일까지)"
과세유형,비과세
분배금 지급일,"1,4,7,10월의 마지막 영업일 및 회계기간 종료일(다만, 회계기간 종료일이 영업일이 아닌 경우 그 직전 영업일)"
홈페이지,http://www.kstaretf.com
http://www.kstaretf.com,http://www.kstaretf.com
기초 시장,(국내) (코스닥) (-)
기초 자산,(주식) (전략) / (-) (배당) / (-)
기본 정보,"이 투자신탁은 국내 코스닥 주식을 주된 투자대상자산으로 하며, FnGuide KQ고배당포커스지수를 추적대상지수로 하여 1좌당 순자산가치의 변동률을 추적대상지수의 변동률과 유사하도록 투자신탁재산을 운용하는 것을 목적으로 합니다. FnGuide KQ고배당포커스지수는 FnGuide가 산출하는 주가지수로, 코스닥시장에 상장된 주식 중 현금배당수익률 상위 80위 종목을 현금배당총액가중방식으로 산출한 지수입니다.  ETF의 설정단위는 50,000좌이며, 현물설정 방식으로 이루어집니다. 한국거래소를 통하여 매매하는 경우에는 1주 단위로 거래할 수 있습니다."
투자유의사항,"주식에 대부분 투자함으로써 유가증권의 가격변동에 따른 위험에 노출됩니다. 기초지수와 동일한 수익률을 실현함을 목적으로 하고 있으나, 비용의 지출 등의 이유로 기초지수와 동일한 수익률이 실현되지 아니할 가능성이 있습니다.  관련 규정에서 정하는 한도를 초과하여 추적오차가 발생하 고 이것이 일정기간 이상 지속되는 경우, 기초지수를 산정할 수 없거나 이용할 수 없게 되는 경우, 기타 유가증권시장 상 장규정 제 116조 상장폐지 기준에 해당하거나 공익과 투자 자 보호를 위하여 증권시장이 이 투자신탁의 수익증권 폐지 가 필요하다고 인정하는 경우 상장이 폐지될 수 있습니다. 상품에 대한 자세한 내용은 자산운용사 홈페이지 (http://www.kstaretf.com) 또는 금융감독원 전자공시시스템 의 투자설명서를 통해 확인하시기 바랍니다."
