항목,내용
한글명,KODEX 일본부동산리츠(H)
영문명,KODEX Japan REITs(H)
표준코드,KR7352540009
종목코드,352540
상장일,2020-05-13
펀드형태,수익증권형
기초지수명,Tokyo Stock Exchange REIT Index
추적배수,일반 (1)
자산운용사,삼성자산운용(주)
지정참가회사(AP),"NH투자증권, 신한금융투자, 키움증권"
총보수(%),0.3
회계기간,(1) 최초회계기간 : 최초설정일로부터 2020년 12월 31일까지 (2) 상기 회계기간 경과 후의 회계기간 : 2021년 1월 1일부터 매 1년 간
과세유형,배당소득세(분리과세부동산ETF)
분배금 지급일,매월 마지막 영업일
홈페이지,http://www.kodex.com/
http://www.kodex.com/,http://www.kodex.com/
기초 시장,(해외) (아시아) (일본)
기초 자산,(부동산) (리츠) / (-) (-) / (-)
기본 정보,"이 투자신탁은 동경 거래소에 상장된 리츠(REITs)을 주된 투자대상으로 하여 신탁재산의 60% 이상을 투자하며, 동경 거래소에 상장된 모든 리츠(REITs)를 대상으로, Tokyo Stock Exchange, Inc.가 산출·발표하는 Tokyo Stock Exchange REIT Index를 기초지수로 하여 1좌당 순자산가치의 변동률을 기초지수의 변동률과 유사하도록 투자신탁재산을 운용할 계획입니다. ※ 그러나 상기의 투자목적이 반드시 달성된다는 보장은 없으며, 집합투자업자, 신탁업자, 판매회사 등 이 투자신탁과 관련된 어떠한 당사자도 투자원금의 보장 또는 투자목적의 달성을 보장하지 아니합니다."
투자유의사항,"시장위험 및 개별위험 투자신탁재산을 Tokyo Stock Exchange REIT Index구성종목 및 관련 파생상품 등에 주로 투자함으로써 증권의 가격 변동, 이자율 등 기타 거시경제지표의 변화 등에 따른 위험에 노출됩니다. 또한, 투자신탁재산의 가치는 투자대상 집합투자증권과 파생상품이 투자하는 발행회사의 영업환경, 재무상황 및 신용상태의 악화에 따라 급격히 변동될 수 있으며 이에 따른 투자원금의 손실이 발생할 수 있습니다. 환율변동위험 이 투자신탁은 통화관련 파생상품 거래를 통해 환위험을 회피하는 것을 목표로 하고, 미 실현 손익에 대해서는 주기적으로 환 헷지 비율을 조정하여 최대한 환 위험을 회피하고자 합니다. 그러나 관련 시장 규모, 거래비용, 투자수단의 유용성, 시장간의 시차, 관련 시장의 교란 및 전세계 거시 경제적인 기타 변수등에 따라 환 위험을 회피하기 곤란한 경우에는 일부 또는 전체에 대하여 환 위험에 노출될 수 있습니다. 또한 환헷지를 하는 경우에도 투자신탁 설정·해지의 반복, 가격변동, 최소 환헷지거래규모 등으로 인하여, 이 투자신탁에서 투자하는 외화자산의 환위험에 대하여 100% 헷지를 하는 것은 불가능하기 때문에 투자신탁 순자산액±일정 범위에서 환헷지가 이루어집니다. 이에 따라 환헷지를 하는 경우에도 투자신탁 순자산액에 미달되거나 초과되는 부분은 환율변동위험에 노출됩니다. 파생상품 투자위험 파생상품은 작은 증거금으로 거액의 결제가 가능한 지렛대 효과(레버리지 효과)로 인하여 기초자산에 직접 투자하는 경우에 비하여 훨씬 높은 위험에 노출될 수 있습니다. 지수산출방식의 대폭 변경 또는 중단 위험 이 투자신탁이 추적하는 기초지수를 관리하는 지수관리회사의 사정으로 그 지수의 산출방식이 대폭 변경되어 집합투자업자의 최선의 노력에도 불구하고 기존의 투자전략으로 더 이상 그 지수를 추적할 수 없는 상황이 발생하거나, 지수관리회사의 사정 또는 기타 피치 못할 사정으로 인하여 지수의 발표가 중단되는 경우에는 그로 인하여 이 투자신탁의 운용이 중단되고, 상장 폐지 및 이 투자신탁의 전부해지가 발생할 수도 있습니다. 이러한 경우가 발생할 때에는 이로 인하여 수익자는 기대하지 아니한 손실이 발생할 수도 있습니다. REITs의 유동성에 따른 위험 증권시장에서 REITs 개별 종목의 거래량이 부족할 경우, 원하는 시기에 원하는 가격으로 매매를 할 수 없을 가능성이 있습니다. 자연재해에 따른 위험 REITs의 주된 투자대상인 부동산이 수해, 지진, 화산 분화, 해일, 화재, 폭발 등으로 파손 또는 멸실되는 경우에는 REITs 가격이 하락할 수 있습니다. 특정국가 집중투자 위험 이 투자신탁은 일본시장의 리츠에 주로 투자하기 때문에 일본의 주식시장, 부동산 시장, 정치 및 경제상황 등에 따른 위험에 더 많이 노출이 되어 있으며, 이는 일반적으로 해외 주식시장 전체에 투자하는 글로벌 주식형 투자신탁보다 더 높은 위험을 부담할 가능성이 높습니다. 추적오차 발생위험 이 투자신탁은 Tokyo Stock Exchange REIT Index를 기초지수로 하여 1좌당 순자산가치의 변동률을 기초지수 변동률로 연동하는 것을 목적으로 하고 있으나, 파생상품 매매에 따른 비용, 투자신탁 보수, 위탁매매수수료 등 관련 비용의 지출 등 현실적 제한으로 인하여 기초지수의 변동률과 동일한 수익률이 실현되지 아니할 가능성이 있으며, 추적오차가 크게 발생할 수 있습니다. 따라서 이 투자신탁의 수익률과 기초지수의 변동률이 동일할 것을 전제로 하는 투자는 당해 추적오차로 인하여 예상하지 못한 손실을 실현할 수도 있습니다. REITs의 가격변동에 따른 위험 REITs는 부동산을 주된 투자대상으로 하며, 거래소에 상장되어 주식과 같이 거래가 되므로 주식과 같은 가격 변동위험이 있습니다. REITs의 가격은 부동산 경기, 경제 상황, 수급 등에 의하여 결정되므로 미국 부동산 경기가 좋은 상황에도 다른 요인으로 인하여 상장된 REITs의 가격이 하락할 수 있습니다. 특정 증권 집중투자 위험 일본에 상장된 부동산 관련 주식 및 REITs 등에 주로 투자하기 때문에 일본 주식시장 전체의 성과와는 크게 다를 수 있으며, 일반적으로 일본 주식시장 전체에 투자하는 일반 주식형 투자신탁보다 더 높은 위험을 부담할 가능성이 높습니다. 시장거래에 따른 순자산가치와의 괴리 위험 이 투자신탁에서 주로 투자하는 리츠(REITs)는 해외 증권거래소에 상장되어 시장가격으로 유통시장을 통해 거래되며, 시장가격은 순자산가치(NAV) 및 유통시장의 수요와 공급에 따라 변동됩니다. 따라서, 개별 상장 리츠(REITs)의 시장가격은 시장참여자들의 수요와 공급 수준에 따라 NAV보다 높게 또는 낮게 형성될 수 있습니다."
